ml_egap_type,ml_egap,ml_energy_per_atom,ml_ael_bulk_modulus_vrh,ml_ael_shear_modulus_vrh,ml_agl_debye,ml_agl_heat_capacity_Cp_300K,ml_agl_heat_capacity_Cp_300K_per_atom,ml_agl_heat_capacity_Cv_300K,ml_agl_heat_capacity_Cv_300K_per_atom,ml_agl_thermal_conductivity_300K,ml_agl_thermal_expansion_300K,full_formula,material_id
Insulator,3.7030000000000003,-9.314,188.605,95.57700000000001,557.559,15.115,2.5639999999999996,14.885,2.512,3.042,6.035e-05,Zr2O4,mp-2574
Insulator,0.35700000000000004,-3.182,27.23,13.229000000000001,188.563,38.505,3.0669999999999997,38.766999999999996,2.929,2.9139999999999997,6.257e-05,Sr8Ge4,mp-2576
Insulator,3.708,-6.031000000000001,138.036,84.87899999999999,761.2489999999999,27.089000000000002,2.251,26.474,2.199,2.988,6.095e-05,Mg4O8,mp-2589
Metal,0.0,-8.261000000000001,120.73299999999999,68.012,311.29200000000003,5.685,2.912,5.406000000000001,2.84,2.9219999999999997,5.233e-05,Nd1N1,mp-2599
Insulator,0.8759999999999999,-4.203,32.433,14.173,146.064,6.584,3.0980000000000003,5.916,2.964,2.963,5.145e-05,Ba1Te1,mp-2600
Insulator,1.107,-3.283,38.677,18.230999999999998,198.615,36.973,3.0580000000000003,35.18,2.937,2.55,5.443e-05,Mg4Te8,mp-2604
Insulator,3.383,-6.182,93.95700000000001,60.907,554.082,5.186,2.6039999999999996,4.857,2.5540000000000003,3.431,6.041e-05,Ca1O1,mp-2605
Metal,0.0,-3.8089999999999997,46.435,24.426,212.385,5.959,3.055,5.612,2.93,3.071,6.068e-05,Ge1Te1,mp-2612
Insulator,1.077,-3.9010000000000002,47.721000000000004,23.5,241.922,6.414,3.012,5.622000000000001,2.915,3.432,6.042e-05,Al1Sb1,mp-2624
Insulator,1.7919999999999998,-6.662999999999999,64.935,29.653000000000002,343.69599999999997,8.468,2.8339999999999996,8.187999999999999,2.7710000000000004,2.862,7.304e-05,Sr1C2,mp-2630
Insulator,1.3319999999999999,-3.946,79.913,33.637,322.218,46.836000000000006,3.022,44.294,2.833,3.3339999999999996,5.479999999999999e-05,Tl4F12,mp-2632
Insulator,0.997,-6.221,202.37900000000002,137.953,692.238,28.031,2.379,27.206999999999997,2.318,2.5340000000000003,6.023e-05,Ge4O8,mp-2633
Insulator,0.604,-2.7939999999999996,36.453,16.910999999999998,249.85299999999998,13.954,3.06,13.102,2.92,3.472,5.994e-05,Mg3Sb2,mp-2646
Insulator,2.51,-4.753,18.248,7.831,376.24300000000005,117.319,2.779,113.68299999999999,2.7089999999999996,2.603,6.982e-05,P16S28,mp-2650
Insulator,4.573,-6.55,92.84299999999999,41.617,358.709,64.215,2.948,65.702,2.823,3.638,5.532e-05,Pr6F18,mp-2651
Insulator,3.7260000000000004,-8.79,124.73700000000001,59.167,441.45599999999996,106.448,2.79,105.17399999999999,2.705,2.525,6.018e-05,Y16O24,mp-2652
Insulator,5.098,-8.545,323.795,385.24800000000005,1792.605,3.076,0.79,2.9019999999999997,0.782,4.251,7.122e-05,B2N2,mp-2653
Insulator,2.1519999999999997,-7.8870000000000005,187.321,107.741,734.1560000000001,13.936,2.274,13.583,2.207,3.0010000000000003,6.109e-05,Ti2O4,mp-2657
Insulator,3.512,-6.627000000000001,62.076,49.928000000000004,805.207,8.199,2.1430000000000002,7.8660000000000005,2.1,3.0269999999999997,6.399e-05,Li1N3,mp-2659
Insulator,0.718,-1.515,15.124,7.108,77.918,7.225,3.67,5.867999999999999,2.991,3.3339999999999996,5.297e-05,Cs1Au1,mp-2667
Insulator,1.868,-7.6370000000000005,129.491,73.506,547.9159999999999,137.342,2.477,128.74,2.502,2.7689999999999997,5.992e-05,Mo16O46,mp-2669
Insulator,2.184,-4.127,31.59,10.244000000000002,275.05,25.11,3.1710000000000003,22.839000000000002,2.873,3.114,6.021e-05,K4O4,mp-2672
Insulator,0.8740000000000001,-2.455,40.977,11.151,157.053,6.114,3.1189999999999998,5.67,2.965,2.915,6.04e-05,Cd1Se1,mp-2691
Metal,0.0,-3.81,41.301,18.215,186.50900000000001,5.907,3.069,5.638,2.951,2.926,6.065e-05,Sn1Se1,mp-2693
Insulator,0.489,-5.3020000000000005,120.10799999999999,76.655,283.733,17.528,2.918,17.083,2.842,2.951,5.214e-05,Sb4Os2,mp-2695
Insulator,2.9339999999999997,-6.212999999999999,105.333,54.545,448.098,8.451,2.801,8.106,2.6710000000000003,3.299,6.05e-05,Sr1O2,mp-2697
Insulator,2.863,-4.269,47.96,34.723,472.397,13.642999999999999,2.738,13.323,2.667,4.2330000000000005,5.676e-05,Sn1F4,mp-2706
Metal,0.0,-4.297,121.10700000000001,84.625,417.881,32.546,2.8139999999999996,31.781,2.693,2.819,6.106e-05,Co4As8,mp-2715
Insulator,3.0839999999999996,-8.363999999999999,11.95,19.558,917.904,129.938,1.905,123.984,1.767,2.287,8.298e-05,C48N24,mp-2718
Insulator,2.807,-5.296,115.51100000000001,33.685,396.591,32.95,2.847,32.148,2.764,2.588,5.993e-05,Te4O8,mp-2739
Insulator,6.278,-5.729,64.678,37.013000000000005,433.98900000000003,8.527999999999999,2.8339999999999996,8.142999999999999,2.7119999999999997,4.53,6.412e-05,Ca1F2,mp-2741
Insulator,0.9540000000000001,-3.228,27.139,10.254000000000001,109.147,93.507,3.275,83.98100000000001,2.9810000000000003,2.585,5.154e-05,Tl16S12,mp-2753
Insulator,1.936,-4.4639999999999995,34.576,16.017,199.78,5.85,3.063,5.621,2.9539999999999997,2.985,6.032e-05,Sr1Se1,mp-2758
Insulator,3.18,-8.634,125.039,55.565,334.73199999999997,13.91,2.9130000000000003,13.667,2.81,2.975,5.181e-05,Nd2O3,mp-2763
Insulator,1.334,-4.062,61.136,38.714,445.43699999999995,60.31100000000001,2.8,56.695,2.7089999999999996,2.697,6.116e-05,Zn8P16,mp-2782
Insulator,1.8519999999999999,-2.7319999999999998,17.131,6.81,158.188,9.576,3.2569999999999997,8.966000000000001,2.9730000000000003,3.906,6.108e-05,Na2Te1,mp-2784
Insulator,1.3130000000000002,-6.057,8.712,1.178,664.08,37.094,2.366,33.586,2.334,2.825,5.868e-05,N6O12,mp-2789
Metal,0.0,-2.449,47.76,12.302999999999999,122.84100000000001,13.174000000000001,3.1910000000000003,12.227,2.9789999999999996,3.2880000000000003,5.915e-05,Au2Se2,mp-2793
Insulator,1.649,-5.434,59.766999999999996,41.696999999999996,510.728,53.967,2.7060000000000004,50.795,2.592,2.6830000000000003,6.087e-05,Si12P12,mp-2798
Insulator,0.381,-6.149,80.975,34.869,285.223,70.946,2.958,69.439,2.839,2.884,5.233e-05,La8P16,mp-2804
Insulator,1.24,-4.395,42.301,14.187999999999999,248.748,55.038000000000004,2.958,54.199,2.8710000000000004,2.3040000000000003,6.083e-05,Sb8S12,mp-2809
Insulator,1.136,-6.055,58.518,25.096999999999998,386.05699999999996,16.046,2.7710000000000004,15.902999999999999,2.687,2.767,6.121e-05,Mo2S4,mp-2815
Insulator,2.292,-5.577000000000001,56.068999999999996,23.165,237.502,29.982,2.977,27.895,2.9010000000000002,2.475,5.256e-05,Lu4S6,mp-2826
Insulator,0.665,-5.216,121.46799999999999,77.317,375.38300000000004,61.479,2.842,60.493,2.7960000000000003,2.695,6.008e-05,Ir8S16,mp-2833
Insulator,3.072,-4.734,19.81,16.037,331.85,64.134,2.988,65.486,2.8560000000000003,3.4539999999999997,5.676e-05,Sn8F16,mp-2843
Insulator,2.354,-7.812,372.31199999999995,369.31,1638.595,13.979000000000001,0.9159999999999999,14.413,0.862,3.242,8.262e-05,C6N8,mp-2852
Insulator,1.274,-5.617000000000001,195.263,128.246,586.893,4.888,2.54,4.648,2.48,3.1630000000000003,6.277e-05,Ga1N1,mp-2853
Metal,0.0,-7.862,168.696,114.932,736.451,4.342,2.24,4.232,2.195,3.322,6.097e-05,Sc1N1,mp-2857
Insulator,3.577,-9.07,176.229,98.336,543.134,28.383000000000003,2.612,28.576,2.476,2.86,6.034e-05,Zr4O8,mp-2858
Insulator,2.252,-6.665,149.11,64.227,513.715,28.309,2.681,27.83,2.576,2.622,5.991e-05,In2Si2O7,mp-2874
Insulator,5.435,-6.126,67.285,51.016000000000005,718.706,66.837,2.226,61.792,2.204,2.349,6.668e-05,Li12P4O16,mp-2878
Insulator,1.291,-6.188,134.95600000000002,77.09100000000001,466.441,54.15,2.737,55.131,2.6660000000000004,2.63,6.031e-05,Sr4Sn4O12,mp-2879
Insulator,1.344,-6.865,131.504,57.833,408.885,92.126,2.785,90.155,2.7319999999999998,2.758,6.0299999999999995e-05,Y8Cu8O20,mp-2882
Insulator,1.811,-7.056,137.32399999999998,76.89,387.05699999999996,59.687,2.818,58.39,2.722,2.634,5.204e-05,Sm4Sn4O14,mp-2883
Insulator,1.653,-4.912,18.765,23.166999999999998,206.231,56.506,3.105,53.693999999999996,2.93,2.8939999999999997,5.157e-05,Cs4Mn6S8,mp-2884
Insulator,2.627,-7.691,94.109,45.449,317.426,85.49799999999999,2.895,79.39399999999999,2.8280000000000003,2.576,5.173e-05,Ba4Nd8O16,mp-2892
Metal,0.0,-3.6239999999999997,82.087,25.818,187.513,8.998,3.049,8.877,2.957,3.275,5.206e-05,Sc1Sn1Au1,mp-2894
Insulator,4.574,-6.8839999999999995,144.692,84.956,817.23,61.24,2.1390000000000002,58.434,2.127,2.718,6.066e-05,Mg8Si4O16,mp-2895
Insulator,1.546,-4.808,130.905,53.256,341.211,41.023,2.889,40.345,2.8,2.655,5.17e-05,Ca2Au4O8,mp-2898
Insulator,4.16,-6.492000000000001,163.162,96.444,694.1039999999999,31.1,2.363,31.451,2.3409999999999997,2.883,6.118e-05,Al4Zn2O8,mp-2908
Insulator,6.945,-5.452000000000001,61.661,42.99,494.945,31.035,2.7110000000000003,30.475,2.613,3.6519999999999997,6.337e-05,K2Al2F8,mp-2910
Insulator,0.693,-4.686,36.106,25.903000000000002,208.208,105.735,3.016,101.834,2.883,2.8939999999999997,5.176e-05,Ba12Sn8P16,mp-2911
Insulator,2.386,-6.73,102.37799999999999,34.191,350.70300000000003,20.967,2.905,21.059,2.8280000000000003,2.88,6.0899999999999996e-05,Y2Cu2O4,mp-2918
Insulator,3.241,-7.715,169.86900000000003,103.346,546.056,24.936,2.583,24.998,2.458,2.8789999999999996,5.251e-05,La2Al2O6,mp-2920
Insulator,2.92,-8.243,160.986,78.814,441.499,145.295,2.7089999999999996,137.806,2.668,2.595,5.2000000000000004e-05,Gd12Ga20O48,mp-2921
Insulator,3.867,-6.416,106.04700000000001,98.749,705.988,57.71,2.2430000000000003,56.235,2.137,2.741,6.661e-05,Li8Ti4O12,mp-2931
Insulator,5.792000000000001,-7.316,161.929,87.07799999999999,528.855,29.511999999999997,2.6460000000000004,30.276999999999997,2.615,2.6460000000000004,5.185e-05,Lu2P2O8,mp-2940
Insulator,6.734,-6.381,63.468,40.55,416.152,76.82,2.8360000000000003,74.138,2.7260000000000004,3.358,6.404e-05,K2Y6F20,mp-2943
Insulator,4.275,-7.819,185.363,160.556,1041.951,82.132,1.719,79.95100000000001,1.716,2.87,6.048e-05,Si16N16O8,mp-2948
Insulator,1.4569999999999999,-5.355,119.96799999999999,66.687,443.543,50.504,2.784,49.056999999999995,2.6310000000000002,2.6069999999999998,6.025e-05,Cd4Ge4O12,mp-2951
Insulator,6.667000000000001,-4.9319999999999995,59.667,44.512,521.058,53.196000000000005,2.715,49.665,2.5869999999999997,3.159,6.334e-05,Na4Mg4F12,mp-2955
Insulator,0.7020000000000001,-4.16,94.334,60.66,376.621,84.897,2.873,84.46799999999999,2.7260000000000004,3.1310000000000002,6.018e-05,Co8Ge12S12,mp-2956
Insulator,1.358,-4.952,66.92,42.636,538.7090000000001,21.706999999999997,2.678,21.505,2.6060000000000003,3.056,6.095e-05,Mg2Si2P4,mp-2961
Insulator,4.167,-7.2589999999999995,100.919,77.305,664.049,145.946,2.346,137.321,2.305,2.99,6.026e-05,Ca12Al24O48,mp-2963
Insulator,2.7060000000000004,-5.6979999999999995,43.823,25.828000000000003,573.48,8.966000000000001,2.611,8.249,2.447,3.193,6.018e-05,Na1N1O2,mp-2964
Insulator,1.197,-3.573,14.981,10.338,152.093,47.33,3.145,44.38399999999999,2.9360000000000004,2.7260000000000004,4.71e-05,Cs4Sb4Se8,mp-2969
Insulator,2.61,-4.877,59.29600000000001,34.184,461.603,47.074,2.767,43.73,2.68,2.7939999999999996,5.998e-05,Na8Ge2O8,mp-2970
Insulator,2.164,-6.767,86.819,39.631,336.615,107.699,2.906,106.584,2.801,2.714,5.184e-05,Pr6Sb10O24,mp-2973
Insulator,2.032,-5.486000000000001,156.382,80.809,533.072,37.626999999999995,2.6489999999999996,36.773,2.605,2.696,6.147e-05,Zn4Ge4N8,mp-2979
Insulator,2.483,-6.353,96.399,52.31100000000001,397.93300000000005,94.601,2.841,91.704,2.7739999999999996,2.805,5.191e-05,Pr4Te8O22,mp-2980
Insulator,2.7439999999999998,-5.88,60.115,39.955999999999996,406.342,149.80100000000002,2.7969999999999997,140.04399999999998,2.73,2.595,6.022e-05,Ca18Te18O54,mp-2981
Insulator,3.886,-7.245,120.45100000000001,68.281,521.081,143.181,2.5340000000000003,134.719,2.5580000000000003,2.5660000000000003,5.554e-05,Ba12P24N48,mp-2983
Insulator,2.531,-6.952000000000001,51.004,22.305999999999997,228.425,20.385,3.0,19.545,2.898,2.737,5.172e-05,Cs2U1O4,mp-2991
Insulator,0.405,-3.5980000000000003,70.458,42.998000000000005,271.922,99.848,2.9730000000000003,96.06,2.8369999999999997,2.569,5.987e-05,Co8Ge12Te12,mp-2994
Insulator,2.2880000000000003,-7.399,144.80700000000002,91.495,517.04,13.120999999999999,2.641,12.700999999999999,2.616,2.9960000000000004,5.179e-05,Ba1Ti1O3,mp-2998
Insulator,1.7619999999999998,-4.176,35.131,14.842,288.55400000000003,37.39,2.998,35.734,2.8760000000000003,2.532,6.082e-05,P2Pd3S8,mp-3006
Insulator,6.675,-4.927,39.215,16.226,299.246,90.042,3.072,86.05,2.863,3.199,6.357e-05,Rb8Be4F16,mp-3009
Insulator,1.7069999999999999,-3.24,24.906999999999996,10.700999999999999,229.933,67.47399999999999,3.145,59.89,2.926,2.947,6.107e-05,Na12Co2Se8,mp-3017
Metal,0.0,-3.0580000000000003,32.838,6.422000000000001,91.256,48.651,3.23,45.463,2.9989999999999997,2.455,5.143e-05,Tl8Sn2Te6,mp-3019
Insulator,4.306,-7.62,96.839,47.167,488.06800000000004,88.40700000000001,2.734,81.752,2.638,2.873,5.178e-05,Ba4Si8O20,mp-3031
Insulator,7.609,-5.507000000000001,22.145,10.387,349.775,66.485,2.9210000000000003,64.752,2.7710000000000004,3.156,6.329e-05,Rb4B4F16,mp-3032
Insulator,3.2230000000000003,-7.643,93.542,60.456,334.19300000000004,57.216,2.8480000000000003,55.583,2.697,2.515,5.163e-05,Rb4Ta4O12,mp-3033
Insulator,1.399,-3.6,47.01,20.618000000000002,214.449,20.407,3.0669999999999997,19.343,2.905,2.411,4.723e-05,Al2Hg1Se4,mp-3038
Insulator,1.71,-5.3229999999999995,57.041000000000004,17.611,205.208,41.011,3.042,40.625,2.943,2.503,5.244e-05,Er4Cd2S8,mp-3041
Insulator,7.002000000000001,-5.117,23.105,9.734,409.991,25.427,2.8789999999999996,24.519000000000002,2.758,4.016,5.689e-05,K2Si1F6,mp-3042
Insulator,2.7889999999999997,-6.223,164.554,108.777,723.25,23.85,2.309,24.375,2.29,2.839,6.122e-05,Mg2Ge2O6,mp-3047
Insulator,4.2330000000000005,-7.934,157.793,93.662,641.997,143.889,2.45,137.813,2.3890000000000002,2.872,6.054e-05,Y12Al20O48,mp-3050
Insulator,3.3280000000000003,-6.332000000000001,139.657,79.457,633.619,62.733999999999995,2.485,63.143,2.417,2.673,5.995e-05,Mg8Ge4O16,mp-3051
Insulator,4.6080000000000005,-6.314,52.667,51.028,762.8489999999999,25.326999999999998,2.176,24.67,2.109,2.571,6.852e-05,Li4C2O6,mp-3054
Insulator,0.894,-4.332,100.79899999999999,36.825,290.60900000000004,11.789000000000001,3.068,12.01,2.873,3.286,5.238e-05,Na1Tl1O2,mp-3056
Metal,0.0,-8.046,49.168,23.47,252.058,27.587,3.003,26.588,2.886,2.471,5.225e-05,Sm4S3N2,mp-3062
Insulator,3.469,-5.912000000000001,39.904,31.128,570.05,27.686,2.5869999999999997,27.349,2.463,2.6919999999999997,6.184e-05,Na4C2O6,mp-3070
Insulator,2.037,-6.303999999999999,90.821,52.66,383.358,93.87799999999999,2.845,91.824,2.775,2.7039999999999997,5.195e-05,Sm4Te8O22,mp-3073
Insulator,1.5659999999999998,-2.925,29.136999999999997,12.422,222.533,36.830999999999996,3.1689999999999996,34.078,2.927,2.9619999999999997,5.94e-05,K4Ag4O4,mp-3074
Insulator,1.705,-4.1080000000000005,23.78,11.512,213.774,98.573,3.088,91.633,2.9419999999999997,2.134,5.229e-05,Tl8Ge8S16,mp-3075
Insulator,0.664,-3.6830000000000003,57.501999999999995,23.863000000000003,240.27,24.13,3.0589999999999997,23.075,2.9139999999999997,2.648,6.097e-05,Cd2Si2As4,mp-3078
Insulator,3.321,-8.722000000000001,157.132,96.506,497.332,73.1,2.714,75.002,2.635,2.568,5.179e-05,Ca2Ta8O22,mp-3079
Insulator,3.1210000000000004,-6.192,119.046,63.415,512.445,123.26299999999999,2.641,120.495,2.589,2.617,6.045e-05,Ca10Ga12O28,mp-3080
Insulator,6.077999999999999,-7.479,182.437,145.477,969.8889999999999,59.225,1.879,57.493,1.8359999999999999,2.765,6.171e-05,Be4Al8O16,mp-3081
Insulator,5.261,-6.364,68.503,49.263000000000005,588.3480000000001,46.32899999999999,2.506,45.14,2.401,2.7310000000000003,6.043e-05,Ca3S3O12,mp-3082
Insulator,3.9589999999999996,-7.155,105.29799999999999,77.243,603.736,68.991,2.548,65.688,2.4130000000000003,2.984,6.027e-05,Sr4Al8O16,mp-3094
Insulator,1.869,-5.73,159.93200000000002,70.834,578.705,18.428,2.543,18.625,2.515,2.95,6.158e-05,Al2Cu2O4,mp-3098
Insulator,0.718,-5.731,64.322,28.302,299.764,57.851000000000006,2.9160000000000004,55.086999999999996,2.861,2.64,5.239e-05,Ta4Cu4S12,mp-3102
Insulator,0.95,-7.872000000000001,100.445,50.70399999999999,348.194,21.273000000000003,2.8680000000000003,20.901,2.783,2.903,5.254e-05,Ba2Zr2N4,mp-3104
Insulator,3.028,-6.3420000000000005,154.543,93.34299999999999,577.503,26.439,2.594,26.25,2.4530000000000003,2.6489999999999996,6.004e-05,Ga3P1O7,mp-3107
Insulator,3.516,-7.979,88.913,36.431,402.413,141.291,2.656,133.558,2.673,2.565,5.18e-05,Tb8Mo12O48,mp-3114
Insulator,2.867,-5.697,129.394,75.252,550.805,49.352,2.591,48.784,2.477,2.792,5.987e-05,Mg6Te2O12,mp-3118
Insulator,1.001,-4.187,58.412,26.355,275.126,66.10300000000001,2.977,64.039,2.883,2.59,6.056e-05,P8Pd8Se8,mp-3123
Insulator,5.249,-3.966,57.402,31.712,347.606,29.517,3.031,28.061999999999998,2.8089999999999997,3.45,6.361e-05,K3Zn2F7,mp-3125
Insulator,1.8230000000000002,-7.46,138.814,92.664,632.001,12.213,2.499,12.015,2.438,3.2030000000000003,6.014e-05,Na1Nb1O3,mp-3136
Insulator,0.546,-2.585,16.61,5.494,168.52200000000002,81.544,3.2260000000000004,76.929,2.969,3.176,6.098e-05,Na16Sn2Sb8,mp-3138
Insulator,3.638,-6.524,25.47,15.575999999999999,814.3489999999999,74.515,2.138,73.92699999999999,2.069,2.4459999999999997,5.985e-05,Ca4N8O24,mp-3142
Insulator,4.859,-5.358,51.833,25.03,538.222,35.976,2.661,35.034,2.509,2.822,6.012e-05,Na4S2O8,mp-3143
Insulator,3.1630000000000003,-8.312000000000001,170.222,95.696,475.526,31.625999999999998,2.673,32.187,2.6260000000000003,2.7680000000000002,5.212e-05,Ho2Nb2O8,mp-3144
Insulator,4.209,-7.032,111.605,97.36,580.164,72.812,2.4819999999999998,72.423,2.344,2.508,5.716e-05,Li12Ta4O16,mp-3151
Insulator,3.125,-6.1579999999999995,104.351,60.553000000000004,564.7959999999999,139.208,2.5789999999999997,131.42600000000002,2.499,2.511,6.01e-05,Na8Ge18O40,mp-3153
Insulator,2.037,-6.81,83.171,44.573,327.42,106.92299999999999,2.903,105.26799999999999,2.7769999999999997,2.63,5.181e-05,Sm6Sb10O24,mp-3154
Insulator,1.965,-3.752,48.053000000000004,20.764,236.82299999999998,20.312,3.03,19.241,2.888,2.4019999999999997,5.506e-05,Al2Cd1Se4,mp-3159
Insulator,2.665,-8.286,141.034,74.392,499.36699999999996,144.813,2.535,137.469,2.591,2.696,5.186e-05,Pr16Si16O56,mp-3160
Metal,0.0,-3.898,60.88399999999999,39.926,553.0409999999999,7.204,2.66,6.482,2.582,4.244,5.975e-05,Li1Al1Si1,mp-3161
Metal,0.0,-6.172000000000001,131.127,80.067,422.514,14.332,2.819,13.657,2.7319999999999998,2.992,5.213e-05,Ba1Sn1O3,mp-3163
Insulator,5.992000000000001,-6.404,104.469,57.333999999999996,483.86800000000005,64.05,2.714,61.211999999999996,2.675,2.694,5.21e-05,Ba4S4O16,mp-3164
Insulator,0.9079999999999999,-2.866,42.588,11.300999999999998,163.515,21.026999999999997,3.1310000000000002,19.894000000000002,2.958,2.362,4.714e-05,Hg2Ge1Se4,mp-3167
Insulator,0.684,-1.665,69.348,14.162,139.363,79.441,3.2510000000000003,78.171,2.991,2.779,5.111e-05,Ag12Au4Se8,mp-3172
Insulator,2.912,-7.837999999999999,132.869,86.33200000000001,597.314,69.08800000000001,2.54,68.34100000000001,2.4859999999999998,2.7880000000000003,5.183e-05,Ba2Ti8O18,mp-3175
Insulator,2.745,-7.437,117.016,66.307,416.958,124.934,2.753,122.79,2.6689999999999996,2.654,5.148e-05,Ta8Te8O36,mp-3180
Insulator,2.873,-7.1610000000000005,100.405,49.794,342.31800000000004,53.535,2.8710000000000004,54.39,2.7910000000000004,2.562,5.172e-05,Ba4Ce4O12,mp-3187
Insulator,0.8029999999999999,-5.716,153.231,73.189,489.53,48.505,2.7119999999999997,46.528999999999996,2.656,2.613,6.007e-05,Zn2Sb4O12,mp-3188
Insulator,4.277,-6.629,58.051,39.486,604.388,87.355,2.537,81.93700000000001,2.428,2.656,5.993e-05,Na8Si8O20,mp-3193
Insulator,0.24,-3.0789999999999997,20.342,16.525,174.047,98.07700000000001,3.115,93.26899999999999,2.957,2.662,6.02e-05,Sr11Cd6Sb12,mp-3195
Insulator,3.4619999999999997,-7.231,162.55100000000002,85.42200000000001,447.181,54.528999999999996,2.735,54.992,2.6830000000000003,2.745,5.216e-05,Nd4Ga4O12,mp-3196
Insulator,2.952,-7.946000000000001,174.97400000000002,94.086,491.723,55.477,2.678,55.596000000000004,2.603,2.653,5.188e-05,Lu4Ti4O14,mp-3200
Insulator,3.532,-9.093,165.85,96.85,436.01300000000003,32.412,2.7260000000000004,32.431,2.6310000000000002,2.694,5.213e-05,Nd2Ta2O8,mp-3203
Insulator,4.72,-7.404,106.654,68.383,779.87,25.709,2.226,24.684,2.218,3.063,6.087e-05,Ca2C2O6,mp-3205
Insulator,2.417,-8.201,81.337,39.342,282.395,14.607999999999999,2.969,14.421,2.8689999999999998,2.7910000000000004,5.225e-05,Nd2S1O2,mp-3211
Insulator,1.605,-6.6579999999999995,121.74700000000001,91.84899999999999,675.029,12.636,2.3409999999999997,11.798,2.305,3.78,6.652e-05,Li2Zr1N2,mp-3216
Insulator,1.0170000000000001,-7.457000000000001,171.993,87.221,614.1990000000001,144.797,2.475,136.09799999999998,2.4130000000000003,2.5610000000000004,6.071e-05,Mn28Si4O48,mp-3224
Insulator,1.245,-4.937,112.149,37.398,419.962,31.343000000000004,2.8089999999999997,30.045,2.735,2.623,5.176e-05,Hg2S2O8,mp-3228
Insulator,2.394,-7.718999999999999,76.991,35.241,273.876,14.636,2.9939999999999998,14.387,2.8760000000000003,2.877,5.225e-05,Pr2S1O2,mp-3236
Insulator,2.351,-4.132,38.399,28.18,426.787,38.609,2.909,39.07,2.69,3.4330000000000003,7.002e-05,Na4Cu2F8,mp-3237
Insulator,3.602,-7.145,144.624,72.648,472.30199999999996,30.654,2.7289999999999996,30.611,2.667,2.7089999999999996,5.21e-05,Tb2As2O8,mp-3248
Insulator,3.035,-8.026,167.266,81.685,473.73800000000006,50.548,2.678,53.167,2.62,2.5639999999999996,5.191e-05,La4Ti3O12,mp-3249
Insulator,2.13,-5.632999999999999,126.087,66.726,448.46,64.22399999999999,2.7910000000000004,64.27,2.696,2.594,6.021e-05,Sr2Te6O16,mp-3252
Insulator,0.904,-3.176,20.234,11.447000000000001,161.834,93.802,3.139,86.64,2.946,2.7,4.688e-05,K4Au4Se20,mp-3257
Insulator,5.327999999999999,-8.17,153.472,118.05799999999999,655.96,155.075,2.292,146.428,2.281,2.588,5.216e-05,Dy16B48O96,mp-3261
Insulator,1.296,-4.227,24.358,15.808,197.99599999999998,140.423,3.0610000000000004,140.668,2.873,2.2430000000000003,5.234e-05,Tl4Sb20S32,mp-3267
Insulator,6.046,-6.202000000000001,55.431000000000004,35.254,379.264,66.84899999999999,2.883,66.881,2.783,3.513,5.499e-05,Na2Th4F18,mp-3269
Insulator,5.327999999999999,-7.354,112.20200000000001,62.016999999999996,799.518,79.237,2.182,80.98,2.133,2.6180000000000003,5.916e-05,Si5P6O25,mp-3273
Insulator,4.345,-6.855,122.329,86.572,669.1239999999999,13.177,2.388,13.668,2.3409999999999997,3.016,5.921e-05,B1As1O4,mp-3277
Insulator,5.081,-7.617000000000001,142.364,84.616,787.2760000000001,64.566,2.25,60.872,2.199,2.673,5.987e-05,Al10B2O18,mp-3281
Insulator,1.042,-7.279,152.825,87.985,476.249,145.34,2.6510000000000002,137.184,2.549,2.608,5.179e-05,Tb12Fe20O48,mp-3282
Insulator,3.2289999999999996,-7.4510000000000005,67.535,36.434,369.86199999999997,57.669,2.803,54.145,2.705,2.617,6.003e-05,Rb4Nb4O12,mp-3283
Insulator,3.096,-8.219,164.562,86.21600000000001,472.676,79.593,2.737,82.262,2.634,2.5140000000000002,5.183e-05,Na4Ta8O22,mp-3285
Insulator,2.395,-5.553,21.788,11.027000000000001,265.10200000000003,29.918000000000003,2.991,29.566,2.8080000000000003,2.6919999999999997,5.172e-05,Cs3N3O6,mp-3288
Insulator,3.134,-4.691,87.126,61.886,602.969,104.807,2.529,98.137,2.452,2.7310000000000003,6.601e-05,Li20Zn8O18,mp-3297
Insulator,4.209,-6.247000000000001,76.312,34.239000000000004,411.44199999999995,16.183,2.82,16.066,2.728,3.158,5.21e-05,Ba1S1O4,mp-3307
Insulator,3.115,-7.917999999999999,126.865,63.336000000000006,399.80400000000003,66.525,2.83,64.248,2.753,2.6689999999999996,5.208e-05,Sr4U4O16,mp-3311
Insulator,1.063,-3.5660000000000003,21.78,5.909,154.905,43.663000000000004,3.134,42.345,2.965,2.677,4.707e-05,Cs2Sb4Se8,mp-3312
Insulator,2.383,-7.034,96.285,53.81399999999999,322.312,27.593000000000004,2.918,28.616999999999997,2.767,2.6660000000000004,5.176e-05,Ba2Ce2O6,mp-3316
Insulator,1.395,-7.027,160.737,81.828,409.509,55.312,2.779,55.858999999999995,2.733,2.6210000000000004,5.205e-05,Sm4Rh4O12,mp-3317
Insulator,6.5,-5.063,30.878,28.261999999999997,516.545,65.83800000000001,2.753,61.532,2.613,3.18,6.426e-05,Na8Be4F16,mp-3318
Insulator,1.749,-5.626,156.139,65.01100000000001,476.86199999999997,36.948,2.697,37.053000000000004,2.638,2.735,5.998e-05,Mg2Rh4O8,mp-3319
