ml_egap_type,ml_egap,ml_energy_per_atom,ml_ael_bulk_modulus_vrh,ml_ael_shear_modulus_vrh,ml_agl_debye,ml_agl_heat_capacity_Cp_300K,ml_agl_heat_capacity_Cp_300K_per_atom,ml_agl_heat_capacity_Cv_300K,ml_agl_heat_capacity_Cv_300K_per_atom,ml_agl_thermal_conductivity_300K,ml_agl_thermal_expansion_300K,full_formula,material_id
Metal,0.0,-2.958,66.865,24.401,200.48,10.235,3.049,9.304,2.936,3.122,5.442e-05,Ni1Te2,mp-2578
Metal,0.0,-5.543,151.69,103.049,646.844,15.861,2.46,15.341,2.423,3.218,6.096e-05,Ti2Si4,mp-2582
Insulator,3.708,-6.031,138.036,84.879,761.249,27.089,2.251,26.474,2.199,2.988,6.095e-05,Mg4O8,mp-2589
Metal,0.0,-6.214,152.449,83.132,540.411,47.325,2.554,47.132,2.549,3.123,5.99e-05,Ti12O4,mp-2591
Metal,0.0,-6.565,194.847,115.969,599.851,7.585,2.527,7.622,2.477,3.453,6.093e-05,Si2Mo1,mp-2592
Insulator,0.876,-4.203,32.433,14.173,146.064,6.584,3.098,5.916,2.964,2.963,5.145e-05,Ba1Te1,mp-2600
Insulator,1.107,-3.283,38.677,18.231,198.615,36.973,3.058,35.18,2.937,2.55,5.443e-05,Mg4Te8,mp-2604
Insulator,3.442,-6.224,99.056,63.997,566.932,5.255,2.601,5.028,2.54,3.344,6.041e-05,Ca1O1,mp-2605
Metal,0.0,-2.965,87.336,38.641,217.81,18.277,3.041,17.463,2.92,2.974,5.215e-05,Ba1Pd5,mp-2606
Metal,0.0,-4.095,40.609,19.607,209.809,17.912,3.113,17.472,2.944,2.887,5.365e-05,Ba2Ge4,mp-2611
Metal,0.0,-3.827,47.144,27.225,222.651,6.052,3.026,5.876,2.914,3.022,6.068e-05,Ge1Te1,mp-2612
Insulator,1.912,-6.645,65.213,26.847,333.775,8.457,2.877,8.191,2.804,2.857,7.304e-05,Sr1C2,mp-2630
Insulator,0.997,-6.221,202.379,137.953,692.238,28.031,2.379,27.207,2.318,2.534,6.023e-05,Ge4O8,mp-2633
Insulator,1.904,-7.894,192.728,111.594,757.369,13.797,2.23,13.468,2.173,3.001,6.109e-05,Ti2O4,mp-2657
Metal,0.0,-6.744,114.652,30.902,218.815,8.575,2.965,8.57,2.938,3.012,6.235e-05,Zr2Pd1,mp-266
Metal,0.0,-3.943,44.385,24.514,272.011,11.998,2.996,11.165,2.865,3.399,6.064e-05,Sr2Si2,mp-2661
Metal,0.0,-7.437,195.543,107.529,661.604,4.884,2.35,4.641,2.302,3.415,6.167e-05,Ti1O1,mp-2664
Insulator,0.497,-4.404,95.102,58.436,266.684,17.699,2.939,17.105,2.841,2.874,5.442e-05,Te4Ru2,mp-267
Metal,0.0,-2.034,117.476,52.928,406.175,67.033,2.887,65.722,2.771,3.094,6.067e-05,Mg8Ni16,mp-2675
Metal,0.0,-3.845,42.175,21.321,199.462,6.017,3.049,5.895,2.931,2.845,6.065e-05,Sn1Se1,mp-2693
Insulator,2.95,-6.255,106.215,55.424,445.81,8.486,2.818,8.129,2.678,3.298,6.05e-05,Sr1O2,mp-2697
Metal,0.0,-4.679,59.227,35.076,457.181,17.018,2.773,16.077,2.698,3.253,6.084e-05,Ca2Si4,mp-2699
Metal,0.0,-4.988,127.789,59.044,565.786,2.82,2.642,2.867,2.51,3.584,6.058e-05,Si1,mp-27
Metal,0.0,-4.594,61.641,34.796,447.253,8.648,2.801,8.318,2.701,3.278,6.084e-05,Ca1Si2,mp-2700
Metal,0.0,-3.77,162.784,52.874,372.024,52.454,2.827,50.635,2.78,3.031,6.169e-05,Ti9Ni9,mp-2716
Metal,0.0,-4.781,180.647,75.14,336.972,80.758,2.884,79.775,2.821,2.787,5.334e-05,Hf8Ni21,mp-27165
Metal,0.0,-4.933,182.701,75.688,337.648,61.094,2.877,59.539,2.818,3.142,5.32e-05,Hf6Ni14,mp-27166
Metal,0.0,-3.743,174.166,67.91,335.469,24.87,2.874,24.08,2.819,3.29,6.123e-05,Zr2Ni7,mp-2717
Metal,0.0,-7.968,102.954,33.716,243.823,118.534,2.962,117.078,2.934,2.653,5.982e-05,Zr36S8,mp-27191
Insulator,3.996,-9.343,160.245,97.767,502.537,69.472,2.636,65.989,2.619,2.603,5.202e-05,Ca2Hf7O16,mp-27221
Insulator,2.177,-5.801,112.542,53.827,414.798,50.765,2.835,49.212,2.742,2.773,5.187e-05,Ba2Te4O12,mp-27254
Metal,0.0,-4.904,108.462,39.169,224.762,59.95,2.999,58.336,2.906,2.901,5.331e-05,Sn14Os6,mp-2729
Insulator,3.37,-6.309,137.853,86.907,673.279,148.624,2.322,137.896,2.338,2.605,6.08e-05,Mg28Ge10O48,mp-27295
Insulator,2.868,-5.095,23.418,17.523,481.283,64.876,2.685,65.542,2.591,2.717,6.72e-05,Se8O20,mp-27358
Metal,0.0,-3.862,71.217,32.956,304.2,29.877,2.969,29.01,2.87,3.227,5.213e-05,Ba2Si4Ni4,mp-27388
Insulator,2.807,-5.296,115.511,33.685,396.591,32.95,2.847,32.148,2.764,2.588,5.993e-05,Te4O8,mp-2739
Metal,0.0,-8.453,309.574,169.521,581.482,5.083,2.463,4.863,2.469,2.917,7.358e-05,Mo1C1,mp-2746
Insulator,1.823,-4.513,30.685,14.109,211.597,56.09,3.041,52.74,2.926,2.374,5.266e-05,Ba4Te4S12,mp-27499
Metal,0.0,-5.136,117.393,56.962,377.956,20.472,2.877,19.755,2.767,2.684,6.109e-05,Cr2Ni1S4,mp-27512
Insulator,2.449,-5.024,22.859,14.927,481.135,75.122,2.682,72.609,2.594,2.632,6.705e-05,Se8O24,mp-27519
Insulator,1.647,-4.22,26.733,14.073,187.285,91.009,3.041,83.701,2.954,2.273,4.712e-05,Si4Pb8Se16,mp-27532
Metal,0.0,-3.864,37.293,15.462,200.551,10.176,3.023,8.846,2.912,3.114,5.428e-05,Si1Te2,mp-2755
Insulator,1.919,-4.538,36.826,21.788,212.589,5.977,3.049,5.861,2.933,2.929,6.032e-05,Sr1Se1,mp-2758
Insulator,3.474,-7.265,83.98,35.73,530.405,100.368,2.58,98.061,2.557,2.806,6e-05,Mg4Mo8O28,mp-27604
Insulator,0.491,-5.149,59.976,28.503,309.745,19.537,2.921,19.676,2.817,2.523,5.264e-05,Ba1Fe2S4,mp-27660
Insulator,3.122,-8.033,124.031,58.946,434.497,34.349,2.785,33.657,2.685,2.705,6.046e-05,Sr3Zr2O7,mp-27690
Insulator,3.024,-7.837,144.852,92.031,605.773,136.63,2.462,132.837,2.444,2.619,5.181e-05,Ba4Ti20O44,mp-27790
Metal,0.0,-4.581,103.607,63.027,363.316,20.732,2.892,20.456,2.771,2.677,5.528e-05,Fe3Se4,mp-2780
Insulator,1.342,-4.487,45.365,20.99,214.801,108.833,3.024,105.65,2.918,2.344,5.25e-05,Ba6Sn12S18,mp-27802
Insulator,2.749,-5.12,37.857,16.884,233.317,113.499,3.012,105.667,2.911,2.505,5.228e-05,Ba12Si4S20,mp-27805
Insulator,2.472,-4.539,6.169,7.774,433.596,42.516,2.754,38.765,2.67,2.671,6.965e-05,C1S14,mp-27814
Insulator,2.621,-5.912,155.461,77.565,541.674,119.52,2.595,112.913,2.545,2.497,6.015e-05,Zn8Ge12O32,mp-27843
Insulator,3.462,-5.76,74.561,40.707,482.208,138.839,2.686,131.615,2.609,2.688,6.024e-05,Ca8Se16O40,mp-27845
Metal,0.0,-1.603,25.71,11.13,234.182,47.807,3.1,42.162,2.926,3.204,6.256e-05,Ca10Zn6,mp-2786
Insulator,3.395,-8.282,186.076,91.978,542.27,30.306,2.631,29.552,2.55,2.848,6.015e-05,Zr3Ge1O8,mp-27888
Metal,0.0,-7.132,172.193,97.426,648.598,33.413,2.393,32.011,2.371,3.183,6.586e-05,Ti8C5,mp-27919
Metal,0.0,-9.074,200.858,129.394,527.595,5.25,2.569,5.103,2.592,3.172,7.001e-05,Zr1C1,mp-2795
Metal,0.0,-8.451,198.03,95.539,323.752,5.92,2.863,5.724,2.827,3.122,5.299e-05,Hf1Ru1,mp-2802
Insulator,3.403,-5.923,44.16,21.393,433.108,137.897,2.742,130.192,2.703,2.362,6.003e-05,Sn16S8O40,mp-28025
Insulator,3.062,-5.803,59.78,28.835,292.025,104.744,2.93,99.074,2.83,2.542,5.186e-05,Ba6Te8O22,mp-28102
Insulator,1.07,-6.23,51.656,21.762,401.266,16.258,2.735,15.996,2.694,2.834,6.121e-05,Mo2S4,mp-2815
Insulator,3.074,-7.5,151.03,88.027,710.585,38.708,2.359,38.574,2.304,2.962,6.025e-05,Mg2Ti4O10,mp-28232
Insulator,1.924,-6.627,129.394,77.777,512.26,74.255,2.717,77.467,2.633,2.771,5.176e-05,Ba4Ge8O20,mp-28288
Insulator,3.465,-5.624,72.503,41.471,418.95,87.886,2.811,83.76,2.716,2.595,6.029e-05,Sr4Se8O20,mp-28346
Metal,0.0,-6.742,165.456,77.648,427.143,69.051,2.764,67.368,2.712,2.975,5.225e-05,Hf6Fe6Si12,mp-28378
Insulator,2.896,-7.652,125.836,60.862,374.461,93.464,2.804,88.733,2.769,2.512,5.198e-05,Ba8W4O20,mp-28403
Insulator,3.533,-5.895,91.661,40.707,484.979,66.94,2.725,64.689,2.636,2.691,6.016e-05,Ca4Se6O16,mp-28535
Insulator,3.383,-5.765,75.536,38.91,375.35,91.665,2.855,86.512,2.763,2.582,5.189e-05,Ba4Se8O20,mp-28536
Insulator,3.813,-9.302,180.828,92.167,557.558,30.009,2.583,29.626,2.545,2.843,6.034e-05,Zr4O8,mp-2858
Insulator,3.772,-8.543,147.039,74.487,574.801,64.006,2.57,62.762,2.542,2.813,6.011e-05,Zr6S2O18,mp-28620
Insulator,2.509,-7.687,96.686,48.886,521.799,135.166,2.496,130.218,2.462,2.674,5.579e-05,Os8C28O28,mp-28636
Insulator,4.231,-6.816,143.716,88.845,782.598,148.372,2.16,136.163,2.144,2.67,6.059e-05,Mg28Si10O48,mp-28663
Insulator,1.62,-7.462,28.67,27.268,719.666,155.46,2.228,141.709,2.26,2.443,8.307e-05,C120S32,mp-28709
Insulator,2.194,-4.797,30.104,13.367,277.693,95.358,2.958,91.226,2.87,2.502,5.258e-05,Ba4Ge8S20,mp-28710
Insulator,2.023,-7.869,153.872,94.832,662.4,133.389,2.381,130.235,2.354,2.712,6.075e-05,Sr2Ti22O40,mp-28740
Metal,0.0,-5.082,85.752,40.412,423.362,32.134,2.74,31.214,2.684,3.127,6.575e-05,Ca4Ni3C5,mp-28742
Insulator,1.291,-6.188,134.956,77.091,466.441,54.15,2.737,55.131,2.666,2.63,6.031e-05,Sr4Sn4O12,mp-2879
Insulator,1.7,-6.282,89.577,45.898,672.971,22.64,2.35,22.83,2.257,2.758,7.28e-05,Mg4C6,mp-28793
Insulator,0.856,-4.292,118.526,31.796,220.166,11.795,2.992,11.558,2.908,2.748,5.385e-05,Pt2S2,mp-288
Insulator,0.334,-8.526,72.496,29.489,899.045,155.128,1.975,142.708,2.082,2.346,7.315e-05,Sr6C120,mp-28905
Insulator,1.519,-7.856,149.213,91.972,589.152,142.164,2.484,135.552,2.445,2.649,5.182e-05,Ba4Ti26O44,mp-28917
Metal,0.0,-7.67,91.782,33.461,179.77,15.638,3.022,14.791,2.961,2.902,5.194e-05,Hf3Te2,mp-28919
Insulator,4.574,-6.884,144.692,84.956,817.23,61.24,2.139,58.434,2.127,2.718,6.066e-05,Mg8Si4O16,mp-2895
Insulator,1.814,-5.294,88.111,35.613,445.447,31.259,2.74,29.535,2.649,2.837,6.006e-05,Pd2S2O8,mp-28952
Insulator,0.954,-4.411,62.972,22.222,243.702,42.599,3.047,41.346,2.913,2.528,5.254e-05,Ba2Pd4S8,mp-28967
Metal,0.0,-8.5,65.355,25.551,843.233,154.565,2.022,141.955,2.102,2.325,6.248e-05,Ba6C120,mp-28979
Metal,0.0,-4.029,49.806,30.47,375.117,97.895,2.877,89.402,2.775,2.946,6.068e-05,Sr8Mg8Si16,mp-29002
Insulator,0.287,-4.338,51.321,33.165,445.142,160.402,2.777,148.354,2.681,2.767,6.073e-05,Ca28Si38,mp-29013
Metal,0.0,-7.757,80.702,35.522,197.833,110.197,3.039,109.492,2.944,2.782,5.179e-05,Hf20Fe4Te12,mp-29068
Metal,0.0,-7.057,249.038,134.557,412.329,5.697,2.767,5.489,2.739,3.082,5.343e-05,Ti1Os1,mp-291
Insulator,3.16,-6.941,159.097,85.188,574.961,129.321,2.504,127.251,2.459,2.683,6.005e-05,Ti12Zn8O32,mp-29104
Insulator,2.792,-6.252,105.105,72.589,504.205,146.012,2.694,139.632,2.658,2.391,5.149e-05,Ge24Pb8O56,mp-29217
Insulator,4.583,-7.608,89.473,47.491,458.285,132.428,2.705,124.025,2.647,2.798,5.183e-05,Ba8Si12O32,mp-29222
Insulator,4.634,-7.733,92.519,47.132,467.73,146.101,2.667,137.311,2.604,2.802,5.173e-05,Ba12Si20O52,mp-29223
Metal,0.0,-4.549,54.215,39.9,341.046,14.583,2.929,14.019,2.816,3.531,6.021e-05,Ca3Sn1O1,mp-29241
Metal,0.0,-4.291,34.089,18.212,159.424,15.587,3.103,14.859,2.966,2.814,5.164e-05,Ba3Pb1O1,mp-29242
Metal,0.0,-4.287,35.044,18.894,178.549,15.524,3.069,14.863,2.945,2.994,5.16e-05,Ba3Sn1O1,mp-29243
Insulator,2.657,-6.338,114.352,56.247,553.842,47.675,2.602,46.202,2.54,2.607,6.003e-05,Ti2Se4O12,mp-29260
Insulator,2.81,-6.53,138.222,80.205,606.058,116.788,2.516,110.553,2.459,2.601,5.984e-05,Ca4Ge14O32,mp-29273
Insulator,1.322,-4.715,63.432,21.694,190.324,71.07,3.047,69.585,2.943,2.325,5.234e-05,Ba4Pt8S12,mp-29289
Insulator,2.723,-7.808,131.086,86.496,559.363,150.765,2.495,139.552,2.496,2.693,5.18e-05,Ba8Ti26O60,mp-29298
Insulator,2.566,-5.213,87.32,29.615,437.951,64.586,2.779,65.817,2.735,2.547,5.984e-05,Te6Se2O16,mp-29320
Insulator,0.788,-5.38,115.663,39.689,238.076,78.682,2.989,76.54,2.912,2.611,5.175e-05,Pt4Pb8O16,mp-29332
Insulator,1.266,-5.358,93.371,29.707,255.819,17.437,3.037,16.852,2.923,2.868,5.212e-05,Ba2Pd1O3,mp-29352
Insulator,0.253,-4.565,93.627,35.944,214.378,68.756,2.989,69.311,2.922,2.72,4.683e-05,Si8Te8Pt8,mp-29397
Insulator,3.123,-6.211,121.794,65.151,529.121,70.984,2.647,66.366,2.596,2.799,5.993e-05,Zn6Mo4O18,mp-29461
Metal,0.0,-3.196,87.94,36.11,296.559,14.961,3.0,14.627,2.881,2.975,6.2e-05,Ca1Ni2Ge2,mp-2949
Metal,0.0,-3.626,40.254,26.908,297.945,49.876,2.936,48.622,2.865,3.032,5.2e-05,Ba4Mg6Si8,mp-29564
Metal,0.0,-2.805,21.212,19.792,203.083,56.364,3.095,54.362,2.949,3.193,5.356e-05,Ba4Mg8Sn8,mp-29622
Metal,0.0,-3.117,123.248,27.72,191.816,81.497,3.052,79.361,2.943,2.439,5.953e-05,Te7Pd20,mp-29639
Metal,0.0,-4.906,193.255,58.92,265.21,62.594,2.924,62.649,2.873,2.778,4.685e-05,Si10Pt12,mp-29661
Metal,0.0,-3.949,184.777,67.859,292.365,23.312,2.944,22.971,2.866,2.668,5.389e-05,Ni2Ge2Pt4,mp-29752
Insulator,4.685,-7.603,147.791,96.141,852.35,67.948,2.124,67.367,2.111,2.845,6.086e-05,Ca4Si8O20,mp-29755
Metal,0.0,-3.953,149.919,37.647,208.506,56.882,3.0,55.478,2.914,2.843,5.266e-05,Pt10Se8,mp-29767
Insulator,2.515,-6.39,78.908,39.64,646.584,14.387,2.406,14.316,2.342,2.702,7.259e-05,Mg2C4,mp-29771
Insulator,1.79,-5.818,116.059,49.697,389.508,59.079,2.856,56.031,2.761,2.706,6.014e-05,Sr8Pd2O12,mp-29775
Insulator,2.029,-5.901,111.348,43.869,281.059,130.804,2.945,129.899,2.866,2.322,5.192e-05,Ba15Pt6O27,mp-29787
Metal,0.0,-6.391,165.503,103.328,511.999,24.979,2.674,25.29,2.622,2.726,6.791e-05,Cr6Ge2C2,mp-29804
Insulator,2.944,-5.971,63.335,40.956,413.033,150.467,2.79,139.813,2.724,2.551,6.022e-05,Ca18Te18O54,mp-2981
Metal,0.0,-6.023,72.639,29.894,283.839,121.597,2.917,114.79,2.837,2.642,5.482e-05,Mo18Se22,mp-299
Metal,0.0,-3.782,110.681,48.347,348.267,30.435,2.927,28.284,2.822,2.803,6.247e-05,Ni4Ge8,mp-29900
Metal,0.0,-3.158,108.416,22.152,176.797,155.969,3.061,147.955,2.963,2.366,5.949e-05,Te16Pd36,mp-29907
Metal,0.0,-6.28,74.432,31.337,190.924,105.53,3.01,103.941,2.927,2.623,5.444e-05,Zr15Te18,mp-29957
Insulator,2.288,-7.399,144.807,91.495,517.04,13.121,2.641,12.701,2.616,2.996,5.179e-05,Ba1Ti1O3,mp-2998
Insulator,3.005,-5.743,77.109,39.358,361.92,104.566,2.895,98.776,2.789,2.588,6.008e-05,Sr6Te8O22,mp-30026
Metal,0.0,-2.205,131.647,52.656,343.046,82.925,2.941,81.246,2.834,2.592,6.191e-05,Zn12Ni14Ge4,mp-30030
Metal,0.0,-5.048,91.786,39.088,251.208,51.816,2.955,48.649,2.883,2.814,6.17e-05,Sn12Mo6,mp-30047
Metal,0.0,-5.13,84.16,31.346,259.713,27.618,2.978,25.799,2.876,2.673,5.319e-05,Ba2Ge4Ru4,mp-30050
Metal,0.0,-5.626,240.722,94.167,448.337,73.36,2.718,74.664,2.676,2.881,6.025e-05,Ni12Mo12C2,mp-30052
Metal,0.0,-2.981,101.176,22.716,188.985,80.841,3.058,78.014,2.955,2.377,5.948e-05,Te6Pd20,mp-30067
Metal,0.0,-5.776,88.668,47.896,449.799,36.879,2.77,35.683,2.69,2.608,6.107e-05,Ti4Fe1S8,mp-30075
Insulator,1.945,-5.328,10.509,12.808,489.457,56.703,2.657,48.118,2.591,2.606,6.962e-05,C6S16,mp-30078
Metal,0.0,-6.25,75.935,36.279,329.849,103.528,2.945,99.102,2.843,2.438,5.166e-05,Ba12Fe4O20,mp-30093
Metal,0.0,-4.013,58.588,30.18,259.285,148.577,3.026,140.331,2.884,2.73,5.357e-05,Ba8Ni6Ge40,mp-30169
Metal,0.0,-4.191,60.889,29.084,236.779,150.994,3.037,141.847,2.894,2.613,5.35e-05,Ba8Ge40Pd6,mp-30170
Metal,0.0,-5.114,67.9,44.823,499.603,129.056,2.729,124.343,2.629,2.829,5.222e-05,Ba2Si46,mp-30185
Metal,0.0,-5.072,71.932,44.636,423.595,148.279,2.863,141.666,2.729,2.731,5.243e-05,Ba6Si46,mp-30186
Insulator,2.993,-7.245,79.185,34.343,489.814,43.341,2.605,40.514,2.508,2.886,5.669e-05,Ba2C8O8,mp-30237
Metal,0.0,-4.204,171.974,65.782,324.806,78.13,2.896,78.487,2.835,2.784,6.191e-05,Zr8Ni21,mp-30260
Metal,0.0,-0.909,50.238,29.244,242.095,35.184,3.142,33.571,2.913,2.914,5.326e-05,Ba2Zn10,mp-303
Insulator,4.306,-7.62,96.839,47.167,488.068,88.407,2.734,81.752,2.638,2.873,5.178e-05,Ba4Si8O20,mp-3031
Metal,0.0,-4.78,120.438,52.766,336.881,88.574,2.901,85.674,2.827,2.652,5.234e-05,Mg5Si16Pt10,mp-30324
Insulator,0.314,-3.452,32.681,19.06,275.145,35.57,2.98,33.454,2.882,2.994,6.253e-05,Ca8Ge4,mp-304
Metal,0.0,-6.377,86.995,45.351,339.211,42.338,2.824,41.497,2.773,2.529,6.084e-05,Sr1Mo6S8,mp-3043
Metal,0.0,-1.048,28.832,16.558,194.051,18.695,3.174,17.318,2.949,3.043,5.32e-05,Ba2Zn4,mp-30435
Metal,0.0,-3.455,60.085,24.02,220.959,37.027,3.048,36.045,2.921,2.853,6.213e-05,Ca4Sn4Pd4,mp-30437
Insulator,2.899,-6.329,170.525,108.709,724.675,24.068,2.341,24.38,2.292,2.867,6.122e-05,Mg2Ge2O6,mp-3047
Metal,0.0,-3.086,25.162,12.697,175.454,40.004,3.107,40.014,2.953,2.995,5.262e-05,Ca8Pb4,mp-30478
Metal,0.0,-2.8,26.119,15.506,182.244,12.333,3.086,11.603,2.945,3.424,5.266e-05,Ca3Pb1,mp-30479
Metal,0.0,-3.853,160.496,58.598,234.845,17.848,2.988,17.379,2.911,3.162,4.75e-05,Ca1Pt5,mp-30481
Metal,0.0,-1.584,30.488,18.128,261.706,11.888,3.068,11.423,2.885,3.611,6.25e-05,Ca2Zn2,mp-30483
Metal,0.0,-1.726,21.171,10.368,215.143,24.664,3.099,24.405,2.91,3.461,6.256e-05,Ca6Zn2,mp-30485
Metal,0.0,-4.683,180.29,126.536,590.529,5.325,2.516,5.111,2.481,3.344,6.185e-05,Ti1Fe1,mp-305
Insulator,3.328,-6.332,139.657,79.457,633.619,62.734,2.485,63.143,2.417,2.673,5.995e-05,Mg8Ge4O16,mp-3051
Insulator,2.124,-8.0,179.413,99.134,719.777,75.134,2.284,74.041,2.237,2.786,6.09e-05,Ti12O22,mp-30524
Metal,0.0,-4.322,141.096,60.738,336.39,11.623,2.939,10.99,2.805,3.001,6.169e-05,Fe3Pd1,mp-30635
Metal,0.0,-5.006,182.23,73.874,324.093,17.429,2.88,17.185,2.84,3.125,5.337e-05,Hf2Ni4,mp-30708
Metal,0.0,-2.618,120.908,48.514,341.751,11.828,2.957,11.297,2.841,2.851,6.232e-05,Mg1Ni2Sn1,mp-30774
Metal,0.0,-2.859,30.629,16.223,209.019,35.998,3.083,35.203,2.933,3.074,6.217e-05,Sr4Mg4Sn4,mp-30780
Metal,0.0,-1.566,23.313,17.014,272.77,86.158,3.046,81.575,2.864,3.256,6.194e-05,Sr6Mg23,mp-30782
Metal,0.0,-1.65,16.629,17.761,273.69,169.658,3.016,151.707,2.831,3.064,6.179e-05,Sr18Mg76,mp-30783
Metal,0.0,-0.679,63.252,31.842,270.423,122.6,3.17,112.493,2.898,2.77,6.183e-05,Mg6Zn33,mp-30784
Metal,0.0,-6.813,201.889,86.957,358.759,22.861,2.849,22.172,2.797,2.981,6.206e-05,Sn2Mo6,mp-30788
Metal,0.0,-8.306,194.851,36.699,242.776,23.259,2.923,23.215,2.901,2.719,6.192e-05,Zr2Mo6,mp-30790
Metal,0.0,-5.079,99.615,40.027,272.264,8.718,2.926,8.473,2.875,3.044,6.243e-05,Zr1Ni1Sn1,mp-30806
Metal,0.0,-3.763,214.868,84.963,362.412,14.333,2.841,13.78,2.803,3.282,5.339e-05,Ni4W1,mp-30811
Metal,0.0,-5.079,145.783,37.097,249.897,60.803,2.959,59.154,2.901,2.9,6.192e-05,Zr9Ni11,mp-30814
Insulator,5.565,-6.417,73.603,44.573,600.406,47.45,2.493,45.696,2.447,2.732,6.043e-05,Ca3S3O12,mp-3082
Metal,0.0,-3.416,88.855,25.154,162.139,130.593,3.07,131.172,2.965,2.402,5.164e-05,Pd26Pb18,mp-30826
Metal,0.0,-2.905,23.024,10.814,133.449,40.154,3.122,40.308,2.972,2.783,5.265e-05,Sr8Pb4,mp-30828
Metal,0.0,-4.173,164.469,45.345,269.429,30.517,2.951,29.758,2.881,2.996,6.196e-05,Ti4Pd6,mp-30840
Metal,0.0,-4.907,159.345,59.177,284.242,48.489,2.919,45.756,2.861,2.866,6.078e-05,Zr4Pd12,mp-30842
Metal,0.0,-2.958,21.275,13.234,156.873,119.839,3.076,109.847,2.965,2.617,5.251e-05,Sr28Pt12,mp-30843
Metal,0.0,-4.071,86.076,29.631,187.356,30.019,3.043,29.372,2.945,2.736,5.339e-05,Sn6Pt4,mp-30846
Metal,0.0,-4.879,130.128,45.2,241.607,8.789,2.962,8.738,2.902,3.005,5.377e-05,Ti1Sn1Pt1,mp-30847
Metal,0.0,-4.909,211.384,74.352,267.705,50.437,2.933,46.946,2.882,2.901,4.839e-05,Ti6Pt10,mp-30851
Metal,0.0,-4.255,236.865,75.645,276.842,26.146,2.92,25.669,2.876,3.175,4.763e-05,Ti1Pt8,mp-30852
Metal,0.0,-3.17,201.541,50.852,227.811,11.994,2.99,11.733,2.918,2.993,4.752e-05,Zn1Pt3,mp-30856
Metal,0.0,-1.623,102.062,49.35,283.528,102.027,2.984,97.238,2.894,2.713,5.309e-05,Zn24Pt14,mp-30857
Metal,0.0,-5.804,211.878,87.666,274.162,11.536,2.92,11.464,2.876,3.189,4.756e-05,Zr1Pt3,mp-30858
Metal,0.0,-6.423,174.725,55.77,248.354,62.19,2.955,60.823,2.9,2.763,4.837e-05,Zr9Pt11,mp-30859
Metal,0.0,-4.665,111.793,52.45,338.283,17.547,2.883,16.991,2.821,3.093,6.239e-05,Ti4Sn2,mp-30875
Metal,0.0,-7.54,101.674,32.315,246.877,23.343,2.947,23.02,2.893,2.862,6.226e-05,Zr6Sn2,mp-30876
Metal,0.0,-2.194,90.41,54.536,344.459,32.875,2.909,31.752,2.8,2.972,6.185e-05,Ti4Zn8,mp-30882
Metal,0.0,-0.874,79.58,44.262,311.231,137.514,3.036,130.245,2.85,2.65,6.184e-05,Zr2Zn44,mp-30888
Insulator,0.956,-4.637,46.452,24.199,250.916,58.706,2.988,58.529,2.899,3.044,6.02e-05,Sr12Si4O4,mp-30949
Insulator,0.705,-4.408,43.577,24.778,246.78,60.281,3.019,59.685,2.897,2.962,6.018e-05,Sr12Ge4O4,mp-30950
Insulator,4.219,-5.446,115.19,47.393,528.582,67.867,2.648,64.075,2.558,2.566,6.018e-05,Zn6S4O18,mp-30986
Insulator,3.077,-5.817,14.087,11.584,465.288,68.362,2.668,64.828,2.634,2.514,5.934e-05,Sn4S8O16,mp-31004
Metal,0.0,-7.538,191.292,90.965,403.241,109.129,2.712,105.97,2.77,2.62,5.201e-05,Hf8Si16Ru12,mp-31022
Metal,0.0,-2.717,104.444,31.756,235.047,33.476,3.008,32.23,2.91,2.709,6.016e-05,Ni6Te4,mp-31103
Metal,0.0,-6.71,160.437,81.705,515.602,63.462,2.634,61.025,2.613,3.068,6.03e-05,Zr4Cr8Si10,mp-31125
Metal,0.0,-3.011,38.219,19.998,222.147,18.254,3.09,17.506,2.935,3.411,5.195e-05,Ba2Zn2Si2,mp-31147
Metal,0.0,-2.52,28.119,16.049,174.495,18.21,3.115,17.487,2.957,2.869,5.345e-05,Ba2Zn2Sn2,mp-31148
Metal,0.0,-4.268,84.854,34.285,243.622,35.977,2.993,33.902,2.906,2.822,5.334e-05,Ca4Ge4Pt4,mp-31153
Metal,0.0,-3.393,54.688,25.05,202.68,72.905,3.057,72.362,2.92,2.595,6.172e-05,Ca7Ni4Sn13,mp-31158
Insulator,2.978,-5.797,134.449,71.924,553.221,50.837,2.622,49.162,2.538,2.7,5.987e-05,Mg6Te2O12,mp-3118
Metal,0.0,-7.467,98.855,19.988,200.529,22.93,3.002,23.09,2.94,2.779,6.225e-05,Zr6Fe2,mp-31205
Insulator,2.459,-7.315,136.592,74.497,543.828,45.818,2.637,45.006,2.552,2.709,6.05e-05,Sr4Ti3O10,mp-31213
Metal,0.0,-8.594,261.235,129.094,399.505,49.89,2.797,49.243,2.776,3.143,5.22e-05,Si6W10,mp-31219
Metal,0.0,-6.499,61.116,26.297,363.394,142.622,2.794,140.166,2.77,2.583,6.096e-05,Mo30S38,mp-31257
Insulator,1.198,-4.305,28.31,16.424,168.716,169.354,3.065,154.413,2.943,2.286,4.727e-05,Ba32Sn16Se80,mp-31307
Metal,0.0,-3.713,17.917,15.256,217.391,157.831,3.04,143.203,2.928,2.868,6.244e-05,Ca28Sn24,mp-31394
