,aflow_bg,aflow_bg_fit,aflow_sg_orig,aflow_sg_relax,aflow_icsd
13181,,,,,
13182,,,,,
13183,,,,,
13184,,,,,
13185,,,,,
13186,,,,,
13187,,,,,
13188,,,,,
13189,,,,,
13190,,,,,67397.0
13191,,,,,41319.0
13192,,,,,
13193,,,,,
13194,,,,,
13195,,,,,
13196,,,,,15621.0
13197,,,,,
13198,,,,,410871.0
13199,,,,,
13200,,,,,79379.0
13201,,,,,110528.0
13202,,,,,
13203,,,,,
13204,,,,,
13205,,,,,28120.0
13206,,,,,
13207,,,,,415849.0
13208,,,,,16200.0
13209,,,,,
13210,,,,,
13211,,,,,
13212,,,,,
13213,,,,,91551.0
13214,,,,,
13215,,,,,
13216,,,,,
13217,,,,,
13218,,,,,
13219,,,,,
13220,,,,,163219.0
13221,,,,,39648.0
13222,,,,,
13223,,,,,245746.0
13224,,,,,
13225,,,,,250171.0
13226,,,,,
13227,,,,,
13228,,,,,24147.0
13229,,,,,
13230,,,,,27533.0
13231,,,,,
13232,,,,,
13233,,,,,
13234,,,,,
13235,,,,,109824.0
13236,,,,,
13237,,,,,
13238,,,,,
13239,,,,,401906.0
13240,,,,,
13241,,,,,
13242,2.8017,4.689690000000001,167.0,167.0,25828.0
13243,,,,,
13244,,,,,65031.0
13245,,,,,416046.0
13246,,,,,
13247,,,,,
13248,3.1713,5.18791,62.0,62.0,
13249,,,,,
13250,,,,,173609.0
13251,,,,,411783.0
13252,,,,,416014.0
13253,,,,,
13254,,,,,
13255,,,,,
13256,1.9928,3.5992900000000003,14.0,14.0,16272.0
13257,,,,,
13258,,,,,
13259,,,,,200052.0
13260,,,,,4054.0
13261,,,,,
13262,,,,,159759.0
13263,,,,,280275.0
13264,,,,,
13265,,,,,
13266,,,,,171813.0
13267,,,,,60373.0
13268,,,,,415267.0
13269,,,,,
13270,,,,,
13271,,,,,
13272,,,,,245615.0
13273,,,,,27733.0
13274,,,,,
13275,,,,,
13276,,,,,181280.0
13277,,,,,
13278,,,,,
13279,,,,,
13280,,,,,
13281,,,,,419398.0
13282,,,,,
13283,,,,,
13284,,,,,
13285,1.2033,2.53505,62.0,62.0,89685.0
13286,,,,,79408.0
13287,,,,,246551.0
13288,,,,,33523.0
13289,,,,,
13290,,,,,66638.0
13291,,,,,
13292,,,,,171465.0
13293,,,,,
13294,3.1722,5.1891300000000005,57.0,57.0,
13295,,,,,
13296,,,,,
13297,1.8573,3.41664,121.0,121.0,65976.0
13298,,,,,411998.0
13299,,,,,
13300,,,,,78975.0
13301,,,,,240470.0
13302,,,,,
13303,,,,,
13304,,,,,
13305,,,,,391255.0
13306,,,,,83969.0
13307,,,,,
13308,,,,,
13309,,,,,
13310,,,,,
13311,,,,,249197.0
13312,,,,,416000.0
13313,,,,,
13314,,,,,
13315,,,,,72.0
13316,,,,,75255.0
13317,,,,,
13318,,,,,100404.0
13319,,,,,15554.0
13320,,,,,411996.0
13321,,,,,170497.0
13322,,,,,
13323,,,,,161922.0
13324,,,,,155516.0
13325,,,,,
13326,,,,,245304.0
13327,,,,,
13328,,,,,
13329,,,,,
13330,,,,,
13331,,,,,32726.0
13332,,,,,
13333,,,,,401042.0
13334,,,,,171654.0
13335,,,,,
13336,,,,,85581.0
13337,,,,,260283.0
13338,,,,,170703.0
13339,,,,,417104.0
13340,,,,,68555.0
13341,2.3903,4.13512,142.0,142.0,
13342,4.1946,6.56732,14.0,14.0,
13343,,,,,
13344,,,,,28398.0
13345,,,,,
13346,,,,,
13347,,,,,
13348,,,,,
13349,,,,,110688.0
13350,,,,,
13351,,,,,
13352,,,,,419717.0
13353,,,,,
13354,,,,,31061.0
13355,,,,,
13356,,,,,171246.0
13357,,,,,
13358,,,,,415999.0
13359,,,,,
13360,,,,,20804.0
13361,,,,,
13362,,,,,
13363,1.1997,2.5302,61.0,61.0,51500.0
13364,,,,,
13365,,,,,410851.0
13366,,,,,
13367,,,,,
13368,,,,,
13369,,,,,
13370,,,,,88832.0
13371,,,,,165561.0
13372,,,,,
13373,,,,,173842.0
13374,,,,,92866.0
13375,,,,,9849.0
13376,,,,,
13377,,,,,171147.0
13378,,,,,65610.0
13379,,,,,245667.0
13380,,,,,
13381,,,,,161960.0
13382,,,,,
13383,,,,,
13384,,,,,
13385,,,,,
13386,,,,,
13387,,,,,89033.0
13388,,,,,
13389,5.9922,8.99049,189.0,189.0,
13390,,,,,
13391,,,,,
13392,3.57,5.72536,62.0,62.0,
13393,,,,,
13394,,,,,
13395,,,,,74866.0
13396,,,,,
13397,,,,,
13398,,,,,249390.0
13399,,,,,
13400,,,,,62514.0
13401,,,,,
13402,,,,,109068.0
13403,,,,,411347.0
13404,,,,,
13405,,,,,
13406,,,,,
13407,,,,,2826.0
13408,,,,,
13409,,,,,404097.0
13410,,,,,419373.0
13411,,,,,
13412,,,,,60577.0
13413,,,,,
13414,,,,,
13415,,,,,
13416,,,,,15772.0
13417,,,,,
13418,,,,,418458.0
13419,,,,,
13420,1.1274,2.4327400000000003,159.0,159.0,93988.0
13421,,,,,
13422,,,,,
13423,,,,,
13424,,,,,37391.0
13425,,,,,
13426,,,,,
13427,,,,,
13428,,,,,
13429,,,,,
13430,,,,,
13431,,,,,
13432,,,,,
13433,,,,,
13434,,,,,416032.0
13435,,,,,
13436,,,,,200039.0
13437,,,,,
13438,,,,,
13439,,,,,
13440,,,,,
13441,,,,,249582.0
13442,,,,,406784.0
13443,,,,,
13444,,,,,
13445,,,,,
13446,,,,,24656.0
13447,,,,,
13448,,,,,
13449,,,,,
13450,,,,,
13451,,,,,
13452,,,,,
13453,,,,,
13454,,,,,
13455,,,,,
13456,,,,,
13457,,,,,
13458,,,,,
13459,,,,,78752.0
13460,,,,,98566.0
13461,,,,,
13462,,,,,96415.0
13463,,,,,
13464,,,,,
13465,,,,,
13466,,,,,
13467,,,,,42443.0
13468,,,,,
13469,,,,,
13470,,,,,
13471,,,,,
13472,,,,,412331.0
13473,,,,,
13474,,,,,62581.0
13475,,,,,
13476,,,,,
13477,,,,,92490.0
13478,2.3332,4.05815,160.0,160.0,280724.0
13479,,,,,
13480,,,,,
13481,,,,,
13482,,,,,170489.0
13483,,,,,
13484,,,,,
13485,,,,,
13486,,,,,419755.0
13487,,,,,417943.0
13488,,,,,8166.0
13489,,,,,
13490,,,,,2754.0
13491,,,,,411784.0
13492,,,,,99756.0
13493,,,,,
13494,,,,,91036.0
13495,,,,,
13496,,,,,157945.0
13497,,,,,416877.0
13498,,,,,108936.0
13499,,,,,91280.0
13500,,,,,
13501,,,,,35729.0
13502,,,,,280899.0
13503,,,,,
13504,,,,,9701.0
13505,,,,,86482.0
13506,,,,,99464.0
13507,,,,,
13508,,,,,
13509,,,,,240462.0
13510,,,,,171567.0
13511,,,,,
13512,,,,,415135.0
13513,,,,,26182.0
13514,,,,,74525.0
13515,,,,,
13516,,,,,63408.0
13517,,,,,
13518,,,,,
13519,,,,,
13520,,,,,9165.0
13521,,,,,413287.0
13522,,,,,159906.0
13523,,,,,84359.0
13524,,,,,
13525,,,,,
13526,,,,,
13527,,,,,
13528,,,,,
13529,,,,,
13530,,,,,68309.0
13531,,,,,
13532,,,,,
13533,,,,,
13534,,,,,
13535,,,,,
13536,,,,,9706.0
13537,,,,,171252.0
13538,,,,,
13539,,,,,
13540,,,,,
13541,,,,,415218.0
13542,,,,,
13543,,,,,
13544,,,,,
13545,,,,,74956.0
13546,,,,,170529.0
13547,,,,,
13548,,,,,9705.0
13549,,,,,
13550,,,,,
13551,,,,,
13552,,,,,15774.0
13553,,,,,240366.0
13554,,,,,
13555,,,,,
13556,,,,,
13557,,,,,
13558,,,,,82262.0
13559,,,,,
13560,,,,,
13561,,,,,
13562,,,,,
13563,,,,,
13564,,,,,
13565,,,,,
13566,,,,,
13567,,,,,
13568,,,,,
13569,,,,,281392.0
13570,,,,,
13571,,,,,
13572,,,,,
13573,,,,,
13574,,,,,
13575,,,,,245063.0
13576,,,,,
13577,,,,,
13578,,,,,26012.0
13579,,,,,249335.0
13580,,,,,
13581,,,,,
13582,,,,,
13583,,,,,94418.0
13584,,,,,
13585,,,,,
13586,,,,,
13587,,,,,
13588,,,,,419400.0
13589,,,,,
13590,,,,,
13591,,,,,2194.0
13592,,,,,
13593,,,,,
13594,,,,,
13595,,,,,
13596,,,,,
13597,,,,,
13598,,,,,88824.0
13599,,,,,156435.0
13600,,,,,
13601,,,,,40967.0
13602,,,,,30636.0
13603,,,,,
13604,,,,,
13605,,,,,281233.0
13606,,,,,
13607,,,,,171725.0
13608,,,,,
13609,,,,,
13610,,,,,
13611,,,,,
13612,,,,,241134.0
13613,,,,,
13614,,,,,
13615,,,,,
13616,,,,,245723.0
13617,,,,,
13618,,,,,
13619,,,,,171757.0
13620,,,,,
13621,3.2983,5.35911,173.0,173.0,171008.0
13622,,,,,
13623,,,,,
13624,,,,,172981.0
13625,,,,,415960.0
13626,,,,,
13627,,,,,15478.0
13628,,,,,79401.0
13629,,,,,
13630,,,,,
13631,,,,,411782.0
13632,,,,,
13633,,,,,
13634,,,,,
13635,,,,,170601.0
13636,,,,,
13637,,,,,23344.0
13638,,,,,
13639,,,,,
13640,,,,,154370.0
13641,,,,,75171.0
13642,,,,,
13643,,,,,18128.0
13644,,,,,
13645,,,,,
13646,,,,,
13647,,,,,
13648,,,,,
13649,,,,,20402.0
13650,,,,,152792.0
13651,,,,,
13652,,,,,250417.0
13653,2.5841,4.39637,11.0,11.0,67394.0
13654,,,,,
13655,,,,,
13656,,,,,
13657,,,,,250416.0
13658,,,,,200321.0
13659,,,,,
13660,,,,,412093.0
13661,,,,,
13662,,,,,15736.0
13663,,,,,171155.0
13664,,,,,
13665,,,,,
13666,,,,,
13667,2.6045,4.42387,15.0,15.0,16262.0
13668,,,,,
13669,,,,,
13670,,,,,
13671,,,,,155505.0
13672,,,,,
13673,,,,,
13674,,,,,34423.0
13675,,,,,
13676,,,,,
13677,,,,,
13678,,,,,
13679,,,,,
13680,,,,,
13681,,,,,99386.0
13682,,,,,
13683,,,,,
13684,,,,,40808.0
13685,,,,,
13686,,,,,63003.0
13687,,,,,
13688,,,,,
13689,,,,,
13690,,,,,
13691,,,,,
13692,,,,,
13693,,,,,202116.0
13694,,,,,72150.0
13695,,,,,419925.0
13696,,,,,15477.0
13697,,,,,
13698,,,,,89468.0
13699,,,,,
13700,,,,,
13701,,,,,
13702,,,,,
13703,,,,,
13704,,,,,250415.0
13705,,,,,
13706,,,,,15929.0
13707,,,,,
13708,,,,,
13709,,,,,418777.0
13710,,,,,
13711,,,,,
13712,,,,,245805.0
13713,,,,,
13714,,,,,170483.0
13715,,,,,155270.0
13716,,,,,
13717,,,,,
13718,,,,,417434.0
13719,,,,,
13720,,,,,170805.0
13721,,,,,
13722,,,,,
13723,,,,,1299.0
13724,,,,,412140.0
13725,,,,,69682.0
13726,,,,,
13727,,,,,
13728,1.6893,3.19018,5.0,5.0,68712.0
13729,,,,,
13730,,,,,
13731,,,,,417449.0
13732,,,,,
13733,,,,,
13734,,,,,73241.0
13735,,,,,
13736,,,,,
13737,,,,,
13738,,,,,72635.0
13739,,,,,414154.0
13740,,,,,
13741,,,,,
13742,,,,,81219.0
13743,,,,,
13744,,,,,
13745,,,,,
13746,2.2641,3.96501,15.0,15.0,
13747,2.5965,4.41308,68.0,68.0,171020.0
13748,,,,,172567.0
13749,,,,,
13750,,,,,61704.0
13751,,,,,
13752,,,,,
13753,,,,,
13754,,,,,
13755,,,,,
13756,,,,,
13757,,,,,27195.0
13758,,,,,35100.0
13759,,,,,
13760,,,,,
13761,,,,,
13762,,,,,
13763,,,,,
13764,,,,,410779.0
13765,,,,,24723.0
13766,,,,,281210.0
13767,,,,,65179.0
13768,,,,,
13769,,,,,
13770,,,,,
13771,,,,,
13772,,,,,170788.0
13773,,,,,65346.0
13774,,,,,83607.0
13775,,,,,
13776,,,,,245784.0
13777,,,,,60525.0
13778,,,,,6133.0
13779,,,,,152948.0
13780,,,,,
13781,,,,,85599.0
13782,,,,,
13783,,,,,260425.0
13784,,,,,153819.0
13785,1.9814,3.5839300000000005,12.0,12.0,417422.0
13786,,,,,281079.0
13787,3.1898,5.21285,44.0,44.0,280042.0
13788,,,,,
13789,,,,,
13790,,,,,417246.0
13791,,,,,412094.0
13792,,,,,
13793,,,,,160822.0
13794,,,,,
13795,,,,,
13796,,,,,10142.0
13797,,,,,417658.0
13798,,,,,
13799,,,,,61254.0
13800,,,,,414292.0
13801,,,,,99001.0
13802,,,,,65291.0
13803,,,,,
13804,,,,,153459.0
13805,,,,,72319.0
13806,,,,,75271.0
13807,,,,,
13808,,,,,
13809,,,,,415472.0
13810,,,,,416646.0
13811,,,,,98196.0
13812,,,,,
13813,,,,,
13814,,,,,
13815,,,,,16177.0
13816,,,,,15986.0
13817,2.4952,4.27653,2.0,2.0,408504.0
13818,,,,,
13819,,,,,73895.0
13820,,,,,74001.0
13821,,,,,
13822,,,,,
13823,,,,,
13824,,,,,
13825,,,,,
13826,,,,,
13827,,,,,
13828,,,,,
13829,,,,,249567.0
13830,,,,,150399.0
13831,,,,,
13832,,,,,
13833,8.0374,11.7474,217.0,217.0,
13834,,,,,
13835,,,,,32678.0
13836,,,,,
13837,0.8140000000000001,2.0102700000000002,167.0,167.0,32721.0
13838,,,,,
13839,1.8652,3.42729,166.0,166.0,
13840,,,,,
13841,,,,,4056.0
13842,,,,,
13843,,,,,
13844,,,,,
13845,,,,,27799.0
13846,,,,,16126.0
13847,2.2983,4.0111099999999995,166.0,166.0,73532.0
13848,2.0697,3.70296,166.0,166.0,73545.0
13849,2.0432,3.6672300000000004,15.0,15.0,36352.0
13850,,,,,55368.0
13851,,,,,416823.0
13852,,,,,412749.0
13853,,,,,
13854,,,,,
13855,,,,,153002.0
13856,,,,,411626.0
13857,,,,,9869.0
13858,1.0837,2.37383,12.0,12.0,72287.0
13859,,,,,200867.0
13860,0.0,0.0,176.0,176.0,30754.0
13861,,,,,
13862,,,,,
13863,3.3942,5.48838,63.0,63.0,33526.0
13864,,,,,
13865,,,,,73008.0
13866,,,,,
13867,,,,,74888.0
13868,,,,,
13869,,,,,
13870,,,,,36661.0
13871,2.1533,3.81565,166.0,166.0,73542.0
13872,,,,,
13873,,,,,40945.0
13874,,,,,59168.0
13875,,,,,
13876,,,,,
13877,,,,,9850.0
13878,1.6712,3.16578,19.0,19.0,
13879,,,,,19076.0
13880,,,,,245452.0
13881,3.9189,6.19568,62.0,62.0,
13882,,,,,409708.0
13883,,,,,38068.0
13884,,,,,
13885,,,,,
13886,,,,,9843.0
13887,,,,,
13888,,,,,1033.0
13889,,,,,
13890,,,,,30408.0
13891,,,,,15168.0
13892,,,,,87779.0
13893,,,,,
13894,,,,,
13895,,,,,
13896,,,,,
13897,,,,,
13898,,,,,245503.0
13899,,,,,419615.0
13900,,,,,
13901,,,,,
13902,,,,,413757.0
13903,,,,,
13904,,,,,
13905,,,,,
13906,,,,,
13907,,,,,26627.0
13908,,,,,
13909,,,,,
13910,,,,,279580.0
13911,,,,,
13912,,,,,
13913,,,,,63490.0
13914,0.5279,1.62461,2.0,2.0,2380.0
13915,,,,,
13916,,,,,
13917,,,,,
13918,,,,,
13919,,,,,
13920,,,,,66940.0
13921,,,,,
13922,,,,,
13923,,,,,
13924,,,,,
13925,,,,,1860.0
13926,,,,,
13927,,,,,81472.0
13928,,,,,
13929,,,,,
13930,,,,,410622.0
13931,,,,,171054.0
13932,,,,,2268.0
13933,,,,,
13934,,,,,
13935,,,,,2580.0
13936,,,,,
13937,,,,,
13938,,,,,414062.0
13939,,,,,
13940,,,,,
13941,,,,,
13942,,,,,
13943,,,,,89649.0
13944,,,,,
13945,,,,,
13946,,,,,401664.0
13947,,,,,
13948,,,,,
13949,,,,,
13950,,,,,
13951,,,,,
13952,,,,,66526.0
13953,,,,,
13954,,,,,
13955,,,,,83831.0
13956,,,,,402125.0
13957,,,,,
13958,,,,,
13959,,,,,15839.0
13960,,,,,
13961,,,,,200691.0
13962,,,,,201972.0
13963,,,,,
13964,,,,,
13965,,,,,
13966,,,,,
13967,,,,,
13968,1.8316,3.3819999999999997,11.0,11.0,80577.0
13969,,,,,
13970,2.3579,4.09145,62.0,62.0,409821.0
13971,,,,,
13972,,,,,181283.0
13973,,,,,16610.0
13974,,,,,
13975,,,,,
13976,,,,,
13977,,,,,
13978,,,,,
13979,,,,,281723.0
13980,1.4506,2.86841,14.0,14.0,
13981,,,,,
13982,,,,,280965.0
13983,,,,,
13984,,,,,86663.0
13985,,,,,411789.0
13986,,,,,
13987,,,,,280175.0
13988,,,,,416849.0
13989,,,,,
13990,,,,,92415.0
13991,,,,,245451.0
13992,,,,,
13993,,,,,
13994,,,,,
13995,,,,,
13996,,,,,162981.0
13997,,,,,
13998,,,,,
13999,,,,,
14000,,,,,
14001,,,,,94735.0
14002,,,,,
14003,,,,,
14004,,,,,
14005,,,,,
14006,,,,,
14007,,,,,245666.0
14008,,,,,
14009,,,,,
14010,,,,,15102.0
14011,,,,,
14012,,,,,
14013,,,,,
14014,,,,,
14015,,,,,
14016,,,,,
14017,,,,,
14018,0.0,0.0,206.0,206.0,
14019,,,,,
14020,,,,,
14021,,,,,
14022,,,,,
14023,,,,,
14024,,,,,
14025,,,,,
14026,,,,,
14027,,,,,
14028,,,,,
14029,,,,,
14030,,,,,
14031,,,,,
14032,,,,,
14033,,,,,
14034,,,,,82802.0
14035,,,,,419336.0
14036,,,,,
14037,,,,,249416.0
14038,,,,,412479.0
14039,,,,,24264.0
14040,,,,,
14041,,,,,26039.0
14042,,,,,23762.0
14043,,,,,
14044,,,,,420675.0
14045,,,,,249166.0
14046,,,,,416304.0
14047,,,,,
14048,1.7679,3.2961300000000002,64.0,64.0,415240.0
14049,,,,,
14050,,,,,
14051,2.4565,4.22436,164.0,164.0,43852.0
14052,,,,,
14053,,,,,
14054,3.2442,5.28618,205.0,205.0,109275.0
14055,,,,,391265.0
14056,,,,,
14057,1.4480000000000002,2.8649,186.0,186.0,162195.0
14058,,,,,
14059,2.3552,4.08781,164.0,164.0,20745.0
14060,,,,,40370.0
14061,0.1521,1.1180299999999999,154.0,154.0,
14062,,,,,415093.0
14063,,,,,
14064,,,,,
14065,,,,,
14066,2.3696,4.10722,164.0,164.0,
14067,,,,,
14068,2.3999,4.14807,164.0,164.0,42254.0
14069,7.1796,10.5911,194.0,194.0,9785.0
14070,,,,,96422.0
14071,,,,,413904.0
14072,,,,,90369.0
14073,,,,,420156.0
14074,0.598,1.7191,160.0,160.0,36563.0
14075,,,,,97382.0
14076,2.4208,4.17624,164.0,164.0,
14077,,,,,
14078,,,,,407221.0
14079,,,,,108547.0
14080,,,,,
14081,,,,,154748.0
14082,,,,,
14083,,,,,
14084,,,,,
14085,0.9753,2.2277,166.0,166.0,
14086,2.3859,4.12919,164.0,164.0,42257.0
14087,,,,,
14088,3.8945,6.16279,62.0,62.0,
14089,1.3503,2.7332,141.0,141.0,18126.0
14090,,,,,
14091,,,,,403035.0
14092,,,,,172784.0
14093,,,,,
14094,,,,,44512.0
14095,,,,,
14096,,,,,
14097,,,,,200550.0
14098,,,,,34750.0
14099,,,,,
14100,,,,,22081.0
14101,,,,,24630.0
14102,,,,,
14103,,,,,203188.0
14104,,,,,
14105,2.3805,4.12191,164.0,164.0,
14106,,,,,391406.0
14107,,,,,60327.0
14108,,,,,
14109,,,,,
14110,,,,,
14111,,,,,401149.0
14112,,,,,
14113,,,,,150300.0
14114,2.3743,4.11356,164.0,164.0,
14115,,,,,
14116,,,,,
14117,,,,,163261.0
14118,,,,,9361.0
14119,0.0,0.0,4.0,4.0,
14120,,,,,
14121,,,,,409857.0
14122,,,,,
14123,,,,,402536.0
14124,,,,,97851.0
14125,,,,,
14126,,,,,150306.0
14127,,,,,
14128,,,,,65731.0
14129,,,,,391257.0
14130,,,,,75516.0
14131,0.6697,1.8157599999999998,194.0,194.0,152055.0
14132,1.8006,3.34021,187.0,187.0,27674.0
14133,4.5703,7.073760000000001,189.0,189.0,2190.0
14134,,,,,
14135,,,,,23139.0
14136,0.4871,1.56961,14.0,14.0,
14137,,,,,86724.0
14138,,,,,150287.0
14139,,,,,419828.0
14140,,,,,411771.0
14141,,,,,
14142,,,,,
14143,,,,,
14144,,,,,81344.0
14145,,,,,
14146,,,,,15972.0
14147,,,,,102868.0
14148,,,,,152545.0
14149,,,,,412412.0
14150,,,,,391270.0
14151,,,,,417444.0
14152,,,,,26162.0
14153,,,,,
14154,,,,,151989.0
14155,,,,,
14156,,,,,
14157,,,,,
14158,,,,,
14159,,,,,
14160,1.9774,3.5785400000000003,129.0,129.0,28230.0
14161,,,,,241122.0
14162,,,,,
14163,,,,,
14164,,,,,59917.0
14165,,,,,300133.0
14166,0.8869,2.10854,206.0,206.0,
14167,,,,,85041.0
14168,,,,,
14169,,,,,
14170,,,,,281683.0
14171,,,,,
14172,,,,,419829.0
14173,1.4461,2.86234,187.0,187.0,83265.0
14174,,,,,
14175,,,,,
14176,,,,,56876.0
14177,,,,,
14178,,,,,84002.0
14179,,,,,
14180,,,,,
14181,,,,,
14182,,,,,
14183,,,,,
14184,,,,,
14185,,,,,64613.0
14186,3.3310000000000004,5.40319,137.0,137.0,27872.0
14187,,,,,412835.0
14188,,,,,
14189,,,,,
14190,,,,,60850.0
14191,,,,,
14192,,,,,391165.0
14193,,,,,152519.0
14194,,,,,161213.0
14195,,,,,
14196,,,,,
14197,,,,,77243.0
14198,0.9774,2.23054,11.0,11.0,
14199,0.0,0.0,12.0,12.0,419402.0
14200,,,,,416310.0
14201,,,,,23886.0
14202,,,,,
14203,,,,,
14204,0.9367,2.17567,111.0,111.0,25648.0
14205,,,,,160089.0
14206,,,,,
14207,,,,,65167.0
14208,,,,,89538.0
14209,,,,,160496.0
14210,,,,,
14211,,,,,106991.0
14212,,,,,
14213,,,,,
14214,,,,,419181.0
14215,,,,,203141.0
14216,,,,,
14217,,,,,60851.0
14218,,,,,240311.0
14219,,,,,
14220,,,,,
14221,,,,,66828.0
14222,8.4479,12.3008,194.0,194.0,
14223,,,,,418160.0
14224,,,,,110459.0
14225,,,,,63541.0
14226,1.3475,2.72943,12.0,12.0,162794.0
14227,,,,,162867.0
14228,,,,,154747.0
14229,,,,,415262.0
14230,,,,,
14231,,,,,
14232,,,,,
14233,,,,,419337.0
14234,,,,,151988.0
14235,,,,,409917.0
14236,,,,,203187.0
14237,,,,,
14238,0.9481,2.19104,186.0,186.0,2002.0
14239,,,,,27206.0
14240,,,,,58825.0
14241,,,,,
14242,,,,,
14243,,,,,203137.0
14244,2.4317,4.190930000000001,166.0,166.0,
14245,,,,,162793.0
14246,,,,,413705.0
14247,2.8597,4.76788,12.0,12.0,100294.0
14248,,,,,
14249,,,,,
14250,1.1907,2.5180599999999997,20.0,20.0,2442.0
14251,,,,,158955.0
14252,,,,,95720.0
14253,,,,,29273.0
14254,,,,,
14255,,,,,
14256,,,,,83986.0
14257,,,,,
14258,,,,,
14259,,,,,96224.0
14260,,,,,
14261,0.7022,1.8595700000000002,12.0,12.0,1559.0
14262,,,,,
14263,,,,,
14264,,,,,
14265,,,,,
14266,,,,,281267.0
14267,0.0,0.0,65.0,65.0,
14268,,,,,65697.0
14269,,,,,
14270,,,,,163377.0
14271,,,,,412608.0
14272,,,,,
14273,,,,,163379.0
14274,,,,,155811.0
14275,,,,,415951.0
14276,,,,,156315.0
14277,,,,,172879.0
14278,,,,,96347.0
14279,,,,,66537.0
14280,,,,,
14281,,,,,
14282,,,,,240312.0
14283,,,,,
14284,,,,,412556.0
14285,,,,,58793.0
14286,,,,,
14287,,,,,153289.0
14288,,,,,
14289,,,,,
14290,,,,,
14291,3.0622,5.04085,189.0,189.0,36210.0
14292,,,,,416360.0
14293,,,,,300237.0
14294,,,,,
14295,,,,,
14296,,,,,
14297,,,,,416341.0
14298,,,,,
14299,,,,,61519.0
14300,,,,,
14301,7.2733,10.7174,167.0,167.0,40936.0
14302,,,,,106988.0
14303,,,,,279638.0
14304,,,,,
14305,,,,,
14306,0.6228,1.75253,111.0,111.0,30265.0
14307,,,,,414220.0
14308,,,,,18198.0
14309,,,,,
14310,,,,,
14311,,,,,
14312,,,,,202296.0
14313,,,,,107204.0
14314,1.2202,2.55783,14.0,14.0,
14315,,,,,39767.0
14316,,,,,152793.0
14317,,,,,
14318,,,,,38150.0
14319,,,,,
14320,0.8225,2.02173,121.0,121.0,151955.0
14321,5.4354,8.23992,225.0,225.0,2191.0
14322,,,,,170791.0
14323,,,,,96062.0
14324,,,,,
14325,,,,,401451.0
14326,,,,,28303.0
14327,,,,,
14328,,,,,
14329,,,,,
14330,,,,,68114.0
14331,,,,,
14332,1.4041,2.80573,137.0,137.0,281133.0
14333,,,,,
14334,0.6807,1.8305799999999999,12.0,12.0,1560.0
14335,,,,,
14336,,,,,55237.0
14337,,,,,
14338,,,,,
14339,,,,,
14340,,,,,
14341,,,,,
14342,,,,,
14343,,,,,
14344,,,,,
14345,,,,,90153.0
14346,,,,,416801.0
14347,,,,,
14348,,,,,152550.0
14349,,,,,
14350,,,,,
14351,,,,,
14352,,,,,
14353,,,,,
14354,,,,,109324.0
14355,,,,,
14356,,,,,14218.0
14357,,,,,74840.0
14358,,,,,
14359,,,,,416487.0
14360,,,,,415050.0
14361,,,,,
14362,,,,,16752.0
14363,,,,,
14364,,,,,
14365,,,,,
14366,,,,,
14367,,,,,172502.0
14368,,,,,
14369,,,,,
14370,,,,,9005.0
14371,,,,,79543.0
14372,,,,,
14373,1.4639,2.88634,11.0,11.0,56557.0
14374,,,,,37221.0
14375,,,,,23951.0
14376,,,,,109144.0
14377,,,,,153681.0
14378,,,,,154745.0
14379,,,,,170267.0
14380,,,,,413308.0
14381,,,,,69143.0
14382,,,,,75503.0
14383,,,,,73080.0
14384,,,,,159452.0
14385,,,,,72387.0
14386,,,,,30209.0
14387,,,,,23169.0
14388,,,,,158956.0
14389,6.3539,9.478060000000001,154.0,154.0,173560.0
14390,,,,,
14391,,,,,155810.0
14392,,,,,414116.0
14393,,,,,245988.0
14394,2.3475,4.0774300000000006,15.0,15.0,200826.0
14395,1.4818,2.91047,2.0,2.0,418434.0
14396,,,,,280190.0
14397,,,,,
14398,,,,,
14399,,,,,152108.0
14400,,,,,84092.0
14401,,,,,
14402,,,,,
14403,,,,,
14404,,,,,170192.0
14405,,,,,415138.0
14406,,,,,
14407,,,,,245974.0
14408,,,,,403102.0
14409,,,,,
14410,,,,,
14411,,,,,412621.0
14412,,,,,171220.0
14413,,,,,
14414,,,,,26127.0
14415,,,,,15452.0
14416,2.4097,4.1612800000000005,162.0,162.0,20676.0
14417,,,,,
14418,,,,,41959.0
14419,,,,,
14420,,,,,26049.0
14421,,,,,106992.0
14422,1.4951,2.9283900000000003,15.0,15.0,81298.0
14423,,,,,
14424,,,,,25109.0
14425,,,,,391268.0
14426,,,,,30906.0
14427,,,,,
14428,,,,,
14429,,,,,245983.0
14430,,,,,172504.0
14431,,,,,
14432,0.3106,1.33169,62.0,62.0,173172.0
14433,,,,,41687.0
14434,,,,,
14435,,,,,171216.0
14436,,,,,
14437,,,,,418618.0
14438,,,,,415547.0
14439,0.0,0.0,166.0,166.0,
14440,,,,,
14441,,,,,36125.0
14442,,,,,
14443,,,,,
14444,,,,,
14445,1.6727,3.1678,186.0,186.0,24772.0
14446,,,,,
14447,,,,,
14448,0.0,0.0,12.0,12.0,
14449,,,,,
14450,,,,,
14451,,,,,106989.0
14452,,,,,27868.0
14453,,,,,76731.0
14454,,,,,
14455,,,,,
14456,,,,,
14457,,,,,
14458,,,,,26021.0
14459,,,,,415556.0
14460,,,,,
14461,2.5722,4.380330000000001,29.0,29.0,21029.0
14462,,,,,409544.0
14463,,,,,
14464,,,,,
