material_id,full_formula,band_gap,is_gap_direct,direct_gap,p_ex1_norm,p_ex1_degen,n_ex1_norm,n_ex1_degen,cbm_hybridization,cbm_score_1,vbm_hybridization,vbm_score_1,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Ac,Th,Pa,U,Np,Pu,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,MP_Eg,OQMD_Eg,AFLOW_Eg,AFLOW-fitted_Eg,AFLOWML_Eg,JARVIS-TBMBJ_Eg,JARVIS-OPT_Eg,Exp_Eg,vbm_specie_1_Ag,vbm_specie_1_Al,vbm_specie_1_Ar,vbm_specie_1_As,vbm_specie_1_Au,vbm_specie_1_B,vbm_specie_1_Ba,vbm_specie_1_Be,vbm_specie_1_Bi,vbm_specie_1_Br,vbm_specie_1_C,vbm_specie_1_Ca,vbm_specie_1_Cd,vbm_specie_1_Ce,vbm_specie_1_Cl,vbm_specie_1_Co,vbm_specie_1_Cr,vbm_specie_1_Cu,vbm_specie_1_Dy,vbm_specie_1_Er,vbm_specie_1_Eu,vbm_specie_1_F,vbm_specie_1_Fe,vbm_specie_1_Ga,vbm_specie_1_Gd,vbm_specie_1_Ge,vbm_specie_1_H,vbm_specie_1_He,vbm_specie_1_Hg,vbm_specie_1_Ho,vbm_specie_1_I,vbm_specie_1_In,vbm_specie_1_Ir,vbm_specie_1_Kr,vbm_specie_1_La,vbm_specie_1_Lu,vbm_specie_1_Mn,vbm_specie_1_Mo,vbm_specie_1_N,vbm_specie_1_Na,vbm_specie_1_Nb,vbm_specie_1_Nd,vbm_specie_1_Ni,vbm_specie_1_Np,vbm_specie_1_O,vbm_specie_1_Os,vbm_specie_1_P,vbm_specie_1_Pa,vbm_specie_1_Pb,vbm_specie_1_Pd,vbm_specie_1_Pr,vbm_specie_1_Pt,vbm_specie_1_Pu,vbm_specie_1_Re,vbm_specie_1_Rh,vbm_specie_1_Ru,vbm_specie_1_S,vbm_specie_1_Sb,vbm_specie_1_Sc,vbm_specie_1_Se,vbm_specie_1_Si,vbm_specie_1_Sm,vbm_specie_1_Sn,vbm_specie_1_Sr,vbm_specie_1_Ta,vbm_specie_1_Tb,vbm_specie_1_Tc,vbm_specie_1_Te,vbm_specie_1_Th,vbm_specie_1_Ti,vbm_specie_1_Tl,vbm_specie_1_Tm,vbm_specie_1_U,vbm_specie_1_V,vbm_specie_1_W,vbm_specie_1_Xe,vbm_specie_1_Y,vbm_specie_1_Yb,vbm_specie_1_Zn,vbm_specie_1_Zr,vbm_character_1_d,vbm_character_1_f,vbm_character_1_p,vbm_character_1_s,cbm_character_1_d,cbm_character_1_f,cbm_character_1_p,cbm_character_1_s,cbm_specie_1_Ac,cbm_specie_1_Ag,cbm_specie_1_Al,cbm_specie_1_Ar,cbm_specie_1_As,cbm_specie_1_Au,cbm_specie_1_B,cbm_specie_1_Ba,cbm_specie_1_Be,cbm_specie_1_Bi,cbm_specie_1_Br,cbm_specie_1_C,cbm_specie_1_Ca,cbm_specie_1_Cd,cbm_specie_1_Ce,cbm_specie_1_Cl,cbm_specie_1_Co,cbm_specie_1_Cr,cbm_specie_1_Cs,cbm_specie_1_Cu,cbm_specie_1_Dy,cbm_specie_1_Er,cbm_specie_1_Eu,cbm_specie_1_F,cbm_specie_1_Fe,cbm_specie_1_Ga,cbm_specie_1_Gd,cbm_specie_1_Ge,cbm_specie_1_H,cbm_specie_1_He,cbm_specie_1_Hf,cbm_specie_1_Hg,cbm_specie_1_Ho,cbm_specie_1_I,cbm_specie_1_In,cbm_specie_1_Ir,cbm_specie_1_K,cbm_specie_1_Kr,cbm_specie_1_La,cbm_specie_1_Li,cbm_specie_1_Lu,cbm_specie_1_Mg,cbm_specie_1_Mn,cbm_specie_1_Mo,cbm_specie_1_N,cbm_specie_1_Na,cbm_specie_1_Nb,cbm_specie_1_Nd,cbm_specie_1_Ni,cbm_specie_1_Np,cbm_specie_1_O,cbm_specie_1_Os,cbm_specie_1_P,cbm_specie_1_Pa,cbm_specie_1_Pb,cbm_specie_1_Pd,cbm_specie_1_Pm,cbm_specie_1_Pr,cbm_specie_1_Pt,cbm_specie_1_Pu,cbm_specie_1_Rb,cbm_specie_1_Re,cbm_specie_1_Rh,cbm_specie_1_Ru,cbm_specie_1_S,cbm_specie_1_Sb,cbm_specie_1_Sc,cbm_specie_1_Se,cbm_specie_1_Si,cbm_specie_1_Sm,cbm_specie_1_Sn,cbm_specie_1_Sr,cbm_specie_1_Ta,cbm_specie_1_Tb,cbm_specie_1_Tc,cbm_specie_1_Te,cbm_specie_1_Th,cbm_specie_1_Ti,cbm_specie_1_Tl,cbm_specie_1_Tm,cbm_specie_1_U,cbm_specie_1_V,cbm_specie_1_W,cbm_specie_1_Xe,cbm_specie_1_Y,cbm_specie_1_Yb,cbm_specie_1_Zn,cbm_specie_1_Zr,cbm_location_1_0,cbm_location_1_1,cbm_location_1_2,vbm_location_1_0,vbm_location_1_1,vbm_location_1_2
mp-7582,Ge2S4,2.5975,0.0,2.6066,0.0,1.0,0.7423074914324485,2.0,2.1896534690828444,0.16469562079547506,1.644400717338163,0.2351959034638335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5700000000000003,0.5700000000000003,0.0,0.5700000000000003,0.0,2.5989999999999998,2.517,2.4672,4.23879,2.09,3.1314,2.2182,3.850819905213271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.098831,0.625,0.973831
mp-7583,Si2S4,3.2999,0.0,3.321,0.6155182719474611,4.0,0.8238384894409098,4.0,2.2786532412239704,0.15640400255274295,1.539187833668355,0.24227859971320875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6800000000000002,0.6800000000000002,0.0,0.6800000000000002,0.0,3.3392,3.16,2.157502270381837,3.8213131253869967,3.08,3.9742,3.0864,3.850819905213271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.088282,0.625,0.963282
mp-7648,Si4O8,5.424499999999999,0.0,5.437099999999999,0.375,2.0,0.0,1.0,2.9051285126213484,0.07279318919641438,2.131256414928978,0.14228083712512415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,1.54,0.0,1.54,0.0,5.424499999999999,5.546,2.157502270381837,3.8213131253869967,5.6,3.68999913448735,5.6819,3.850819905213271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596364,0.596364,0.5,0.596364,0.596364,0.5
mp-7765,Ba6Si2O10,3.5341,0.0,3.5642,0.0,1.0,0.8660254037844386,1.0,2.337249088667149,0.16344006594250565,1.5318917941651558,0.4159357118633741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,2.55,1.0099999999999998,2.2975,0.7141778489984129,3.5688,3.5439999999999996,2.157502270381837,3.8213131253869967,3.49,3.68999913448735,2.55984781096563,3.850819905213271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683109,0.816891,0.5,0.0,0.0,0.0
mp-7781,Ca4Zr4S12,1.1878000000000002,1.0,1.1878000000000002,0.0,1.0,0.0,1.0,2.0013796521354354,0.2185387265077736,2.866992622247194,0.07806306203961243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.58,0.3300000000000001,1.415,0.23334523779156074,1.1878000000000002,1.383,2.157502270381837,3.8213131253869967,1.209,3.68999913448735,2.55984781096563,3.850819905213271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.5,0.5,0.125417,0.534492,0.75
mp-7787,Hf4S4O4,2.8696,0.0,3.5518000000000005,0.0,1.0,0.692820323027551,4.0,2.042502801042473,0.21270746968022905,2.4473903354198265,0.15995240564387747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7099999999999995,1.7099999999999995,0.0,1.7099999999999995,0.0,2.8696,3.012,2.157502270381837,3.8213131253869967,2.809,3.9492,2.87,3.850819905213271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179688,0.679688,0.820312,0.419025,0.080975,0.919025
mp-7811,Sr1S1O4,3.9207,0.0,3.9319,0.8660254037844386,4.0,0.0,1.0,2.0323935733627563,0.4032764908896299,1.42962757747112,0.2488184350816829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8599999999999999,2.49,1.6300000000000003,1.675,1.1525840533340728,4.0306000000000015,4.387,2.157502270381837,3.8213131253869967,3.955,3.68999913448735,2.55984781096563,3.850819905213271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.881057,0.881057,0.356829
mp-7812,Ge4O8,3.2939000000000003,1.0,3.2939000000000003,0.0,1.0,0.0,1.0,2.9849377938523376,0.09356399648612117,2.269733541497204,0.12006193388775775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4300000000000002,1.4300000000000002,0.0,1.4300000000000002,0.0,3.2912,3.455,3.1721,5.18899,3.027,5.3538,3.207,3.850819905213271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181211,0.818789,0.25,0.15668,0.227951,0.795871
mp-7905,Si2O4,4.7797,0.0,5.2126,0.8660254037844386,1.0,0.0,1.0,2.234208370327371,0.1735483923415949,1.4179242609907643,0.2495021964035149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,1.54,0.0,1.54,0.0,4.976800000000001,2.779183962264151,2.157502270381837,3.8213131253869967,4.174,3.68999913448735,2.55984781096563,3.850819905213271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.25,0.25,0.985331,0.632577,0.352754
mp-7982,Mg4Si2O8,4.3954,0.0,4.4002,0.07692308,2.0,0.0,1.0,3.036055369657112,0.11558239313029875,2.171269861424856,0.13377953876174398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,2.13,0.5899999999999999,1.933333333333333,0.41719300090006295,4.4041000000000015,4.9860000000000015,2.157502270381837,3.8213131253869967,4.294,6.5798,4.9145,3.850819905213271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,0.5,0.225171,0.049944
mp-7983,Mg2Si1O4,2.4922018290784558,0.2559153175591532,2.5975075420298883,0.36906854392527844,1.8097758405977584,0.29260217512166137,1.5771326276463262,2.2469899843222114,0.20357443277108,1.4146254124297004,0.2936727719704202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,2.13,0.5899999999999999,1.933333333333333,0.41719300090006295,3.5931000000000006,3.886,2.157502270381837,3.8213131253869967,4.699,6.3284,4.0209,3.850819905213271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650146,0.650146,0.0,0.83304,0.83304,0.0
mp-7986,Ca1Sn1O3,1.3941,0.0,2.3711,0.8660254037844386,1.0,0.0,1.0,1.4824696604687195,0.5951391780326388,1.2116302868086393,0.3257421954529943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,2.44,0.96,1.96,0.6788225099390857,1.4519000000000002,1.996,2.157502270381837,3.8213131253869967,0.691,3.68999913448735,1.6842,3.850819905213271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.0,0.5,0.5
