,material_id,full_formula,pretty_formula,LOG ,LOG Prob,DT ,DT Prob,RF ,RF Prob,GB ,GB Prob,MP BG
5846,mp-23303,Rb1Br1,RbBr,1.0,0.8142797266511083,0.0,0.0,1.0,0.6086995926494426,0.0,0.01060183018097203,4.5276
5847,mp-23304,Rb3Bi1,Rb3Bi,1.0,0.8585378614532104,1.0,1.0,1.0,0.7024937488756642,1.0,0.999970806107727,0.2915000000000001
5849,mp-23306,Cu2I2,CuI,0.0,0.37909080273727896,1.0,1.0,1.0,0.53068382853572,1.0,0.8406626326648935,0.10089999999999977
5856,mp-23318,Bi4S4Cl4,BiSCl,0.0,0.03412942788626606,0.0,0.03496503496503497,0.0,0.08129805768304862,1.0,0.9983142532287136,1.9702000000000006
5871,mp-23347,Rb8Yb2I12,Rb4YbI6,0.0,0.0518139373017033,0.0,0.0,0.0,0.19308805901791598,1.0,0.9990672321889559,4.333
5892,mp-23383,Rb2Te1Br6,Rb2TeBr6,0.0,0.06450109924730603,0.0,0.03496503496503497,0.0,0.20109663770943167,1.0,0.9996879972879715,2.158
5897,mp-23392,K8Cd2Cl12,K4CdCl6,0.0,0.049892794397844935,0.0,0.03496503496503497,0.0,0.14649068112252994,1.0,0.9999099535138047,4.0206
5898,mp-23395,Hg8Cl4O4,Hg2ClO,0.0,0.029158109796008674,0.0,0.03496503496503497,0.0,0.12763568426753308,1.0,0.9995264059362056,1.638
5913,mp-23417,In2Sn4I10,InSn2I5,0.0,0.09183038545885443,0.0,0.03496503496503497,0.0,0.19548221972001367,1.0,0.9990672321889559,1.4497
5915,mp-23419,Sb8Cl4O10,Sb4Cl2O5,0.0,0.004937849140071425,1.0,1.0,0.0,0.04725565687672912,0.0,1.4111247512403006e-05,2.6466
5916,mp-23420,Ge38P8I8,Ge19(PI)4,0.0,0.22288322116973228,0.0,0.03496503496503497,0.0,0.20109663770943167,1.0,0.9996320109466692,1.0766000000000004
5925,mp-23435,Bi4Te2I2,Bi2TeI,0.0,0.2755147216127155,1.0,1.0,0.0,0.4689327071114889,1.0,0.8406626326648935,0.19440000000000035
5926,mp-23436,Cs8Pb2Br12,Cs4PbBr6,0.0,0.019499261046186496,0.0,0.03496503496503497,0.0,0.11660592236277117,1.0,0.9993114120151108,3.9993
5941,mp-23476,Cd28P16Cl24,Cd7(P2Cl3)2,0.0,0.04433019984344875,0.0,0.03496503496503497,0.0,0.11722034035218916,1.0,0.9997283832646067,1.7985
5946,mp-23485,Ag2Hg1I4,Ag2HgI4,0.0,0.30585911348390543,1.0,1.0,0.0,0.45374704906509955,1.0,0.8406626326648935,1.456
5962,mp-23505,K2Te1Br6,K2TeBr6,0.0,0.07872741160284816,0.0,0.0,0.0,0.2247016495841693,1.0,0.9987752410214809,2.0783
5964,mp-23507,In2Sn4Br10,InSn2Br5,0.0,0.06709714234438394,0.0,0.03496503496503497,0.0,0.19976793400572798,1.0,0.9996879972879715,2.3079
5980,mp-23546,Na2U1I6,Na2UI6,0.0,0.026229246653919687,0.0,0.03496503496503497,0.0,0.13429176892361774,1.0,0.9995264059362056,0.3803000000000001
6005,mp-23592,Ag8Hg28As16I24,Ag2Hg7(As2I3)2,0.0,0.018559355770616112,0.0,0.03496503496503497,0.0,0.2063347329475269,1.0,0.9996879972879715,0.6326999999999998
6041,mp-23668,H36C16N4O16,H9C4NO4,0.0,0.005092941391994007,1.0,1.0,0.0,0.42912953096494355,1.0,0.999970806107727,3.2123999999999997
6047,mp-23683,H12C6O6,H2CO,0.0,0.022473959073026066,1.0,1.0,0.0,0.4451011749771556,1.0,0.999970806107727,6.2978000000000005
6059,mp-23703,Li1H1,LiH,1.0,0.9342841675380164,1.0,0.8888888888888888,1.0,0.9311194111954731,1.0,0.999970806107727,3.1751
6064,mp-23710,Mg2H4,MgH2,1.0,0.512809759588963,0.0,0.0,0.0,0.24912837572969856,0.0,1.411124751240303e-05,3.8997
6077,mp-23729,Na1Be1H3,NaBeH3,0.0,0.3840696767147082,0.0,0.0,1.0,0.5650105062983939,0.0,1.411124751240303e-05,1.6472
6096,mp-23759,Sr2H4,SrH2,1.0,0.5330626481540502,1.0,1.0,0.0,0.38968825294010206,1.0,0.999970806107727,1.5349
6105,mp-23778,H8C2N4O2,H4CN2O,0.0,0.030305828823364023,1.0,1.0,0.0,0.40410117497715553,1.0,0.999970806107727,5.0792
