,oqmd_bg,oqmd_sg,oqmd_icsd
3945,2.752,166.0,30074.0
3946,,,
3947,,,
3948,2.46,15.0,16170.0
3949,4.817,19.0,62490.0
3950,,,
3951,3.654,148.0,67238.0
3952,,,
3953,2.502,15.0,300236.0
3954,6.081,36.0,61178.0
3955,,,
3956,5.233,15.0,279584.0
3957,4.896,60.0,34669.0
3958,,,
3959,,,
3960,3.088,194.0,33527.0
3961,,,
3962,0.59,144.0,356.0
3963,,,
3964,,,
3965,,,
3966,1.115,227.0,73198.0
3967,5.077,14.0,89622.0
3968,1.7590000000000001,60.0,280967.0
3969,,,
3970,4.151,33.0,72100.0
3971,2.417,12.0,405107.0
3972,2.213,122.0,2122.0
3973,2.641,126.0,152175.0
3974,,,
3975,,,
3976,1.867,15.0,80176.0
3977,3.543,14.0,412135.0
3978,,,
3979,,,
3980,1.969,15.0,74906.0
3981,5.12,148.0,246230.0
3982,,,
3983,,,
3984,,,
3985,,,
3986,2.38,62.0,67111.0
3987,2.095,62.0,281586.0
3988,3.141,62.0,59868.0
3989,,,
3990,1.6230000000000002,62.0,171345.0
3991,,,
3992,2.404,15.0,300173.0
3993,,,
3994,,,
3995,5.061,14.0,95838.0
3996,,,
3997,3.25,62.0,30224.0
3998,,,
3999,2.208,62.0,414639.0
4000,2.024,62.0,249346.0
4001,1.1079999999999999,19.0,75195.0
4002,,,
4003,3.7319999999999998,60.0,15208.0
4004,,,
4005,,,
4006,0.93,59.0,413728.0
4007,3.195,227.0,82958.0
4008,,,
4009,0.758,194.0,300152.0
4010,0.914,64.0,42730.0
4011,4.263999999999999,87.0,79098.0
4012,,,
4013,2.312,52.0,74824.0
4014,,,
4015,3.1460000000000004,70.0,86442.0
4016,,,
4017,3.282,62.0,78484.0
4018,1.835,19.0,44675.0
4019,2.336,14.0,300164.0
4020,,,
4021,2.254,60.0,15724.0
4022,0.9309999999999999,62.0,90333.0
4023,2.249,62.0,402363.0
4024,1.29,173.0,417803.0
4025,,,
4026,,,
4027,2.021,186.0,62053.0
4028,3.4339999999999997,14.0,39209.0
4029,1.969,14.0,411120.0
4030,5.621,2.0,2833.0
4031,,,
4032,1.367,13.0,36623.0
4033,1.361,62.0,391285.0
4034,0.225,60.0,15344.0
4035,2.68,60.0,36290.0
4036,5.2379999999999995,14.0,34072.0
4037,0.873,62.0,32727.0
4038,5.263,11.0,8274.0
4039,1.5659999999999998,13.0,74945.0
4040,,,
4041,1.374,13.0,73748.0
4042,,,
4043,3.4419999999999997,13.0,62884.0
4044,1.8130000000000002,9.0,100161.0
4045,4.89,71.0,65445.0
4046,2.821,14.0,65970.0
4047,,,
4048,,,
4049,,,
4050,,,
4051,,,
4052,,,
4053,,,
4054,0.34700000000000003,63.0,92067.0
4055,5.466,87.0,74865.0
4056,1.33,173.0,152547.0
4057,,,
4058,5.399,15.0,260875.0
4059,3.628,198.0,279579.0
4060,0.48200000000000004,152.0,411404.0
4061,1.2830000000000001,15.0,157752.0
4062,6.926,166.0,95847.0
4063,,,
4064,,,
4065,2.795,14.0,83629.0
4066,1.786,14.0,401709.0
4067,1.558,12.0,201899.0
4068,0.935,62.0,90336.0
4069,,,
4070,,,
4071,1.538,14.0,85772.0
4072,2.011,62.0,73327.0
4073,,,
4074,2.83,60.0,202748.0
4075,1.9409999999999998,14.0,15579.0
4076,6.774,5.0,69623.0
4077,3.0580000000000003,148.0,73608.0
4078,,,
4079,1.169,41.0,95237.0
4080,,,
4081,,,
4082,,,
4083,0.7390000000000001,154.0,43131.0
4084,1.175,62.0,73711.0
4085,0.44100000000000106,62.0,418406.0
4086,,,
4087,,,
4088,,,
4089,1.75,15.0,151441.0
4090,1.56,63.0,93682.0
4091,,,
4092,3.385,19.0,62134.0
4093,,,
4094,,,
4095,4.796,87.0,20476.0
4096,,,
4097,,,
4098,,,
4099,0.648,127.0,9601.0
4100,3.44,62.0,154812.0
4101,0.304,62.0,71962.0
4102,3.097,57.0,95839.0
4103,,,
4104,,,
4105,1.364,69.0,73082.0
4106,,,
4107,1.5619999999999998,62.0,90991.0
4108,1.6130000000000002,173.0,605685.0
4109,3.335,113.0,39159.0
4110,4.121,62.0,85497.0
4111,,,
4112,2.121,15.0,74503.0
4113,,,
4114,,,
4115,0.648,14.0,89620.0
4116,1.649,62.0,81710.0
4117,3.136,62.0,78660.0
4118,5.194,14.0,78897.0
4119,3.614,19.0,62885.0
4120,,,
4121,,,
4122,,,
4123,7.843999999999999,33.0,20118.0
4124,,,
4125,6.645,164.0,30344.0
4126,6.099,15.0,91761.0
4127,2.3209999999999997,62.0,23525.0
4128,1.705,62.0,33861.0
4129,1.75,62.0,80640.0
4130,2.702,14.0,73116.0
4131,,,
4132,0.491,127.0,9600.0
4133,,,
4134,2.324,15.0,2886.0
4135,3.627,15.0,59303.0
4136,,,
4137,0.8340000000000001,14.0,30702.0
4138,,,
4139,1.367,13.0,73560.0
4140,3.634,14.0,74760.0
4141,1.013,62.0,16234.0
4142,,,
4143,4.4030000000000005,165.0,65301.0
4144,,,
4145,,,
4146,,,
4147,,,
4148,,,
4149,,,
4150,2.346,14.0,73119.0
4151,0.5870000000000001,62.0,416326.0
4152,2.673,14.0,66700.0
4153,1.012,14.0,16454.0
4154,1.2830000000000001,14.0,72748.0
4155,,,
4156,2.0180000000000002,14.0,411119.0
4157,3.452,13.0,28008.0
4158,1.725,14.0,65286.0
4159,,,
4160,,,
4161,2.456,15.0,96126.0
4162,,,
4163,1.625,62.0,73892.0
4164,1.483,136.0,33797.0
4165,1.692,14.0,37108.0
4166,0.55,55.0,23872.0
4167,2.483,198.0,89607.0
4168,,,
4169,2.698,2.0,79204.0
4170,4.0760000000000005,62.0,404250.0
4171,,,
4172,,,
4173,2.7739999999999996,64.0,23776.0
4174,0.637,62.0,33799.0
4175,,,
4176,5.1,15.0,87694.0
4177,0.198,55.0,27.0
4178,3.406,62.0,34692.0
4179,3.089,61.0,79424.0
4180,2.353,15.0,202667.0
4181,5.132999999999999,148.0,75339.0
4182,,,
4183,,,
4184,,,
4185,2.471,14.0,73117.0
4186,,,
4187,0.807,63.0,80184.0
4188,,,
4189,,,
4190,1.8359999999999999,15.0,4186.0
4191,,,
4192,1.159,204.0,1303.0
4193,,,
4194,5.093,62.0,28476.0
4195,,,
4196,2.53,63.0,27942.0
4197,4.322,62.0,74505.0
4198,1.375,13.0,73561.0
4199,3.137,14.0,159349.0
4200,3.029,57.0,74833.0
4201,4.7,15.0,409860.0
4202,3.4560000000000004,14.0,2579.0
4203,1.415,62.0,404081.0
4204,,,
4205,,,
4206,2.739,14.0,78899.0
4207,,,
4208,2.4530000000000003,14.0,73121.0
4209,1.189,62.0,414181.0
4210,6.185,15.0,1114.0
4211,0.7340000000000001,61.0,84779.0
4212,4.487,11.0,82383.0
4213,,,
4214,,,
4215,,,
4216,2.219,62.0,171346.0
4217,,,
4218,1.364,62.0,27182.0
4219,,,
4220,3.782,33.0,72101.0
4221,3.859,15.0,401920.0
4222,1.421,15.0,402613.0
4223,,,
4224,,,
4225,,,
4226,1.639,64.0,80177.0
4227,7.955,62.0,20051.0
4228,1.8130000000000002,36.0,420087.0
4229,1.58,14.0,401710.0
4230,0.862,52.0,2147.0
4231,,,
4232,0.248,15.0,4446.0
4233,5.044,14.0,89623.0
4234,,,
4235,2.983,11.0,95735.0
4236,3.594,33.0,83312.0
4237,,,
4238,3.609,62.0,39706.0
4239,5.492000000000001,87.0,74864.0
4240,2.064,173.0,605505.0
4241,3.7910000000000004,14.0,415428.0
4242,1.6869999999999998,136.0,64678.0
4243,,,
4244,2.613,126.0,152176.0
4245,2.5839999999999996,62.0,16265.0
4246,1.27,64.0,71588.0
4247,1.746,62.0,74977.0
4248,,,
4249,,,
4250,1.005,85.0,84854.0
4251,2.719,63.0,90847.0
4252,1.7180000000000002,173.0,152554.0
4253,2.043,61.0,26996.0
4254,2.255,57.0,89579.0
4255,2.362,164.0,15791.0
4256,0.9329999999999999,145.0,82145.0
4257,2.3209999999999997,12.0,18119.0
4258,,,
4259,3.159,60.0,36289.0
4260,2.7030000000000003,14.0,77579.0
4261,6.131,62.0,92288.0
4262,6.061,4.0,10127.0
4263,,,
4264,4.033,14.0,35290.0
4265,,,
4266,3.08,62.0,62136.0
4267,0.98,62.0,90331.0
4268,0.551,62.0,415749.0
4269,1.006,9.0,96265.0
4270,1.571,41.0,281504.0
4271,,,
4272,1.3259999999999998,2.0,411602.0
4273,1.82,62.0,171344.0
4274,2.984,14.0,416590.0
4275,2.6460000000000004,165.0,98563.0
4276,1.496,62.0,404083.0
4277,2.012,14.0,91329.0
4278,,,
4279,0.765,14.0,41181.0
4280,1.9180000000000001,15.0,99570.0
4281,1.9809999999999999,2.0,73086.0
4282,5.136,62.0,35667.0
4283,1.527,173.0,605609.0
4284,,,
4285,1.092,59.0,413724.0
4286,2.042,12.0,79865.0
4287,5.763999999999999,62.0,72001.0
4288,,,
4289,2.7289999999999996,57.0,69552.0
4290,,,
4291,4.0969999999999995,14.0,75038.0
4292,6.95,225.0,28214.0
4293,4.048,15.0,73463.0
4294,3.639,165.0,91748.0
4295,3.486,198.0,2840.0
4296,4.152,15.0,38325.0
4297,3.213,185.0,1999.0
4298,,,
4299,2.822,82.0,73803.0
4300,0.7929999999999999,217.0,70055.0
4301,,,
4302,,,
4303,,,
4304,1.0170000000000001,62.0,90335.0
4305,,,
4306,0.7929999999999999,63.0,33795.0
4307,1.867,62.0,95087.0
4308,,,
4309,0.713,33.0,59001.0
4310,,,
4311,,,
4312,,,
4313,5.775,2.0,2346.0
4314,1.8230000000000002,15.0,409644.0
4315,2.334,4.0,419350.0
4316,7.669,130.0,14114.0
4317,,,
4318,,,
4319,1.959,60.0,27518.0
4320,3.407,62.0,2898.0
4321,0.715,102.0,260060.0
4322,,,
4323,5.455,166.0,85586.0
4324,2.938,15.0,36659.0
4325,2.378,198.0,89608.0
4326,2.948,57.0,409597.0
4327,3.0239999999999996,15.0,10351.0
4328,1.371,173.0,157111.0
4329,2.431,62.0,171343.0
4330,,,
4331,5.886,14.0,22225.0
4332,,,
4333,0.762,220.0,87995.0
4334,0.934,62.0,90334.0
4335,0.82,62.0,90337.0
4336,1.55,63.0,59858.0
4337,8.385,164.0,30348.0
4338,5.112,2.0,2040.0
4339,7.99,150.0,80542.0
4340,1.923,29.0,170334.0
4341,1.2109999999999999,144.0,10006.0
4342,0.628,9.0,95227.0
4343,,,
4344,5.303999999999999,64.0,71589.0
4345,3.1,60.0,85008.0
4346,,,
4347,3.2880000000000003,14.0,23198.0
4348,1.881,14.0,91328.0
4349,3.332,62.0,78485.0
4350,1.382,33.0,40453.0
4351,1.311,15.0,411170.0
4352,,,
4353,3.423,62.0,201771.0
4354,,,
4355,1.19,227.0,27330.0
4356,4.9430000000000005,127.0,202917.0
4357,5.769,62.0,83598.0
4358,,,
4359,,,
4360,1.5130000000000001,62.0,409563.0
4361,1.881,2.0,68615.0
4362,0.21100000000000002,31.0,95093.0
4363,,,
4364,,,
4365,,,
4366,0.8480000000000011,62.0,170597.0
4367,,,
4368,,,
4369,4.467,2.0,38324.0
4370,1.818,19.0,402075.0
4371,2.438,57.0,81538.0
4372,1.0979999999999999,72.0,74020.0
4373,1.452,62.0,32647.0
4374,0.574,55.0,73318.0
4375,,,
4376,5.452999999999999,11.0,87836.0
4377,,,
4378,,,
4379,,,
4380,3.022,95.0,75526.0
4381,2.032,64.0,412877.0
4382,7.832999999999999,62.0,281289.0
4383,3.214,15.0,65076.0
4384,3.844,62.0,30341.0
4385,5.093999999999999,148.0,67648.0
4386,1.9509999999999998,146.0,86184.0
4387,,,
4388,4.249,148.0,94489.0
4389,3.2710000000000004,62.0,28277.0
4390,3.529,19.0,20934.0
4391,0.8859999999999999,217.0,172210.0
4392,,,
4393,,,
4394,1.263,31.0,380110.0
4395,4.633,164.0,24477.0
4396,1.163,62.0,78174.0
4397,3.225,62.0,69721.0
4398,,,
4399,,,
4400,1.275,62.0,280155.0
4401,3.2260000000000004,2.0,84819.0
4402,,,
4403,4.798,57.0,68455.0
4404,1.618,15.0,57089.0
4405,2.114,62.0,81655.0
4406,3.554,63.0,166532.0
4407,1.305,19.0,87464.0
4408,,,
4409,,,
4410,4.399,11.0,250059.0
4411,,,
4412,1.432,41.0,281505.0
4413,3.319,15.0,20187.0
4414,,,
4415,,,
4416,1.122,173.0,152551.0
4417,2.7089999999999996,113.0,61044.0
4418,,,
4419,1.828,62.0,72385.0
4420,,,
4421,2.423,62.0,261431.0
4422,1.4409999999999998,62.0,59242.0
4423,,,
4424,4.468,146.0,65125.0
4425,2.9,62.0,59355.0
4426,,,
4427,1.681,136.0,64680.0
4428,1.2830000000000001,62.0,414637.0
4429,,,
4430,2.728,123.0,250106.0
4431,0.802,9.0,87087.0
4432,1.44,62.0,416217.0
4433,3.1319999999999997,14.0,300161.0
4434,3.803,4.0,74811.0
4435,1.179,62.0,408853.0
4436,1.66,9.0,16238.0
4437,4.002,2.0,78907.0
4438,4.178999999999999,14.0,74963.0
4439,,,
4440,6.502999999999999,15.0,418979.0
4441,5.113,14.0,89624.0
4442,0.935,62.0,90338.0
4443,4.303,14.0,80357.0
4444,1.436,62.0,409567.0
4445,4.762,148.0,66825.0
4446,,,
4447,,,
4448,,,
4449,5.221,2.0,24426.0
4450,2.475,14.0,300172.0
4451,2.9960000000000004,57.0,410905.0
4452,5.6,146.0,92708.0
4453,3.391,14.0,73551.0
4454,3.863,62.0,24091.0
4455,0.231,9.0,95228.0
4456,,,
4457,0.316,72.0,171221.0
4458,1.464,186.0,65448.0
4459,2.793,62.0,82752.0
4460,,,
4461,,,
4462,0.312,113.0,417892.0
4463,3.785,2.0,73837.0
4464,2.898,15.0,10316.0
4465,6.086,15.0,66873.0
4466,,,
4467,3.411,62.0,78661.0
4468,1.694,14.0,408029.0
4469,,,
4470,2.6689999999999996,15.0,30675.0
4471,,,
4472,6.051,12.0,86547.0
4473,2.975,14.0,89327.0
4474,0.8140000000000001,135.0,163230.0
4475,,,
4476,,,
4477,,,
4478,1.703,52.0,82736.0
4479,,,
4480,0.389,62.0,36363.0
4481,1.9580000000000002,62.0,89507.0
4482,0.282,15.0,68107.0
4483,1.381,173.0,152548.0
4484,1.304,62.0,404080.0
4485,1.3530000000000002,62.0,32641.0
4486,4.428999999999999,2.0,202571.0
4487,2.29,62.0,66654.0
4488,,,
4489,3.052,4.0,281502.0
4490,4.994,2.0,32677.0
4491,3.8960000000000004,14.0,411665.0
4492,,,
4493,5.006,2.0,413183.0
4494,,,
4495,,,
4496,0.48700000000000004,62.0,6322.0
4497,4.917,62.0,260423.0
4498,2.379,62.0,9985.0
4499,2.6239999999999997,62.0,35089.0
4500,3.9739999999999998,62.0,95964.0
4501,,,
4502,3.44,206.0,412667.0
4503,1.916,15.0,79808.0
4504,2.4859999999999998,14.0,73118.0
4505,,,
4506,1.577,1.0,411603.0
4507,2.061,15.0,411171.0
4508,,,
4509,1.155,14.0,41182.0
4510,,,
4511,,,
4512,1.297,31.0,380109.0
4513,0.951,19.0,404225.0
4514,2.859,15.0,85042.0
4515,3.2889999999999997,60.0,2355.0
4516,,,
4517,2.324,14.0,300168.0
4518,2.5610000000000004,62.0,73326.0
4519,,,
4520,,,
4521,0.866,155.0,400668.0
4522,,,
4523,,,
4524,,,
4525,,,
4526,,,
4527,3.0460000000000003,194.0,156706.0
4528,,,
4529,1.959,14.0,61400.0
4530,4.047,14.0,65292.0
4531,,,
4532,2.909,15.0,38256.0
4533,2.32,136.0,67145.0
4534,,,
4535,3.73,14.0,90451.0
4536,,,
4537,,,
4538,0.581,64.0,32728.0
4539,1.0270000000000001,31.0,380111.0
4540,0.9109999999999999,64.0,40560.0
4541,4.38,62.0,16264.0
4542,7.08,225.0,418210.0
4543,0.9840000000000001,14.0,15501.0
4544,1.097,14.0,81938.0
4545,0.579,55.0,63593.0
4546,,,
4547,4.077,4.0,71778.0
4548,,,
4549,2.977,57.0,66025.0
4550,,,
4551,3.4410000000000003,14.0,23199.0
4552,3.6060000000000003,126.0,42700.0
4553,,,
4554,,,
4555,,,
4556,1.449,186.0,65450.0
4557,3.885,14.0,411664.0
4558,3.165,14.0,280885.0
4559,,,
4560,,,
4561,2.242,142.0,68227.0
4562,,,
4563,,,
4564,,,
4565,,,
4566,,,
4567,0.8490000000000001,62.0,246048.0
4568,4.355,188.0,10385.0
4569,0.759,14.0,16455.0
4570,,,
4571,5.796,14.0,74961.0
4572,6.581,188.0,18022.0
4573,5.284,14.0,36041.0
4574,8.606,185.0,63049.0
4575,4.883,87.0,16188.0
4576,0.953,2.0,83871.0
4577,2.7039999999999997,14.0,66699.0
4578,1.2690000000000001,55.0,84353.0
4579,,,
4580,,,
4581,1.575,62.0,81658.0
4582,,,
4583,1.8880000000000001,2.0,74943.0
4584,,,
4585,2.344,57.0,91330.0
4586,,,
4587,3.9810000000000003,62.0,85496.0
4588,,,
4589,,,
4590,,,
4591,,,
4592,2.052,62.0,81656.0
4593,,,
4594,5.27,14.0,78896.0
4595,,,
4596,3.0210000000000004,62.0,62560.0
4597,5.871,4.0,200795.0
4598,3.072,15.0,66147.0
4599,1.599,14.0,401327.0
4600,1.455,227.0,73581.0
4601,2.806,4.0,74812.0
4602,,,
4603,2.8680000000000003,57.0,410906.0
4604,1.068,19.0,87463.0
4605,4.534,33.0,88955.0
4606,,,
4607,3.207,113.0,69387.0
4608,1.163,55.0,18308.0
4609,,,
4610,1.7,15.0,82490.0
4611,0.912,19.0,72380.0
4612,3.032,57.0,410907.0
4613,1.248,186.0,1177.0
4614,1.659,62.0,280054.0
4615,1.609,63.0,300263.0
4616,,,
4617,2.0069999999999997,29.0,170333.0
4618,,,
4619,,,
4620,3.784,148.0,62642.0
4621,0.433,193.0,281260.0
4622,,,
4623,,,
4624,2.701,167.0,95979.0
4625,0.42099999999999893,1.0,938.0
4626,1.55,62.0,80294.0
4627,,,
4628,,,
4629,4.257,62.0,492.0
4630,2.97,62.0,414545.0
4631,2.819,2.0,73960.0
4632,0.39199999999999896,62.0,416325.0
4633,6.13,4.0,241230.0
4634,1.88,2.0,410672.0
4635,0.29899999999999893,55.0,61037.0
4636,,,
4637,4.494,62.0,85457.0
4638,,,
4639,8.485,205.0,25576.0
4640,1.3330000000000002,145.0,10005.0
4641,3.9160000000000004,12.0,26647.0
4642,,,
4643,,,
4644,4.08,14.0,66073.0
4645,,,
4646,,,
4647,8.137,14.0,42463.0
4648,,,
4649,1.3330000000000002,63.0,91095.0
4650,6.528,15.0,14.0
4651,2.133,85.0,90926.0
4652,,,
4653,3.509,15.0,155155.0
4654,3.488,12.0,20296.0
4655,2.084,36.0,72361.0
4656,2.748,148.0,96086.0
4657,2.4290000000000003,62.0,109352.0
4658,1.996,63.0,18116.0
4659,,,
4660,,,
4661,,,
4662,2.69,148.0,15988.0
4663,3.7289999999999996,164.0,250339.0
4664,3.196,141.0,9397.0
4665,1.83,64.0,14113.0
4666,2.5639999999999996,12.0,24191.0
4667,,,
4668,4.374,2.0,78659.0
4669,,,
4670,1.273,71.0,65469.0
4671,3.5010000000000003,63.0,16691.0
4672,0.84,227.0,24497.0
4673,0.9159999999999999,141.0,15305.0
4674,4.136,146.0,97452.0
4675,0.24,141.0,26984.0
4676,2.296,71.0,62426.0
4677,3.08,87.0,245684.0
4678,,,
4679,0.706,141.0,31094.0
4680,1.6480000000000001,164.0,100782.0
4681,1.444,9.0,10473.0
4682,2.197,71.0,62627.0
4683,3.0810000000000004,12.0,246113.0
4684,2.812,36.0,14159.0
4685,3.648,227.0,2136.0
4686,1.032,59.0,15105.0
4687,1.246,87.0,245470.0
4688,2.5869999999999997,2.0,73102.0
4689,,,
4690,,,
4691,1.876,160.0,36207.0
4692,3.0980000000000003,2.0,202852.0
4693,,,
4694,2.847,63.0,159511.0
4695,4.853,12.0,26181.0
4696,2.147,63.0,18118.0
4697,,,
4698,3.09,141.0,9396.0
4699,3.2880000000000003,113.0,31236.0
4700,,,
4701,,,
4702,0.657,167.0,153193.0
4703,2.983,166.0,97758.0
4704,1.653,14.0,90453.0
4705,0.9309999999999999,148.0,245054.0
4706,0.306,55.0,90184.0
4707,2.0709999999999997,70.0,75639.0
4708,,,
4709,1.959,71.0,75035.0
4710,5.27,227.0,2133.0
4711,0.6709999999999999,87.0,153544.0
4712,3.194,141.0,15610.0
4713,3.398,167.0,28556.0
4714,3.162,57.0,1486.0
4715,2.272,227.0,41003.0
4716,,,
4717,4.069,12.0,30433.0
4718,,,
4719,0.366,141.0,26989.0
4720,3.177,2.0,165903.0
4721,2.086,225.0,28602.0
4722,1.1420000000000001,227.0,56516.0
4723,3.096,62.0,60621.0
4724,3.674,88.0,23700.0
4725,1.676,63.0,36521.0
4726,3.591,164.0,28019.0
4727,,,
4728,0.7240000000000001,139.0,81577.0
4729,1.153,166.0,66822.0
4730,1.81,221.0,41061.0
4731,,,
4732,1.101,57.0,34117.0
4733,2.9810000000000003,225.0,152575.0
4734,,,
4735,2.074,13.0,161850.0
4736,4.308,227.0,44523.0
4737,1.972,15.0,201934.0
4738,,,
4739,,,
4740,,,
4741,,,
4742,2.169,129.0,59359.0
4743,,,
4744,0.32799999999999996,141.0,26978.0
4745,4.967,12.0,24905.0
4746,1.953,85.0,2556.0
4747,3.4,167.0,9725.0
4748,2.355,164.0,250409.0
4749,,,
4750,1.266,12.0,16957.0
4751,1.892,11.0,170771.0
4752,3.359,13.0,20470.0
4753,1.939,121.0,9676.0
4754,2.298,5.0,75180.0
4755,2.812,88.0,69118.0
4756,,,
4757,1.4809999999999999,62.0,155480.0
4758,2.029,2.0,62676.0
4759,1.0590000000000002,62.0,14192.0
4760,0.8370000000000001,15.0,417469.0
4761,3.158,15.0,10226.0
4762,4.197,62.0,418461.0
4763,1.217,12.0,24847.0
4764,2.819,15.0,82212.0
4765,,,
4766,3.003,14.0,14165.0
4767,0.337,166.0,40469.0
4768,1.861,14.0,160727.0
4769,1.213,5.0,414429.0
4770,3.972,148.0,15395.0
4771,3.0989999999999998,225.0,71839.0
4772,1.935,63.0,62159.0
4773,,,
4774,,,
4775,1.16,13.0,173002.0
4776,2.154,4.0,80551.0
4777,4.184,12.0,16154.0
4778,2.615,62.0,87422.0
4779,1.845,2.0,1118.0
4780,2.97,13.0,22348.0
4781,1.013,166.0,96428.0
4782,0.593,12.0,16956.0
4783,,,
4784,2.685,137.0,62688.0
4785,2.069,62.0,26376.0
4786,2.6519999999999997,21.0,23481.0
4787,3.613,2.0,200520.0
4788,4.32,141.0,1045.0
4789,0.599,59.0,88639.0
4790,2.6310000000000002,100.0,200773.0
4791,2.306,155.0,83507.0
4792,0.215,167.0,1473.0
4793,2.63,5.0,421983.0
4794,4.4430000000000005,215.0,30854.0
4795,2.012,87.0,155273.0
4796,1.6119999999999999,74.0,10156.0
4797,,,
4798,2.219,63.0,15760.0
4799,,,
4800,,,
4801,3.235,63.0,97766.0
4802,2.416,4.0,75418.0
4803,1.2919999999999998,12.0,16270.0
4804,,,
4805,3.978,14.0,109310.0
4806,3.1639999999999997,141.0,15671.0
4807,2.546,62.0,85141.0
4808,,,
4809,,,
4810,1.157,194.0,2786.0
4811,3.4419999999999997,31.0,161649.0
4812,0.385,65.0,35337.0
4813,,,
4814,,,
4815,,,
4816,,,
4817,,,
4818,3.9389999999999996,1.0,65703.0
4819,2.985,225.0,183771.0
4820,1.78,4.0,68522.0
4821,2.144,12.0,202639.0
4822,3.762,14.0,400.0
4823,4.173,148.0,391013.0
4824,0.425,166.0,20898.0
4825,1.133,225.0,407802.0
4826,3.198,141.0,15600.0
4827,2.1,62.0,16819.0
4828,1.365,11.0,20688.0
4829,3.83,62.0,25834.0
4830,1.531,64.0,40301.0
4831,1.085,194.0,157935.0
4832,,,
4833,2.945,148.0,92037.0
4834,0.423,225.0,9864.0
4835,2.645,225.0,166122.0
4836,,,
4837,,,
4838,3.2760000000000002,14.0,245683.0
4839,1.749,2.0,85712.0
4840,3.8289999999999997,62.0,38209.0
4841,2.246,13.0,81060.0
4842,0.863,2.0,59585.0
4843,2.384,141.0,26987.0
4844,1.35,62.0,10018.0
4845,1.4380000000000002,9.0,1410.0
4846,1.526,123.0,412978.0
4847,2.4130000000000003,15.0,85558.0
4848,,,
4849,0.5579999999999999,12.0,79812.0
4850,3.162,57.0,1488.0
4851,2.238,14.0,14332.0
4852,3.588,64.0,21085.0
4853,,,
4854,2.6439999999999997,62.0,65928.0
4855,2.381,88.0,30371.0
4856,,,
4857,,,
4858,,,
4859,1.837,62.0,22244.0
4860,3.577,12.0,20418.0
4861,4.7330000000000005,88.0,23702.0
4862,2.7039999999999997,4.0,159460.0
4863,,,
4864,,,
4865,4.063,176.0,95740.0
4866,,,
4867,,,
4868,,,
4869,1.629,221.0,28933.0
4870,2.445,62.0,28487.0
4871,,,
4872,2.9389999999999996,148.0,92038.0
4873,,,
4874,3.1839999999999997,141.0,78081.0
4875,,,
4876,1.393,15.0,74581.0
4877,1.11,63.0,246516.0
4878,,,
4879,0.247,141.0,26985.0
4880,2.411,62.0,62132.0
4881,3.235,148.0,246115.0
4882,1.755,2.0,61050.0
4883,2.08,12.0,15615.0
4884,2.199,148.0,44407.0
4885,3.335,15.0,20556.0
4886,,,
4887,1.693,225.0,189.0
4888,,,
4889,2.209,12.0,245538.0
4890,2.061,74.0,26939.0
4891,2.036,18.0,163980.0
4892,1.931,13.0,15851.0
4893,,,
4894,1.51,14.0,40708.0
4895,1.514,167.0,34474.0
4896,3.055,12.0,171985.0
4897,2.345,71.0,62425.0
4898,3.136,4.0,240965.0
4899,,,
4900,3.951,31.0,98673.0
4901,2.2,63.0,74602.0
4902,,,
4903,2.65,152.0,412741.0
4904,2.9339999999999997,2.0,411744.0
4905,0.6990000000000001,42.0,92955.0
4906,3.1919999999999997,63.0,23507.0
4907,3.1519999999999997,14.0,160109.0
4908,2.4130000000000003,14.0,380254.0
4909,2.634,2.0,40270.0
4910,2.51,63.0,18117.0
4911,3.1260000000000003,70.0,88369.0
4912,4.129,36.0,40218.0
4913,2.325,2.0,73101.0
4914,0.342,141.0,26979.0
4915,,,
4916,0.894,186.0,43458.0
4917,3.8680000000000003,2.0,20098.0
4918,2.838,174.0,94318.0
4919,2.228,15.0,280911.0
4920,3.111,141.0,15604.0
4921,2.722,2.0,411743.0
4922,4.635,15.0,35730.0
4923,2.275,155.0,160561.0
4924,3.533,166.0,71540.0
4925,1.4709999999999999,194.0,175.0
4926,2.037,121.0,108935.0
4927,0.968,14.0,35367.0
4928,,,
4929,2.602,14.0,300230.0
4930,4.553999999999999,217.0,28481.0
4931,1.79,14.0,23809.0
4932,3.575,167.0,61067.0
4933,0.43,12.0,26609.0
4934,1.365,227.0,56518.0
4935,1.3869999999999998,36.0,171001.0
4936,1.3530000000000002,14.0,2224.0
4937,1.495,148.0,74952.0
4938,1.749,14.0,98732.0
4939,3.3810000000000002,141.0,411083.0
4940,4.546,88.0,23701.0
4941,1.361,71.0,73067.0
4942,,,
4943,2.827,139.0,66277.0
4944,3.2439999999999998,141.0,15611.0
4945,2.301,11.0,23975.0
4946,2.521,147.0,408193.0
4947,2.085,15.0,73936.0
4948,,,
4949,,,
4950,1.626,2.0,408562.0
4951,2.325,71.0,62424.0
4952,3.0669999999999997,87.0,246117.0
4953,,,
4954,1.206,225.0,28681.0
4955,2.266,58.0,25715.0
4956,3.4730000000000003,1.0,65704.0
4957,1.6440000000000001,166.0,280045.0
4958,1.253,63.0,36123.0
4959,0.589,63.0,16354.0
4960,4.085,2.0,78658.0
4961,1.3969999999999998,140.0,73893.0
4962,2.775,11.0,16986.0
4963,2.176,71.0,62422.0
4964,0.768,62.0,35218.0
4965,2.8169999999999997,227.0,97202.0
4966,1.393,62.0,40393.0
4967,,,
