,material_id,full_formula,pretty_formula,LOG ,LOG Prob,DT ,DT Prob,RF ,RF Prob,GB ,GB Prob
0,mvc-12905,Fe4O8,FeO2,1.0,0.6192607520841513,1.0,0.9696969696969697,1.0,0.8052964892745823,1.0,0.8654252990540677
1,mp-14,Se3,Se,1.0,0.9999501255799151,1.0,0.7583333333333333,1.0,0.773990385761274,1.0,0.9793696625429521
2,mp-19,Te3,Te,1.0,0.9971492558963707,1.0,0.9772727272727273,1.0,0.7302512466192574,1.0,0.9568667297110348
3,mp-24,C8,C,1.0,0.9999999848195487,1.0,0.7583333333333333,1.0,0.7404149030322319,1.0,0.907523472351282
4,mp-137,Ge12,Ge,1.0,0.9997946031271686,1.0,0.9772727272727273,1.0,0.7816820575713324,1.0,0.8046246593518558
5,mp-149,Si2,Si,1.0,0.9999950266693259,1.0,0.7583333333333333,1.0,0.8208623072872908,1.0,0.9760408620352804
6,mp-157,P4,P,1.0,0.999994020490472,1.0,0.9696969696969697,1.0,0.8644961530499573,1.0,0.9925496396662533
7,mp-165,Si4,Si,1.0,0.9999678517811466,1.0,0.7583333333333333,1.0,0.807816933914603,1.0,0.9692122475730142
9,mp-189,Si4Ru4,SiRu,1.0,0.9987752243593052,1.0,0.9772727272727273,1.0,0.7144160367798306,1.0,0.8910985821369375
10,mp-200,La4P28,LaP7,1.0,0.9999279940270719,1.0,0.946236559139785,1.0,0.7488266529699148,1.0,0.763495901405956
11,mp-209,Er8Se12,Er2Se3,1.0,0.9999999706160885,1.0,0.696969696969697,1.0,0.7978279940097128,1.0,0.9715390417659481
12,mp-216,Sc16O24,Sc2O3,1.0,0.9999991083533778,1.0,1.0,1.0,0.8256811126635241,1.0,0.8204560013357268
13,mp-226,Fe4S8,FeS2,1.0,0.9818893006736525,1.0,0.896551724137931,1.0,0.8969878736579479,1.0,0.9901800168768045
14,mp-230,Sb8O16,SbO2,0.0,0.42961281768253434,1.0,0.9539748953974896,1.0,0.9179244894560717,1.0,0.8553454867325955
15,mp-236,S4N4,SN,1.0,0.999998940998929,1.0,0.9539748953974896,1.0,0.8777415190371559,1.0,0.9816703369370783
16,mp-241,Cd1F2,CdF2,1.0,0.999999173663487,1.0,0.9539748953974896,1.0,0.8900700351841637,1.0,0.991457304700552
17,mp-243,K8C8,KC,1.0,0.9999978388585035,1.0,0.9772727272727273,1.0,0.6409413036717999,1.0,0.794620632609336
18,mp-252,Be1Te1,BeTe,1.0,0.9986793521369106,1.0,0.7583333333333333,1.0,0.7804866130016772,1.0,0.9554624431114535
19,mp-254,Nd6F18,NdF3,1.0,0.9999821753990801,1.0,0.7777777777777778,1.0,0.7217696300361234,1.0,0.7502956268062714
20,mp-256,La1N1,LaN,1.0,0.9999999903039013,1.0,1.0,1.0,0.8272781501262401,1.0,0.9226614838564511
22,mp-277,Zr12N16,Zr3N4,1.0,0.9994527993017486,1.0,0.9879518072289156,1.0,0.8937985859767633,1.0,0.9641563330790438
23,mp-282,Ti1F2,TiF2,1.0,0.9360100855835938,1.0,0.9539748953974896,1.0,0.8376306731902134,1.0,0.9900968088913182
26,mp-315,Pb1F2,PbF2,1.0,0.9999999968325703,1.0,0.8125,1.0,0.7969253661383146,1.0,0.9786148195224248
27,mp-322,Tl4S4,TlS,1.0,0.9999139084616677,1.0,0.9468085106382979,1.0,0.9038579511894618,1.0,0.9921789753171284
28,mp-323,La1F3,LaF3,1.0,0.9999995381052666,1.0,0.7777777777777778,1.0,0.8888044302994567,1.0,0.9561798046025697
29,mp-334,La6F18,LaF3,1.0,0.9992361597161619,1.0,1.0,1.0,0.7566726243258279,1.0,0.9673310286157818
30,mp-341,Pb1F4,PbF4,1.0,0.9998488686319721,1.0,0.875,1.0,0.7569441276525876,1.0,0.698559671409366
31,mp-343,Pr1N1,PrN,1.0,0.9999999962236696,1.0,1.0,1.0,0.7837894397029501,1.0,0.5069120882292613
32,mp-344,B4N4,BN,1.0,0.9999983466699173,1.0,0.9879518072289156,1.0,0.8068339902800704,1.0,0.9267445175050542
34,mp-361,Cu4O2,Cu2O,1.0,0.9982466257278019,1.0,1.0,1.0,0.7022871079235987,1.0,0.7231111789107275
35,mp-365,Mg4B16,MgB4,1.0,0.9999924425433712,1.0,0.9772727272727273,1.0,0.8734393109419307,1.0,0.895238367087495
36,mp-370,Cd1S1,CdS,1.0,0.9999999501195875,1.0,1.0,1.0,0.9300697037550093,1.0,0.9792157509843066
37,mp-380,Zn2Se2,ZnSe,1.0,0.9803936129425903,1.0,1.0,1.0,0.6966934377501272,1.0,0.7916443293256018
38,mp-382,Th6As8,Th3As4,1.0,0.9997995954286684,1.0,0.7714285714285715,1.0,0.6973632586238101,1.0,0.8482807430372262
40,mp-384,Mg2P8,MgP4,1.0,0.9999699817793007,1.0,0.946236559139785,1.0,0.8084449043968815,1.0,0.9759524881567592
42,mp-402,Cd4P8,CdP2,1.0,0.9998839286696691,1.0,0.7583333333333333,1.0,0.8196642207220792,1.0,0.8861513005974446
43,mp-406,Cd1Te1,CdTe,1.0,0.8609649475998373,1.0,0.9772727272727273,1.0,0.6920502123388581,1.0,0.8922850373820208
44,mp-408,Mg2Ge1,Mg2Ge,1.0,0.9999988198318749,1.0,1.0,1.0,0.6661033303328235,1.0,0.9216835326842888
46,mp-415,Ir4N8,IrN2,1.0,0.9999698249878511,1.0,0.946236559139785,1.0,0.8778009616108722,1.0,0.9889670310190182
47,mp-419,Yb1B6,YbB6,1.0,0.9999996034205084,1.0,0.7583333333333333,1.0,0.8955320203405964,1.0,0.9737228978942472
49,mp-438,Nd8S12,Nd2S3,1.0,0.9433366698690054,1.0,0.7583333333333333,1.0,0.8951923570013608,1.0,0.9859765081482795
53,mp-468,Al2F6,AlF3,1.0,0.9999998296141802,1.0,0.9539748953974896,1.0,0.7538240461191604,1.0,0.9036745821601023
54,mp-471,Cd2As4,CdAs2,1.0,0.9996375805396812,1.0,0.7583333333333333,1.0,0.8547785067219202,1.0,0.9719912996786119
55,mp-473,Na12P44,Na3P11,1.0,0.998719705010619,1.0,0.7583333333333333,1.0,0.7363131023854345,1.0,0.8801922074905875
56,mp-484,Te6As4,Te3As2,1.0,0.9984766063028221,1.0,0.7333333333333333,1.0,0.782263769586307,1.0,0.9408369657529339
57,mp-486,Ni2P4,NiP2,1.0,0.9993037958162594,1.0,0.8709677419354839,1.0,0.8316169107468012,1.0,0.9906554707531698
58,mp-487,Mn2P8,MnP4,1.0,0.992213945822962,1.0,0.8709677419354839,1.0,0.8385989886273376,1.0,0.9887588580024355
59,mp-524,Ba6As28,Ba3As14,1.0,0.9999151906657878,1.0,0.7714285714285715,1.0,0.8622504731766903,1.0,0.9893933628621959
60,mp-539,Ga4S6,Ga2S3,1.0,0.9972111456761572,1.0,0.896551724137931,1.0,0.9397393997895698,1.0,0.969163897008338
61,mp-552,Th6Sb8,Th3Sb4,1.0,0.9995774500081023,1.0,0.7714285714285715,1.0,0.6767607821143438,1.0,0.8960308085560259
62,mp-563,C6N8,C3N4,1.0,0.9995717609725748,1.0,0.8709677419354839,1.0,0.753894818788062,1.0,0.9341491527526725
63,mp-588,Ga2F6,GaF3,1.0,0.9999990729305822,1.0,0.9539748953974896,1.0,0.8280677279662796,1.0,0.8344357953420166
65,mp-604,Nb4O10,Nb2O5,1.0,0.9955891654191608,1.0,1.0,1.0,0.8247429559596985,1.0,0.8983940186898043
67,mp-648,Na2S1,Na2S,1.0,0.9999963060114702,1.0,0.9772727272727273,1.0,0.5335083052394657,1.0,0.890525033618896
68,mp-661,Al2N2,AlN,1.0,0.9999916290473486,1.0,0.625,1.0,0.8935108981073021,1.0,0.9774821319524013
69,mp-665,Sn1Se2,SnSe2,1.0,0.9999991315624669,1.0,1.0,1.0,0.9182395003310597,1.0,0.9850838137418347
70,mp-672,Cd2S2,CdS,1.0,0.998032063399265,1.0,0.7583333333333333,1.0,0.8134599797184837,1.0,0.917321891270248
71,mp-682,Na1F1,NaF,1.0,0.9999999979832814,1.0,1.0,1.0,0.7691861137445193,1.0,0.9824449712183906
72,mp-690,P8S10,P4S5,1.0,0.90361524052046,1.0,0.6231884057971014,1.0,0.8640837109259164,1.0,0.9783734105948216
73,mp-691,Sn4Se4,SnSe,1.0,0.9999876046610302,1.0,0.8125,1.0,0.9186376779320004,1.0,0.99630187808963
74,mp-697,Sn4O8,SnO2,1.0,0.9999996349423133,1.0,1.0,1.0,0.9000100937876461,1.0,0.9791279412554844
75,mp-700,Ge4Se4,GeSe,1.0,0.9976006790604574,1.0,1.0,1.0,0.8643957281412148,1.0,0.9640873442408595
78,mp-717,B4O6,B2O3,1.0,0.9999967904500672,1.0,0.8125,1.0,0.8699444328918134,1.0,0.9611236455361648
79,mp-720,Tl4F4,TlF,1.0,0.9999999950231255,1.0,0.9468085106382979,1.0,0.820716381124045,1.0,0.970264540949291
80,mp-730,P8Pt4,P2Pt,1.0,0.99999921932547,1.0,0.9782608695652174,1.0,0.9062630150749517,1.0,0.98739277162469
82,mp-743,Rb2N6,RbN3,1.0,0.9999995151027323,1.0,0.9539748953974896,1.0,0.9084830607938582,1.0,0.9806967363731715
84,mp-760,Fe2Se4,FeSe2,1.0,0.9947180015960411,1.0,0.896551724137931,1.0,0.807068913433755,1.0,0.982706930949772
85,mp-762,Pt1S2,PtS2,1.0,0.9999911852718459,1.0,1.0,1.0,0.7337702985815756,1.0,0.8700609710884224
86,mp-766,As4Ru2,As2Ru,1.0,0.9999898122804362,1.0,1.0,1.0,0.7460810302079147,1.0,0.9292752172094519
87,mp-804,Ga2N2,GaN,1.0,0.9995720775020324,1.0,0.625,1.0,0.8245500745484164,1.0,0.9256670892110249
88,mp-812,Ho16O24,Ho2O3,1.0,0.9999998177072212,1.0,0.9468085106382979,1.0,0.9317503498059074,1.0,0.9619392900370327
89,mp-820,Hg1Se1,HgSe,1.0,0.7088416758127141,1.0,1.0,1.0,0.7265303539394691,1.0,0.9687150358190922
90,mp-821,Nb16O32,NbO2,1.0,0.9032798761707601,1.0,1.0,1.0,0.7025843985400426,1.0,0.7700471188286101
91,mp-827,K2N6,KN3,1.0,0.9999991601484878,1.0,0.9696969696969697,1.0,0.8819257917853713,1.0,0.9829135887892041
93,mp-844,Ca24N16,Ca3N2,1.0,0.9999998172598735,1.0,0.696969696969697,1.0,0.833890671307598,1.0,0.9733029262448701
94,mp-856,Sn2O4,SnO2,1.0,0.9999778275304542,1.0,1.0,1.0,0.8776615569273214,1.0,0.9287834883459356
95,mp-865,Ca1B6,CaB6,1.0,0.9999991674438015,1.0,0.7583333333333333,1.0,0.8520783895776727,1.0,0.9595015436958454
96,mp-870,Tl2N6,TlN3,1.0,0.999999908739757,1.0,0.9696969696969697,1.0,0.9358801144483142,1.0,0.9850924483748995
97,mp-871,Fe4Si4,FeSi,1.0,0.9999973644907604,1.0,0.9772727272727273,1.0,0.7324731760442024,1.0,0.6458039399551435
98,mp-878,Ho12S18,Ho2S3,1.0,0.99971961842236,1.0,1.0,1.0,0.9096481718629927,1.0,0.981092636944898
99,mp-883,Ho1N1,HoN,1.0,0.9999999873708049,1.0,1.0,1.0,0.9131742870798054,1.0,0.9792218607596579
100,mp-905,La6F18,LaF3,1.0,0.9999952163601468,1.0,1.0,1.0,0.6953359396690979,1.0,0.785987731682467
101,mp-927,Cu4P8,CuP2,1.0,0.9836483841165682,1.0,0.7583333333333333,1.0,0.6287479154190585,1.0,0.9214709105435979
102,mp-938,Ge1Te1,GeTe,1.0,0.9733770049311049,1.0,1.0,1.0,0.8811515151548042,1.0,0.9304421017157962
103,mp-947,Au4S2,Au2S,1.0,0.9998676072894772,1.0,0.9047619047619048,1.0,0.6995537831163768,1.0,0.9604354268709706
105,mp-974,Tm8S12,Tm2S3,1.0,0.9999120919129423,1.0,0.946236559139785,1.0,0.9427176944282525,1.0,0.9920763836740168
106,mp-975,S3F18,SF6,1.0,0.9972218540190766,1.0,0.9539748953974896,1.0,0.5914659322071614,1.0,0.781179982932955
108,mp-981,Sr1F2,SrF2,1.0,0.9999999991440458,1.0,0.9539748953974896,1.0,0.7936405678490362,1.0,0.9034187470801004
109,mp-1022,K2S1,K2S,1.0,0.9999985761962882,1.0,0.896551724137931,1.0,0.575976538584466,1.0,0.5958274765653766
110,mp-1029,Ba1F2,BaF2,1.0,0.9999999972019229,1.0,0.9539748953974896,1.0,0.8595736287006662,1.0,0.9746550008278669
111,mp-1039,Mg2Te2,MgTe,1.0,0.9861569760017753,1.0,1.0,1.0,0.6678714601950009,1.0,0.8084372787926831
112,mp-1047,Ca6N4,Ca3N2,1.0,0.9999480964612284,1.0,1.0,1.0,0.7363811178145719,1.0,0.9121214754610408
113,mp-1056,Tb16O24,Tb2O3,1.0,0.9999987930903174,1.0,0.8333333333333334,1.0,0.9099892091691442,1.0,0.9784103098658415
114,mp-1070,Cd2Se2,CdSe,1.0,0.8142651526326395,1.0,1.0,1.0,0.7387515596118154,1.0,0.9118332250192757
116,mp-1100,Yb1C2,YbC2,1.0,0.9999995670585877,1.0,1.0,1.0,0.9702127567745683,1.0,0.99577944066181
117,mp-1102,Lu1N1,LuN,1.0,0.9999999963958666,1.0,1.0,1.0,0.8856772767172124,1.0,0.9464714247939436
119,mp-1115,Pt1Se2,PtSe2,1.0,0.9994932257841314,1.0,1.0,1.0,0.7424484387888939,1.0,0.9423421788410324
120,mp-1125,Li8S4,Li2S,1.0,0.9998729885998278,1.0,0.7583333333333333,1.0,0.539396419525471,1.0,0.7481078543618899
121,mp-1138,Li1F1,LiF,1.0,0.999999999585695,1.0,0.875,1.0,0.6427593015961943,1.0,0.5293530983925518
122,mp-1146,Th4S8,ThS2,1.0,0.9997394339958217,1.0,0.7714285714285715,1.0,0.6593322942272235,1.0,0.9131928585214233
123,mp-1153,Li2S1,Li2S,1.0,0.9999999972261107,1.0,1.0,1.0,0.6572538009229693,1.0,0.7809563199450935
124,mp-1154,Ho16C28,Ho4C7,1.0,0.9999702256185787,1.0,0.9468085106382979,1.0,0.8452749716496437,1.0,0.8993450250498166
125,mp-1156,Ga1Sb1,GaSb,1.0,0.635876914912885,1.0,1.0,1.0,0.7430968083590753,1.0,0.9248637333371225
126,mp-1167,C2F8,CF4,1.0,0.9999980732514349,1.0,0.9539748953974896,1.0,0.7552461161401551,1.0,0.9636714092226394
127,mp-1175,Sr2S6,SrS3,1.0,0.9395860584718078,1.0,0.9772727272727273,1.0,0.9014639240905953,1.0,0.9857763106198107
128,mp-1186,Zr1S2,ZrS2,1.0,0.9999927139608001,1.0,1.0,1.0,0.7560786202948594,1.0,0.9882635028474037
129,mp-1201,Sb2Te3,Sb2Te3,1.0,0.9998369220700961,1.0,1.0,1.0,0.8785533364701189,1.0,0.9833891095767817
131,mp-1222,Cr3Si6,CrSi2,1.0,0.9943829003620319,1.0,0.9772727272727273,1.0,0.806573887889127,1.0,0.9628791835721884
133,mp-1239,Sb12Ir4,Sb3Ir,1.0,0.9999994829742638,1.0,0.696969696969697,1.0,0.8426313578253112,1.0,0.504343698962043
134,mp-1244,Sr8Ge16,SrGe2,1.0,0.9999965758636412,1.0,0.7714285714285715,1.0,0.8141151155841286,1.0,0.9062545600610431
136,mp-1249,Mg2F4,MgF2,1.0,0.9999619355099549,1.0,0.875,1.0,0.6072460622906378,1.0,0.7592741397116918
138,mp-1267,Na8C8,NaC,1.0,0.9999972076117937,1.0,0.9772727272727273,1.0,0.5471189181615244,1.0,0.6101536680294106
139,mp-1270,Dy8S12,Dy2S3,1.0,0.9996389244240698,1.0,0.946236559139785,1.0,0.9319836293183585,1.0,0.9918173459972984
141,mp-1285,Pt2O4,PtO2,1.0,0.7917351166272393,1.0,0.9539748953974896,1.0,0.7367167229237548,1.0,0.7466291750401322
144,mp-1317,Co4Sb12,CoSb3,1.0,0.9999997266173924,1.0,0.696969696969697,1.0,0.9014255152585626,1.0,0.9158774634740271
145,mp-1323,Al16F48,AlF3,1.0,0.9999999606346166,1.0,0.7777777777777778,1.0,0.6691021008495197,1.0,0.9604090557225968
147,mp-1345,Ca6P6,CaP,1.0,0.9993951027450517,1.0,0.9772727272727273,1.0,0.7834189080558049,1.0,0.9310440163094337
148,mp-1347,Th6P8,Th3P4,1.0,0.9998941811954575,1.0,0.7583333333333333,1.0,0.7735047008080393,1.0,0.8708636377117487
149,mp-1367,Mg2Si1,Mg2Si,1.0,0.9999868323001257,1.0,0.9772727272727273,1.0,0.6915273052952972,1.0,0.8380028471568247
152,mp-1379,Sn2S2,SnS,1.0,0.9999999998337343,1.0,0.946236559139785,1.0,0.8589666088471946,1.0,0.9766650857789041
153,mp-1392,Zn8P16,ZnP2,1.0,0.999998154798836,1.0,0.946236559139785,1.0,0.8273651147853228,1.0,0.944214442825683
156,mp-1403,Sm8S12,Sm2S3,1.0,0.894958004777671,1.0,0.7583333333333333,1.0,0.8051796086177925,1.0,0.9267461807897371
157,mp-1410,Dy1N1,DyN,1.0,0.9999999878373148,1.0,1.0,1.0,0.9423027624628709,1.0,0.9852033876160619
158,mp-1413,P4Ru2,P2Ru,1.0,0.9999982458408603,1.0,0.696969696969697,1.0,0.7538454806458235,1.0,0.9527624698114521
159,mp-1419,S10N12,S5N6,1.0,0.9998704684920481,1.0,0.9539748953974896,1.0,0.939424125975005,1.0,0.9509936244651146
160,mp-1427,Lu16O24,Lu2O3,1.0,0.999999998911316,1.0,0.9468085106382979,1.0,0.9101069861660674,1.0,0.9540993211547043
161,mp-1434,Mo1S2,MoS2,1.0,0.8061136438494596,1.0,0.9696969696969697,1.0,0.7578855343422544,1.0,0.921848952979882
163,mp-1456,Fe64O96,Fe2O3,0.0,7.330775183689052e-05,1.0,1.0,1.0,0.7297910312321513,1.0,0.7148221277508633
164,mp-1477,Ba8Si16,BaSi2,1.0,0.9999998127522354,1.0,0.7714285714285715,1.0,0.8288170851606868,1.0,0.9315441463562321
165,mp-1479,B1P1,BP,1.0,0.9034158742566982,1.0,0.896551724137931,1.0,0.8160851093964139,1.0,0.9524084532724975
166,mp-1508,La8S16,LaS2,1.0,0.9950869481869781,1.0,0.946236559139785,1.0,0.7337805000029265,1.0,0.8873531291318273
167,mp-1509,Sn8S12,Sn2S3,1.0,0.9999948827160569,1.0,1.0,1.0,0.8938441142975898,1.0,0.9725092574319452
168,mp-1522,Fe2S4,FeS2,1.0,0.9901441140285816,1.0,0.896551724137931,1.0,0.6997704135169722,1.0,0.9147249898889807
170,mp-1541,Be1Se1,BeSe,1.0,0.9986282602313261,1.0,0.896551724137931,1.0,0.6537291985869426,1.0,0.752145178462646
172,mp-1568,K12P44,K3P11,1.0,0.9984514750024696,1.0,0.7583333333333333,1.0,0.7618501462318836,1.0,0.9567228743730125
173,mp-1569,Be2C1,Be2C,1.0,0.9999999407485372,1.0,0.896551724137931,1.0,0.7174159239134386,1.0,0.910755579546186
174,mp-1572,Ga4Se4,GaSe,1.0,0.9997779755535905,1.0,0.696969696969697,1.0,0.8000615556282579,1.0,0.9769842890502065
175,mp-1588,C22F14,C11F7,1.0,0.9599286688582188,1.0,1.0,1.0,0.7651552221156284,1.0,0.695117224252805
176,mp-1591,Al4C3,Al4C3,1.0,0.9968874506837466,1.0,0.9772727272727273,1.0,0.7933380899747614,1.0,0.9132971991430117
179,mp-1599,B4N4,BN,1.0,0.9398167264377311,1.0,0.9772727272727273,1.0,0.8013989303667169,1.0,0.9359333991169331
180,mp-1634,Mo2Se4,MoSe2,1.0,0.9933404674055609,1.0,0.8125,1.0,0.6180647460658083,1.0,0.7435717257285853
181,mp-1683,Zr2Se6,ZrSe3,1.0,0.993051333290914,1.0,0.7333333333333333,1.0,0.5757843074316525,1.0,0.8616379267610369
182,mp-1705,Sb4O10,Sb2O5,1.0,0.9990752113806708,1.0,0.9539748953974896,1.0,0.9157003833872143,1.0,0.9880317753154471
183,mp-1714,Fe8Si16,FeSi2,1.0,0.9999999049918694,1.0,0.7583333333333333,1.0,0.7575783486947527,1.0,0.9303061957429736
184,mp-1716,Rh8O12,Rh2O3,1.0,0.8069308140253406,1.0,0.896551724137931,1.0,0.7285971382001228,1.0,0.8450196293933521
185,mp-1721,Cs6C60,CsC10,1.0,0.9999996861186079,1.0,0.7714285714285715,1.0,0.845956340203827,1.0,0.6817196122106435
186,mp-1726,K4O12,KO3,0.0,0.005979875888558293,1.0,0.9539748953974896,1.0,0.7330125038139117,1.0,0.901805031943771
187,mp-1746,Mg4F8,MgF2,1.0,0.9999999137822556,1.0,0.8125,1.0,0.7698737817972977,1.0,0.6383079662545191
189,mp-1760,U4F20,UF5,0.0,0.0023786039301902616,1.0,1.0,1.0,0.5193099633289623,1.0,0.8462535587125365
190,mp-1767,Tm16O24,Tm2O3,1.0,0.9999999897146373,1.0,0.9468085106382979,1.0,0.8809163367710263,1.0,0.9621820869776153
191,mp-1776,U1N2,UN2,1.0,0.9999997706083585,1.0,1.0,1.0,0.8093987091192041,1.0,0.9854541313906123
192,mp-1778,Be1O1,BeO,1.0,0.999815129155427,1.0,0.7583333333333333,1.0,0.8280838162707592,1.0,0.9120236322071367
193,mp-1784,Cs1F1,CsF,1.0,0.9999999999760967,1.0,0.875,1.0,0.7826488664941894,1.0,0.9152046633078917
194,mp-1788,As8O20,As2O5,0.0,0.4067790420561772,1.0,0.9539748953974896,1.0,0.7409058969377866,1.0,0.9722731187254054
195,mp-1794,Be1O1,BeO,1.0,0.9999999999999918,1.0,1.0,1.0,0.7791823077087824,1.0,0.8080810379935829
197,mp-1818,Si1F4,SiF4,1.0,0.99989456645376,1.0,0.9782608695652174,1.0,0.8211771911345024,1.0,0.9743358285627716
198,mp-1819,Sb4O8,SbO2,1.0,0.9994864058698273,1.0,0.9539748953974896,1.0,0.9528984798241781,1.0,0.979738376871492
199,mp-1836,Tl4Se4,TlSe,1.0,0.9999182204030753,1.0,0.9468085106382979,1.0,0.8743437927879075,1.0,0.9948684095052415
200,mp-1848,Te8Ru4,Te2Ru,0.0,0.0991480646191925,1.0,0.896551724137931,1.0,0.813598297381949,1.0,0.8087259618913529
201,mp-1852,U1F5,UF5,1.0,0.924683525311247,1.0,0.8709677419354839,1.0,0.666049604724758,1.0,0.8856115880059052
202,mp-1863,Si6As6,SiAs,1.0,0.9999814917750353,1.0,0.7714285714285715,1.0,0.8528841019457696,1.0,0.9756169519047
204,mp-1873,Zn2F4,ZnF2,1.0,0.9996766966864302,1.0,0.875,1.0,0.5914472118987236,1.0,0.6106296490578456
205,mp-1875,Te4F24,TeF6,1.0,0.9970060629009745,1.0,0.7777777777777778,1.0,0.530491908579626,1.0,0.6503726696001441
206,mp-1876,Sn1S1,SnS,1.0,0.9999999988888668,1.0,1.0,1.0,0.9653258894735484,1.0,0.9646158241109093
208,mp-1883,Sn1Te1,SnTe,1.0,0.999999764975581,1.0,1.0,1.0,0.8910452971597155,1.0,0.9729325716307498
210,mp-1922,Ru4Se8,RuSe2,1.0,0.968662331873906,1.0,0.696969696969697,1.0,0.7231881972435853,1.0,0.9817836690814389
212,mp-1943,Ga4Se4,GaSe,1.0,0.9999972108312462,1.0,0.896551724137931,1.0,0.8528131120701429,1.0,0.9765027188783244
213,mp-1950,Sr2S4,SrS2,1.0,0.9999269512603489,1.0,0.8125,1.0,0.8393615750844086,1.0,0.9485920726781558
214,mp-1954,P3N5,P3N5,1.0,0.7806954161527468,1.0,0.9879518072289156,1.0,0.8957598423518998,1.0,0.9907749008965038
215,mp-1960,Li2O1,Li2O,1.0,0.9999998622092933,1.0,0.9782608695652174,1.0,0.5531344515670807,1.0,0.8357453990426886
216,mp-1968,La2O3,La2O3,1.0,0.999996879094693,1.0,0.9047619047619048,1.0,0.9004477600585943,1.0,0.9946221230121475
217,mp-1975,Tm1N1,TmN,1.0,0.9999999928477465,1.0,1.0,1.0,0.8782136277298085,1.0,0.9809067182877714
218,mp-1985,C6N8,C3N4,1.0,0.999986626700525,1.0,0.7583333333333333,1.0,0.8081246822977937,1.0,0.9581137360121986
219,mp-1986,Zn1O1,ZnO,0.0,0.4382286425828796,1.0,0.896551724137931,1.0,0.676843277050809,1.0,0.8565096340615014
220,mp-1990,Mg24As16,Mg3As2,1.0,0.9999935842051629,1.0,0.9772727272727273,1.0,0.859884663992845,1.0,0.9435430871835396
221,mp-1999,Sb8O12,Sb2O3,1.0,0.9999999863661484,1.0,0.9782608695652174,1.0,0.9129581502455933,1.0,0.995819658450249
222,mp-2008,Fe2As4,FeAs2,1.0,0.999999307987787,1.0,1.0,1.0,0.9067904149390948,1.0,0.9883072831983738
223,mp-2030,Ru4S8,RuS2,1.0,0.9779847327873116,1.0,0.9574468085106383,1.0,0.7091686919041997,1.0,0.8926509384942679
224,mp-2063,Pr2O3,Pr2O3,1.0,0.9984506736219371,1.0,0.9047619047619048,1.0,0.8906075746373117,1.0,0.985920622785149
227,mp-2071,Zn24P16,Zn3P2,1.0,0.999915251944011,1.0,0.9772727272727273,1.0,0.6601423189508041,1.0,0.885032984783665
230,mp-2076,Zr1Se2,ZrSe2,1.0,0.9995685295169764,1.0,1.0,1.0,0.8693218623690153,1.0,0.947463708913427
231,mp-2079,Rb4P6,Rb2P3,1.0,0.9999759823496742,1.0,0.9782608695652174,1.0,0.5992902485234296,1.0,0.6558634118093831
233,mp-2095,Rb8Te12,Rb2Te3,1.0,0.911893083035155,1.0,0.7333333333333333,1.0,0.5126987557761711,1.0,0.6165680628649522
234,mp-2097,Sn2O2,SnO,1.0,0.9999896472293035,1.0,0.9539748953974896,1.0,0.9209656387590449,1.0,0.9790738192601732
235,mp-2114,Y1N1,YN,1.0,0.999999937254504,1.0,1.0,1.0,0.9478546020327754,1.0,0.9517375397540417
236,mp-2117,Tb1N1,TbN,1.0,0.9999999980057073,1.0,1.0,1.0,0.945594777163291,1.0,0.9848319817393331
237,mp-2133,Zn2O2,ZnO,1.0,0.8481802562877898,1.0,0.896551724137931,1.0,0.7293048256254316,1.0,0.922884482547043
238,mp-2136,Sb8O12,Sb2O3,1.0,0.9999923813982063,1.0,0.9539748953974896,1.0,0.952310778114593,1.0,0.9779766610429442
239,mp-2139,Ba8Ge16,BaGe2,1.0,0.9999980488296808,1.0,0.7714285714285715,1.0,0.785466543644891,1.0,0.9459331393660374
243,mp-2160,Sb8Se12,Sb2Se3,1.0,0.98504557882966,1.0,0.7333333333333333,1.0,0.7471994229296582,1.0,0.982070385089551
244,mp-2168,Sn2Se2,SnSe,1.0,0.9997347065786905,1.0,0.8125,1.0,0.7297409095599352,1.0,0.962180543185954
245,mp-2176,Zn1Te1,ZnTe,0.0,0.3911123826034799,1.0,1.0,1.0,0.6971491182257337,1.0,0.9007922957443933
246,mp-2201,Pb1Se1,PbSe,1.0,0.9999999947896774,1.0,1.0,1.0,0.8780038371782513,1.0,0.9843192885510437
247,mp-2229,Zn1O1,ZnO,1.0,0.9999999113517525,1.0,1.0,1.0,0.8995152086592598,1.0,0.9601731371344074
248,mp-2231,Sn4S4,SnS,1.0,0.9999969062349268,1.0,0.9696969696969697,1.0,0.9099308021328213,1.0,0.9673914709748898
249,mp-2232,C2S4,CS2,1.0,0.9999870338372576,1.0,1.0,1.0,0.9149895496684869,1.0,0.9917736845115762
250,mp-2234,Er12S18,Er2S3,1.0,0.9997686697913681,1.0,1.0,1.0,0.8778057940355776,1.0,0.9697308075936868
251,mp-2242,Ge4S4,GeS,1.0,0.9998073367605784,1.0,0.9696969696969697,1.0,0.8555702783597967,1.0,0.9922178386390573
252,mp-2245,Si12N16,Si3N4,1.0,0.9999920769787846,1.0,0.896551724137931,1.0,0.8603022498975557,1.0,0.8973751915473718
253,mp-2247,Ag2N6,AgN3,1.0,0.9999947600420233,1.0,1.0,1.0,0.9348640517731353,1.0,0.9699950910845717
