material_id,MP_sg,OQMD_sg,AFLOW_sg_orig,AFLOW_sg_relax
mp-23398,14,14,14,14
mp-23399,62,62,,
mp-23400,173,173,,
mp-23403,14,,,
mp-23404,62,62,,
mp-23405,225,225,,
mp-23406,225,225,,
mp-23407,4,4,4,4
mp-23408,62,,,
mp-23411,128,128,,
mp-23412,82,82,,
mp-23413,52,52,,
mp-23416,62,62,,
mp-23417,140,140,,
mp-23418,199,199,,
mp-23419,14,14,,
mp-23420,218,,,
mp-23421,15,15,,
mp-23423,14,,,
mp-23425,225,225,,
mp-23426,55,55,55,55
mp-23427,41,,,
mp-23431,63,63,63,63
mp-23432,129,129,129,129
mp-23434,14,,,
mp-23435,166,12,,
mp-23436,167,167,,
mp-23442,62,62,,
mp-23444,85,85,85,85
mp-23446,36,,,
mp-23450,88,,,
mp-23451,194,,,
mp-23452,14,14,,
mp-23453,205,,,
mp-23454,63,63,,
mp-23456,15,15,,
mp-23457,62,,,
mp-23465,225,225,,
mp-23467,140,140,,
mp-23474,12,12,12,12
mp-23475,225,225,,
mp-23476,205,,,
mp-23477,15,,,
mp-23480,29,,,
mp-23481,62,,,
mp-23484,139,139,,
mp-23485,82,82,82,82
mp-23486,194,194,,
mp-23487,1,1,,
mp-23488,140,,,
mp-23489,62,62,62,62
mp-23492,197,197,,
mp-23493,86,,86,86
mp-23494,197,197,,
mp-23495,11,11,,
mp-23496,62,62,,
mp-23497,62,,,
mp-23498,13,13,,
mp-23499,225,225,,
mp-23501,161,161,,
mp-23503,163,15,,
mp-23504,140,140,,
mp-23505,225,225,,
mp-23506,15,15,,
mp-23507,140,140,,
mp-23513,225,225,,
mp-23514,62,62,,
mp-23515,33,,,
mp-23517,62,62,,
mp-23519,55,55,,
mp-23520,140,140,,
mp-23522,60,60,,
mp-23526,62,62,,
mp-23528,14,14,,
mp-23534,140,140,,
mp-23535,4,4,,
mp-23536,2,2,,
mp-23539,140,140,,
mp-23541,140,140,,
mp-23543,72,,,
mp-23544,4,,4,4
mp-23546,148,148,,
mp-23547,174,6,174,174
mp-23549,62,,,
mp-23550,140,140,,
mp-23552,14,,14,14
mp-23553,62,62,,
mp-23558,34,34,34,34
mp-23559,148,148,,
mp-23560,220,,,
mp-23562,88,88,,
mp-23563,2,,,
mp-23565,79,79,,
mp-23566,29,,,
mp-23567,55,55,,
mp-23568,62,,,
mp-23569,13,13,,
mp-23571,140,140,,
mp-23572,14,,,
mp-23574,62,,,
mp-23575,14,,,
mp-23576,121,121,,
mp-23578,161,,,
mp-23581,219,,,
mp-23582,166,166,,
mp-23583,141,,,
mp-23586,12,12,,
mp-23587,62,62,,
mp-23592,205,,,
mp-23595,14,14,,
mp-23598,19,,,
mp-23609,161,,,
mp-23611,139,139,,
mp-23612,160,160,,
mp-23614,36,36,,
mp-23617,219,,,
mp-23621,14,,,
mp-23622,62,,,
mp-23623,34,,,
mp-23626,14,14,,
mp-23628,219,,,
mp-23632,62,,,
mp-23634,61,,,
mp-23635,2,2,,
mp-23636,15,,,
mp-23637,12,12,,
mp-23642,2,2,,
mp-23643,176,,,
mp-23644,198,198,,
mp-23645,19,,,
mp-23648,218,218,,
mp-23650,61,,,
mp-23651,218,,,
mp-23652,62,,,
mp-23653,203,,,
mp-23655,218,,,
mp-23656,218,,,
mp-23657,225,225,,
mp-23659,218,,,
mp-23660,176,,,
mp-23662,61,61,,
mp-23664,160,160,,
mp-23666,14,,,
mp-23667,43,,,
mp-23668,14,,,
mp-23672,122,,,
mp-23674,14,14,,
mp-23675,129,129,,
mp-23680,11,11,,
mp-23682,61,,,
mp-23683,161,161,,
mp-23684,15,15,,
mp-23685,61,,,
mp-23686,13,,,
mp-23688,61,,,
mp-23689,14,,,
mp-23690,15,15,,
mp-23691,202,202,,
mp-23697,139,139,,
mp-23700,62,62,,
mp-23701,4,,,
mp-23702,82,82,,
mp-23703,225,225,,
mp-23704,88,88,,
mp-23705,14,14,,
mp-23707,2,,,
mp-23709,164,164,,
mp-23710,136,136,,
mp-23711,60,60,,
mp-23712,62,62,,
mp-23713,62,62,62,62
mp-23714,62,,,
mp-23715,62,62,62,62
mp-23716,14,,,
mp-23717,2,2,,
mp-23718,2,,,
mp-23719,4,4,,
mp-23720,15,15,,
mp-23723,11,11,,
mp-23724,2,2,,
mp-23729,221,221,,
mp-23730,62,62,,
mp-23731,148,,,
mp-23734,61,,,
mp-23736,161,161,,
mp-23737,221,221,,
mp-23738,194,194,,
mp-23739,14,,,
mp-23740,62,62,,
mp-23742,14,,,
mp-23743,167,167,,
mp-23745,12,12,,
mp-23748,14,,,
mp-23749,14,,,
mp-23750,11,11,,
mp-23751,166,166,,
mp-23752,139,139,,
mp-23755,14,,,
mp-23758,166,166,,
mp-23759,194,194,,
mp-23763,225,225,,
mp-23764,157,157,,
mp-23768,74,74,,
mp-23771,160,160,,
mp-23772,193,,,
mp-23774,166,166,,
mp-23776,14,,,
mp-23777,14,,,
mp-23778,113,113,,
mp-23779,15,15,,
mp-23780,14,,,
mp-23781,15,15,,
mp-23783,15,,,
mp-23784,61,,,
mp-23785,186,186,,
mp-23787,14,,,
mp-23789,164,164,,
mp-23790,59,,,
mp-23791,2,2,2,2
mp-23792,2,2,,
mp-23794,186,186,,
mp-23795,12,,,
mp-23797,186,186,,
mp-23798,14,14,,
mp-23799,2,2,,
mp-23800,61,,,
mp-23801,62,,,
mp-23803,31,31,,
mp-23804,225,225,,
mp-23806,61,,,
mp-23807,31,31,,
mp-23808,2,2,,
mp-23809,2,2,,
mp-23810,61,,,
mp-23811,15,,,
mp-23815,19,,,
mp-23818,221,,,
mp-23819,14,,,
mp-23821,15,15,,
mp-23823,14,,,
mp-23827,174,174,,
mp-23828,174,174,,
mp-23831,14,14,,
mp-23835,15,,,
mp-23837,160,160,,
mp-23838,14,,,
mp-23839,15,15,,
mp-23843,19,19,,
mp-23844,19,19,,
mp-23846,140,140,,
mp-23849,4,4,,
mp-23850,70,70,,
mp-23852,15,15,,
mp-23853,12,12,,
mp-23856,129,129,,
mp-23857,228,,,
mp-23858,14,14,,
mp-23859,129,129,,
mp-23860,129,129,,
mp-23861,129,129,,
mp-23862,129,129,129,129
mp-23866,19,19,,
mp-23870,225,225,,
mp-23871,5,5,,
mp-23872,15,,,
mp-23875,53,,,
mp-23876,62,62,,
mp-23877,19,,,
mp-23879,164,164,164,164
mp-23880,12,12,,
mp-23881,14,,,
mp-23882,230,,,
mp-23883,61,,,
mp-23884,122,122,,
mp-23885,150,,,
mp-23887,146,,,
mp-23888,146,,,
mp-23891,63,63,,
mp-23893,14,14,,
mp-23894,33,33,,
mp-23895,15,15,,
mp-23897,15,15,,
mp-23902,14,14,,
mp-23904,26,26,26,26
mp-23905,2,2,,
mp-23906,63,63,,
mp-23907,194,,194,194
mp-23909,19,,,
mp-23910,160,160,,
mp-23911,14,,,
mp-23912,14,,,
mp-23914,150,,,
mp-23915,62,,,
mp-23918,63,63,,
mp-23922,53,53,53,53
mp-23925,88,88,,
mp-23926,55,,,
mp-23927,56,,,
mp-23928,2,2,,
mp-23929,14,,,
mp-23930,62,62,,
mp-23931,33,33,,
mp-23933,167,167,167,167
mp-23934,19,,,
mp-23939,92,92,92,92
mp-23940,11,11,,
mp-23942,148,,,
mp-23944,176,,,
mp-23945,11,,,
mp-23947,130,130,,
mp-23948,130,130,,
mp-23949,221,221,,
mp-23950,225,225,,
mp-23951,225,225,,
mp-23956,139,139,,
mp-23957,15,15,,
mp-23958,13,,,
mp-23959,43,43,,
mp-23961,198,,,
mp-23963,19,19,19,19
mp-23965,14,14,,
mp-23966,15,15,,
mp-23967,15,15,,
mp-23968,15,15,,
mp-23969,15,15,,
mp-23970,52,,,
mp-23973,31,31,,
mp-23975,12,12,,
mp-23977,62,62,,
mp-23979,15,15,,
mp-23980,12,12,,
mp-23983,87,87,,
mp-23984,205,,,
mp-23985,186,36,,
mp-23986,2,2,,
mp-23989,13,,,
mp-23991,19,,,
mp-23993,14,14,,
mp-23994,70,70,,
mp-23995,176,176,,
mp-23996,120,120,,
mp-23998,216,216,,
mp-23999,14,,,
mp-24001,2,2,,
mp-24004,58,58,,
mp-24006,205,,,
mp-24007,11,11,,
mp-24008,62,,,
mp-24009,166,166,,
mp-24012,187,187,,
mp-24013,228,,,
mp-24015,62,62,,
mp-24018,19,19,,
mp-24019,14,14,,
mp-24020,205,,,
mp-24022,19,,,
mp-24025,12,12,,
mp-24026,2,2,,
mp-24029,63,,,
mp-24030,164,164,,
mp-24034,14,14,,
mp-24036,63,63,,
mp-24037,148,,,
mp-24038,14,,,
mp-24040,31,31,,
mp-24041,15,15,,
mp-24043,148,148,,
mp-24045,61,,,
mp-24046,205,,,
mp-24050,14,14,,
mp-24052,198,198,,
mp-24053,61,,,
mp-24055,19,,,
mp-24056,205,,,
mp-24058,61,,,
mp-24064,19,19,,
mp-24065,2,,,
mp-24066,186,186,,
mp-24067,11,11,,
mp-24068,12,12,,
mp-24069,14,14,,
mp-24071,14,,,
mp-24072,14,,,
mp-24073,176,176,176,176
mp-24074,176,176,176,176
mp-24075,176,176,,
mp-24076,176,176,,
mp-24079,14,,,
mp-24084,225,225,,
mp-24087,88,88,88,88
mp-24088,14,,,
mp-24090,15,15,15,15
mp-24091,140,140,,
mp-24093,186,,186,186
mp-24097,185,185,,
mp-24099,166,,,
mp-24100,148,,,
mp-24102,2,,,
mp-24103,136,,,
mp-24104,1,1,,
mp-24105,164,12,164,12
mp-24108,205,,,
mp-24109,14,,,
mp-24111,14,,,
mp-24112,14,,,
mp-24113,164,164,,
mp-24116,205,,,
mp-24117,205,,,
mp-24118,114,,,
mp-24119,227,227,227,227
mp-24120,9,9,,
mp-24121,176,176,,
mp-24123,202,202,,
mp-24124,11,11,,
mp-24125,61,,61,61
mp-24126,230,,,
mp-24128,88,88,,
mp-24129,12,12,,
mp-24130,15,15,,
mp-24133,14,,,
mp-24136,202,202,,
mp-24141,14,14,,
mp-24142,74,74,,
mp-24144,114,,,
mp-24145,15,,,
mp-24148,71,71,,
mp-24150,71,71,,
mp-24156,61,,,
mp-24157,33,,,
mp-24160,61,,,
mp-24165,4,,,
mp-24170,14,,,
mp-24171,14,,,
mp-24172,14,14,,
mp-24174,87,87,,
mp-24179,14,,,
mp-24180,14,,,
mp-24181,5,5,,
mp-24182,14,,,
mp-24193,61,,,
mp-24195,142,,,
mp-24196,14,,,
mp-24197,14,,,
mp-24198,228,,,
mp-24199,166,166,,
mp-24200,36,36,36,36
mp-24204,129,,129,129
mp-24205,129,,,
mp-24207,14,,,
mp-24211,14,,,
mp-24212,62,62,,
mp-24214,14,,,
mp-24215,2,2,,
mp-24216,62,,,
mp-24217,176,176,,
mp-24220,14,,,
mp-24227,225,225,,
mp-24228,14,,,
mp-24229,15,,,
mp-24230,15,,,
mp-24231,12,12,,
mp-24232,14,,,
mp-24234,15,15,,
mp-24235,14,,,
mp-24239,202,202,,
mp-24240,166,166,,
mp-24241,166,166,,
mp-24250,15,15,,
mp-24262,14,14,,
mp-24263,2,2,,
mp-24266,62,62,,
mp-24267,2,,,
mp-24270,14,14,,
mp-24272,2,,,
mp-24273,2,,,
mp-24277,14,,,
mp-24283,14,,,
mp-24290,62,,,
mp-24292,225,225,,
mp-24294,57,57,,
mp-24296,15,15,,
mp-24297,15,15,,
mp-24298,15,15,,
mp-24300,2,,,
mp-24302,14,,,
mp-24303,12,,,
mp-24307,2,2,,
mp-24308,14,,,
mp-24312,130,,,
mp-24313,14,,,
mp-24316,15,15,,
mp-24328,57,57,,
mp-24332,14,,,
mp-24333,13,,,
mp-24335,19,,,
mp-24336,12,12,,
mp-24337,62,62,,
mp-24338,193,193,,
mp-24340,2,2,,
mp-24341,11,11,,
mp-24342,62,62,,
mp-24345,2,2,,
mp-24347,14,,,
mp-24348,2,2,,
mp-24350,14,,,
mp-24354,19,,,
mp-24355,61,,,
mp-24356,62,62,,
mp-24357,14,,,
mp-24359,61,,,
mp-24361,2,2,,
mp-24362,14,,,
mp-24363,14,,,
mp-24364,2,2,,
mp-24366,14,,,
mp-24367,14,,,
mp-24369,4,,,
mp-24370,15,,,
mp-24375,88,88,,
mp-24376,148,,,
mp-24377,14,,,
mp-24381,14,14,,
mp-24383,142,142,,
mp-24384,14,14,,
mp-24385,14,,,
mp-24389,9,9,,
mp-24390,1,1,,
mp-24391,2,,,
mp-24392,2,,,
mp-24396,19,,,
mp-24397,14,,,
mp-24398,14,,,
mp-24399,2,,,
mp-24402,19,19,,
mp-24405,2,,,
mp-24407,2,2,,
mp-24409,129,129,,
mp-24410,12,12,,
mp-24411,225,225,,
mp-24412,225,,,
mp-24413,14,14,,
mp-24419,221,221,,
mp-24421,15,15,,
mp-24422,129,,,
mp-24423,129,,,
mp-24424,129,129,,
mp-24426,14,,,
mp-24428,11,,,
mp-24430,228,,,
mp-24431,148,148,,
mp-24433,2,2,,
mp-24436,15,,,
mp-24438,14,,,
mp-24440,198,,,
mp-24445,15,,,
mp-24446,62,62,,
mp-24447,205,,,
mp-24452,2,2,,
mp-24456,4,,,
mp-24460,14,,,
mp-24461,107,107,,
mp-24463,62,62,,
mp-24464,14,,,
mp-24465,14,,,
mp-24468,33,33,,
mp-24469,9,,,
mp-24470,15,,,
mp-24473,33,,,
mp-24474,2,,,
mp-24475,14,,,
mp-24476,14,,,
mp-24479,15,15,,
mp-24480,2,,,
mp-24488,2,2,,
mp-24500,92,,,
mp-24502,14,14,,
mp-24504,194,,194,194
mp-24505,2,,,
mp-24507,198,,,
mp-24508,2,,,
mp-24509,19,,,
mp-24510,15,15,,
mp-24516,2,,,
mp-24517,139,139,,
mp-24523,205,,,
mp-24528,2,2,,
mp-24534,15,15,,
mp-24536,14,,,
mp-24537,14,14,,
mp-24538,14,,,
mp-24540,2,2,,
mp-24544,14,,,
mp-24546,14,14,,
mp-24547,14,14,,
mp-24550,15,15,,
mp-24554,205,,,
mp-24555,63,63,,
mp-24559,136,,,
mp-24560,52,52,,
mp-24563,176,176,,
mp-24565,62,62,,
mp-24566,14,,,
mp-24570,15,,,
mp-24573,14,,,
mp-24574,19,,,
mp-24576,62,62,,
mp-24577,148,148,,
mp-24578,15,,,
mp-24585,33,33,,
mp-24586,15,,,
mp-24589,11,11,,
mp-24591,14,14,,
mp-24595,1,1,,
mp-24597,2,2,,
mp-24598,14,,,
mp-24599,173,,,
mp-24601,2,2,,
mp-24603,33,,,
mp-24606,14,,,
mp-24608,63,63,,
mp-24609,15,15,,
mp-24610,33,33,,
mp-24614,33,,,
mp-24615,33,33,,
mp-24617,14,,,
mp-24618,60,,,
mp-24619,60,,,
mp-24620,2,2,,
mp-24623,14,,,
mp-24624,14,,,
mp-24625,19,19,,
mp-24635,2,2,,
mp-24638,12,,,
mp-24640,61,,,
mp-24645,176,176,176,176
mp-24646,15,,,
mp-24648,14,,,
mp-24653,62,,,
mp-24654,2,,,
mp-24656,61,,,
mp-24657,2,2,,
mp-24662,64,64,,
mp-24664,2,,,
mp-24668,140,,,
mp-24674,15,,,
mp-24680,148,,,
mp-24681,148,,,
mp-24682,148,,,
mp-24683,2,2,,
mp-24688,14,,,
mp-24694,142,,,
mp-24696,143,,,
mp-24705,1,,,
mp-24708,14,,,
mp-24710,14,,,
mp-24712,2,,,
mp-24714,15,15,,
mp-24721,225,225,,
mp-24729,14,,,
mp-24731,15,,,
mp-24732,14,,,
mp-24733,61,,,
mp-24741,2,2,,
mp-24742,14,,,
mp-24747,62,,,
mp-24749,14,,,
mp-24752,2,,,
mp-24755,14,,,
mp-24757,14,,,
mp-24758,14,,,
mp-24759,14,,,
mp-24761,14,,,
mp-24765,63,,,
mp-24767,18,,,
mp-24796,166,166,,
mp-24798,166,166,,
mp-24799,166,166,,
mp-24802,62,,,
mp-24809,194,194,194,194
mp-24810,62,,,
mp-24811,11,11,,
mp-24814,62,62,,
mp-24816,2,2,,
mp-24817,2,2,,
mp-24818,2,2,,
mp-24822,128,128,,
mp-24824,14,,,
mp-24827,2,2,,
mp-24828,2,2,,
mp-24830,14,,,
mp-24831,2,,,
mp-24834,56,56,56,56
mp-24835,2,2,,
mp-24971,51,51,51,51
mp-25053,225,225,,
mp-25082,62,,,
mp-25210,166,12,12,12
mp-25223,164,,,
mp-25265,62,,,
mp-25275,227,,,
mp-25279,59,59,,
mp-25288,62,62,,
mp-25294,4,4,,
mp-25303,63,63,,
mp-25423,2,,,
mp-25469,12,12,12,12
mp-25486,14,,14,14
mp-25983,14,,,
mp-25991,14,14,,
mp-26009,11,,,
mp-26091,2,2,,
mp-26093,63,63,,
mp-26095,62,,,
mp-26629,4,,,
mp-26963,62,62,,
mp-26975,165,,,
mp-26980,62,,,
mp-26981,4,4,,
mp-26982,4,,,
mp-26985,14,,,
mp-26991,19,,,
mp-27013,165,,,
mp-27123,62,62,,
mp-27125,225,225,,
mp-27126,166,166,,
mp-27129,39,,,
mp-27130,2,2,,
mp-27132,64,64,,
mp-27133,73,,73,73
mp-27135,14,,,
mp-27138,123,123,,
mp-27140,12,12,,
mp-27141,14,,,
mp-27144,114,,,
mp-27146,14,,,
mp-27147,62,,,
mp-27148,15,15,15,15
mp-27149,189,,,
mp-27150,2,2,,
mp-27153,12,12,,
mp-27154,62,62,,
mp-27156,14,,,
mp-27161,142,,,
mp-27164,14,14,14,14
mp-27167,20,20,,
mp-27168,2,2,,
mp-27169,57,,,
mp-27171,5,5,5,5
mp-27172,167,167,,
mp-27173,2,2,2,2
mp-27175,70,70,,
mp-27176,148,148,,
mp-27178,2,2,2,2
mp-27180,14,14,,
mp-27181,7,7,,
mp-27182,12,12,,
mp-27184,2,,,
mp-27189,219,,,
mp-27192,213,213,,
mp-27193,160,160,,
mp-27194,12,12,,
mp-27195,11,11,,
mp-27197,15,15,,
mp-27198,29,,29,29
mp-27199,62,62,,
mp-27200,14,14,,
mp-27202,14,,,
mp-27205,88,88,,
mp-27207,139,139,,
mp-27208,194,194,,
mp-27209,144,,,
mp-27211,82,,,
mp-27212,14,,,
mp-27213,14,,14,14
mp-27214,221,221,,
mp-27215,12,,12,12
mp-27218,14,,,
mp-27219,135,135,,
mp-27220,36,,,
mp-27221,148,,148,148
mp-27222,2,,,
mp-27227,72,,,
mp-27228,147,,,
mp-27229,37,,,
mp-27230,18,18,,
mp-27231,15,,,
mp-27234,4,,4,4
mp-27235,19,,,
mp-27238,14,,,
mp-27239,63,,,
mp-27240,2,2,,
mp-27241,14,,,
mp-27243,123,,,
mp-27245,14,,,
mp-27246,59,59,,
mp-27247,12,,12,12
mp-27250,62,62,,
mp-27251,64,,,
mp-27252,62,,,
mp-27253,43,,43,43
mp-27254,63,,,
mp-27255,109,,,
mp-27256,2,,,
mp-27257,62,,,
mp-27260,62,,,
mp-27263,139,,,
mp-27264,60,,,
mp-27265,148,,148,148
mp-27267,61,,,
mp-27272,214,,,
mp-27274,137,,137,137
mp-27275,14,14,,
mp-27277,33,33,,
mp-27278,56,,,
mp-27280,55,,,
mp-27281,12,12,,
mp-27283,14,14,,
mp-27284,45,,,
mp-27286,52,,,
mp-27288,14,,,
mp-27290,2,,,
mp-27291,141,,,
mp-27292,14,,,
mp-27293,128,,,
mp-27294,221,221,,
mp-27295,55,,,
mp-27297,14,,,
mp-27300,12,,,
mp-27301,15,15,,
mp-27303,72,72,,
mp-27304,225,225,,
mp-27307,14,14,,
mp-27308,54,,,
mp-27309,62,,,
mp-27310,15,,,
mp-27311,12,12,,
mp-27312,14,,,
mp-27313,146,,,
mp-27314,2,2,,
mp-27316,4,,,
mp-27317,11,11,,
mp-27322,18,18,,
mp-27331,15,15,,
mp-27332,140,140,,
mp-27333,140,140,,
mp-27336,20,,,
mp-27337,63,63,,
mp-27338,14,,,
mp-27339,14,14,,
mp-27341,57,57,,
mp-27342,14,14,,
mp-27343,2,2,,
mp-27344,110,,,
mp-27345,13,13,,
mp-27346,14,,,
mp-27349,62,62,,
mp-27351,14,14,,
mp-27352,52,,,
mp-27353,14,,,
mp-27354,62,62,,
mp-27355,137,,,
mp-27356,62,62,62,62
mp-27357,176,,,
mp-27358,14,14,,
mp-27361,2,2,,
mp-27362,12,12,,
mp-27365,19,,19,19
mp-27366,185,1,,
mp-27367,29,29,,
mp-27369,11,11,,
mp-27370,189,189,,
mp-27373,62,62,,
mp-27374,61,,,
mp-27375,128,128,,
mp-27376,38,,,
mp-27377,164,164,,
mp-27378,14,,,
mp-27379,15,,,
mp-27381,62,62,,
mp-27382,14,,,
mp-27383,14,,,
mp-27384,29,29,,
mp-27385,88,88,,
mp-27386,12,12,,
mp-27389,14,,,
mp-27390,36,36,,
mp-27391,12,12,,
mp-27394,14,14,,
mp-27397,12,12,,
mp-27398,52,52,,
mp-27399,19,19,,
mp-27400,62,62,,
mp-27401,88,88,,
mp-27403,88,,,
mp-27404,2,2,2,2
mp-27405,155,155,,
mp-27407,216,,,
mp-27409,194,194,,
mp-27411,26,26,,
mp-27412,62,,,
mp-27417,163,15,,
mp-27418,47,,,
mp-27419,148,148,,
mp-27420,148,148,,
mp-27421,148,148,,
mp-27422,148,148,,
mp-27424,63,,63,63
mp-27425,62,62,,
mp-27426,62,,,
mp-27428,62,62,,
mp-27430,62,,,
mp-27431,14,,,
mp-27436,15,15,,
mp-27437,85,85,,
mp-27438,166,166,,
mp-27439,129,129,,
mp-27441,15,15,,
mp-27442,5,,,
mp-27445,2,2,,
mp-27449,58,58,,
mp-27450,14,,,
mp-27451,19,,,
mp-27452,14,,,
mp-27453,146,146,,
mp-27455,12,12,,
mp-27456,62,62,62,62
mp-27457,19,19,,
mp-27461,61,61,61,61
mp-27462,16,16,16,16
mp-27465,29,29,,
mp-27466,229,,165,165
mp-27472,2,2,,
mp-27473,14,,,
mp-27474,141,,,
mp-27477,176,176,,
mp-27478,139,139,,
mp-27479,14,,,
mp-27480,12,,,
mp-27482,15,15,,
mp-27483,137,137,,
mp-27484,166,166,,
mp-27485,61,61,,
mp-27486,14,,,
mp-27487,164,147,,
mp-27488,63,63,,
mp-27492,63,63,63,63
mp-27493,14,,,
mp-27494,64,,,
mp-27499,62,62,,
mp-27500,13,13,,
mp-27501,164,164,,
mp-27502,59,59,,
mp-27503,11,11,,
mp-27506,176,11,,
mp-27508,225,225,,
mp-27511,14,,,
mp-27514,19,19,,
mp-27515,14,14,,
mp-27517,11,11,,
mp-27519,114,114,,
mp-27522,52,52,,
mp-27525,201,,,
mp-27526,201,,,
mp-27528,205,,,
mp-27529,173,173,,
mp-27531,14,,,
mp-27532,14,14,,
mp-27535,14,14,14,14
mp-27537,60,,,
mp-27539,87,87,,
mp-27540,14,14,14,14
mp-27543,62,,62,62
mp-27544,164,,,
mp-27545,15,15,,
mp-27546,129,,129,129
mp-27548,14,,,
mp-27552,63,,,
mp-27553,15,15,,
mp-27554,213,,213,213
mp-27556,14,,,
mp-27557,14,,,
mp-27559,147,147,,
mp-27562,71,71,,
mp-27564,15,15,,
mp-27565,63,63,63,63
mp-27569,147,147,,
mp-27570,62,62,,
mp-27573,173,173,,
mp-27575,88,,,
mp-27576,15,,,
mp-27577,15,15,,
mp-27579,19,19,,
mp-27580,55,,,
mp-27581,174,174,,
mp-27583,4,,,
mp-27588,14,14,,
mp-27590,2,,,
mp-27594,160,160,160,160
mp-27595,62,,,
mp-27597,2,2,2,2
mp-27599,11,,,
mp-27600,64,,,
mp-27601,14,,,
mp-27604,14,,14,14
mp-27608,216,216,,
mp-27612,60,60,,
mp-27614,2,2,,
mp-27616,59,59,,
mp-27618,14,,,
mp-27622,60,,,
mp-27623,217,,,
mp-27624,12,,,
mp-27625,218,,,
mp-27626,218,,,
mp-27628,14,14,,
mp-27629,164,164,,
mp-27630,12,12,,
mp-27632,225,225,,
mp-27634,14,14,,
mp-27635,225,225,,
mp-27636,225,225,,
mp-27637,166,166,,
mp-27640,19,19,19,19
mp-27641,62,62,,
mp-27642,14,14,,
mp-27643,14,,,
mp-27647,14,14,14,14
mp-27648,62,62,,
mp-27649,141,141,,
mp-27650,33,,,
mp-27653,14,14,,
mp-27655,62,62,,
mp-27656,12,12,,
mp-27657,14,,,
mp-27662,62,62,,
mp-27664,2,2,,
mp-27666,12,,,
mp-27669,13,,,
mp-27670,2,2,,
mp-27673,142,,,
mp-27674,19,,,
mp-27678,12,12,,
mp-27680,12,12,,
mp-27681,70,70,70,70
mp-27684,11,11,,
mp-27686,2,,,
mp-27687,142,142,142,142
mp-27688,14,14,,
mp-27689,129,129,,
mp-27690,139,,,
mp-27691,225,225,,
mp-27692,14,,,
mp-27694,14,14,,
mp-27697,14,14,,
mp-27698,148,148,,
mp-27699,4,4,,
mp-27700,14,14,,
mp-27701,13,,,
mp-27702,59,59,,
mp-27703,59,59,,
mp-27704,157,157,,
mp-27708,12,12,12,12
mp-27709,58,,,
mp-27712,71,71,,
mp-27713,71,71,,
mp-27714,62,62,,
mp-27716,12,12,,
mp-27717,57,,,
mp-27722,14,,,
mp-27723,11,,,
mp-27724,23,,23,23
mp-27725,138,,138,138
mp-27726,41,,,
mp-27727,88,,,
mp-27729,2,,,
mp-27734,148,2,,
mp-27735,14,,,
mp-27736,2,2,,
mp-27738,62,,,
mp-27739,14,,,
mp-27741,14,,,
mp-27742,60,60,,
mp-27743,87,87,87,87
mp-27747,14,14,,
mp-27748,14,,,
mp-27749,15,15,,
mp-27750,14,,,
mp-27752,15,,,
mp-27753,14,,,
mp-27754,79,,,
mp-27755,4,,,
mp-27758,63,63,,
mp-27761,130,130,,
mp-27764,194,,,
mp-27767,113,,,
mp-27770,12,,,
mp-27773,14,,14,14
mp-27774,15,,,
mp-27776,14,14,,
mp-27779,201,,,
mp-27780,61,,,
mp-27782,87,87,,
mp-27783,61,,,
mp-27786,36,36,,
mp-27787,2,2,,
mp-27788,2,2,,
mp-27790,14,,,
mp-27791,190,190,,
mp-27792,60,,,
mp-27794,91,,,
mp-27798,14,14,,
mp-27801,140,140,,
mp-27802,11,11,,
mp-27804,68,,,
mp-27805,62,62,,
mp-27806,87,87,,
mp-27807,15,,,
mp-27808,63,,,
mp-27809,105,105,105,105
mp-27811,14,14,,
mp-27814,166,166,166,166
mp-27815,136,136,,
mp-27818,14,,,
mp-27820,19,19,,
mp-27821,8,8,8,8
mp-27823,129,129,,
mp-27824,113,113,,
mp-27827,225,225,,
mp-27828,225,225,,
mp-27829,225,225,,
mp-27830,225,225,,
mp-27831,225,225,,
mp-27832,225,225,,
mp-27833,225,225,,
mp-27834,225,225,,
mp-27837,166,166,,
mp-27839,225,225,,
mp-27841,59,59,,
mp-27842,59,59,,
mp-27843,212,,,
mp-27845,61,,,
mp-27849,59,59,,
mp-27850,59,59,,
mp-27851,199,199,,
mp-27852,199,199,,
mp-27853,199,199,,
mp-27854,82,82,,
mp-27855,11,11,11,11
mp-27857,15,15,,
mp-27859,2,2,,
mp-27862,162,162,,
mp-27863,59,59,65,65
mp-27864,14,14,14,14
mp-27865,62,62,,
mp-27866,14,14,,
mp-27868,2,2,,
mp-27869,166,166,,
mp-27871,12,12,,
mp-27876,61,61,,
mp-27878,2,2,,
mp-27880,64,,,
mp-27882,225,225,,
mp-27887,11,11,,
mp-27888,121,121,,
mp-27891,58,58,,
mp-27892,15,15,,
mp-27893,62,62,,
mp-27896,2,2,2,2
mp-27897,19,19,19,19
mp-27899,62,62,,
mp-27901,229,229,,
mp-27904,14,14,,
mp-27907,1,,,
mp-27910,166,166,,
mp-27911,14,14,,
mp-27912,164,164,,
mp-27913,166,166,166,166
mp-27914,217,217,,
mp-27915,14,14,,
mp-27916,166,166,166,166
mp-27917,160,160,,
mp-27920,185,185,,
mp-27921,62,,,
mp-27922,164,164,164,164
mp-27925,33,,,
mp-27926,15,15,,
mp-27927,12,12,,
mp-27928,147,2,,
mp-27931,19,19,,
mp-27934,186,186,,
