,material_id,full_formula,band_gap,is_gap_direct,direct_gap,p_ex1_norm,p_ex1_degen,n_ex1_norm,n_ex1_degen,cbm_hybridization,cbm_character_1,cbm_specie_1,cbm_location_1,cbm_score_1,vbm_hybridization,vbm_character_1,vbm_specie_1,vbm_location_1,vbm_score_1
5294,mp-557250,Hg4I4N4O12,1.9661,1.0,1.9661,0.0,1.0,0.0,1.0,2.9218346580031387,s,Hg,0.75;0.077776;0.786403,0.11114850225796324,2.8450694912921666,p,O,0.75;0.431148;0.295739,0.09054049000720484
5295,mp-557272,Al4S8N8Cl16,,,,,,,,3.036586983672428,p,S,0.446112;0.030016;0.757169,0.06686419633874155,2.8686455285304238,p,Cl,0.261832;0.828785;0.27872,0.07335698203177766
5296,mp-557454,Ba4V8Cu8O32,,,,,,,,,,,,,,,,,
5297,mp-557595,Ca6V12Cu6O42,,,,,,,,,,,,,,,,,
5298,mp-557611,Mn4Si4Pb4O18,1.3527000000000005,0.0,1.3742,0.0,1.0,0.5439282866932816,2.0,1.7583844105963915,d,Mn,0.685147;0.314853;0.75,0.39774767337598654,2.8578685145233984,d,Mn,0.413154;0.413154;0.5,0.1330091547624423
5299,mp-557904,Sb8Se16S8N16F48,1.5543,0.0,1.5614,0.08333333,2.0,0.5,1.0,4.139409443391875,p,Se,0.294201;0.36187;0.464927,0.038564139979250886,3.9335607583392536,p,N,0.394372;0.89476;0.187071,0.05608663302596387
5300,mp-557980,Cu4S16Br4N16,,,,,,,,3.71557525669005,p,S,0.423279;0.739202;0.151707,0.04329896907216492,2.3674275021368496,d,Cu,0.3321;0.371873;0.419867,0.2016579773636863
5301,mp-558046,K4Mn4F12,3.2062,0.0,3.218,0.7071067811865476,1.0,0.0,1.0,1.7782930601571545,d,Mn,0.5;0.0;0.5,0.2340522263013685,2.0452127158141367,d,Mn,0.5;0.0;0.0,0.2094377689255008
5302,mp-558057,Li2Cd2Co2F12,,,,,,,,,,,,,,,,,
5303,mp-558085,K4Na4Ge4O12,3.0403,0.0,3.0404,0.08333333,2.0,0.0,1.0,3.646446776355309,s,Ge,0.001432;0.130502;0.950992,0.0635312606206284,2.47151307137604,p,O,0.068359;0.138094;0.794189,0.13818746136974575
5304,mp-558136,Te8W2O10F40,,,,,,,,4.1619199606698505,s,Te,0.297403;0.813577;0.579422,0.044676526785786486,2.9242888628301467,p,O,0.756395;0.549642;0.475223,0.10385485085981204
5305,mp-558174,Tl8Sb24As16S64,,,,,,,,,,,,,,,,,
5306,mp-558186,Rb4Lu12F40,,,,,,,,4.221937432234418,s,Lu,0.523462;0.979937;0.387109,0.04955485905981175,3.1340041127776272,p,F,0.343269;0.081943;0.17222,0.08168660089002848
5307,mp-558272,Na6Th2P6O22,4.9779,0.0,4.9881,0.5,1.0,0.0,1.0,1.0762640816785094,f,Th,0.925642;0.666551;0.709335,0.4706919716580401,3.1713486828362094,p,O,0.494483;0.498982;0.245956,0.07247123799212868
5308,mp-558702,Cs6Mn6F18,3.4556,0.0,3.4557,0.33333333,6.0,0.0,1.0,3.4306632944864583,s,Mn,0.0;0.0;0.0,0.10905144918489193,2.929163621672364,d,Mn,0.333333;0.666667;0.651818,0.10685772860631963
5309,mp-559033,V2S4N6Cl4,0.8105,0.0,0.8239000000000001,0.5,1.0,0.7071067811865476,1.0,1.9443250613011045,d,V,0.759953;0.853864;0.021745,0.3160858995285533,2.5210489307403674,d,V,0.759953;0.853864;0.021745,0.17467468963257582
5310,mp-559044,Cu2C2S2N2,2.0768,0.0,2.3018999999999994,0.0,1.0,0.4714045160769865,6.0,2.267149356154212,p,C,0.333333;0.666667;0.280488,0.20078920545855625,1.6126425533717,d,Cu,0.666667;0.333333;0.500269,0.3946805325009959
5311,mp-559277,Sr4Li4Fe4F24,,,,,,,,2.1789759336139163,d,Fe,0.584697;0.783287;0.759404,0.23400039627501484,3.3756068701916786,p,F,0.581107;0.374519;0.146164,0.04425636765628962
5312,mp-559303,Mo4S12N8Cl32,0.5145,0.0,0.5206,0.7071067811865476,1.0,0.0,1.0,3.1547389419846605,d,Mo,0.822636;0.147697;0.789979,0.1282733405666341,3.214314905980755,d,Mo,0.322636;0.352303;0.710021,0.10094066570188126
5313,mp-559470,Ag2Pb2Br2O2,0.1882999999999999,1.0,0.1882999999999999,0.0,1.0,0.0,1.0,2.3153100244050924,s,Ag,0.5;0.0;0.407818,0.2030044523213742,1.6796801335839455,p,O,0.0;0.0;0.0,0.3438659852680231
5314,mp-559560,Nd8Ti12Cl8O32,,,,,,,,2.9895476170545776,d,Ti,0.75;0.592277;0.0,0.10236280340985557,3.9621944810612972,p,Cl,0.017797;0.60146;0.577906,0.033782106540323965
5315,mp-559612,K4Li4O4,2.3803,1.0,2.3803,0.0,1.0,0.0,1.0,3.0250158317398395,s,K,0.82435;0.17565;0.0,0.09114884965904914,1.7782679761121327,p,O,0.330381;0.330381;0.167068,0.2292461098661981
5316,mp-559748,Nd4Ga4Ge8O28,2.8601,0.0,3.0473,0.5381990382820863,2.0,0.0,1.0,4.290634538148422,s,Ga,0.601301;0.785753;0.231943,0.03790307672478163,3.3472292682799205,p,O,0.609148;0.780747;0.779405,0.06503871922992695
5317,mp-559900,C4S12Br16N8,,,,,,,,,,,,,,,,,
5318,mp-559916,Na17Al5O16,2.4421,0.0,2.5202,0.4756633000619633,1.0,0.0,1.0,4.010834312771841,s,Na,0.999043;0.999043;0.487629,0.0597756608819371,2.7159461022150486,p,O,0.093219;0.46391;0.01508,0.11600301850943258
5319,mp-560139,S8Xe4N4O16F12,2.7589,0.0,2.7757,0.0,1.0,0.5,1.0,2.8122253748706414,p,Xe,0.173226;0.130397;0.32993,0.14220718040265806,3.272595471308536,p,N,0.938754;0.73742;0.179956,0.11047851428692787
5320,mp-560222,Na36S12O48F12,,,,,,,,4.846802659167488,s,Na,0.52298;0.708506;0.029861,0.01352519178617134,3.944048473841734,p,O,0.75;0.650535;0.696253,0.03028123601346152
5321,mp-560275,P12N12F24,5.8154,0.0,5.8353,0.44444444,2.0,0.0,1.0,4.320321728455658,s,N,0.138123;0.507908;0.367285,0.024307250469269192,3.2447149078519204,p,N,0.110518;0.487727;0.167672,0.08598065948643466
5322,mp-560414,Te16Mo4O20F80,,,,,,,,4.412414309659561,d,Mo,0.835581;0.329563;0.158649,0.05882107830987846,4.276199163466441,p,O,0.098983;0.568027;0.777116,0.06664381913205399
5323,mp-560434,K8S4N8O20,3.2989,0.0,3.3094,0.7071067811865476,1.0,0.0,1.0,2.9165254996989143,p,N,0.715728;0.25;0.063152,0.10999898014697912,2.9543439878718507,p,O,0.611085;0.75;0.52903,0.11367161670751735
5324,mp-560449,K3Ni2F7,3.5833000000000004,0.0,4.7903,0.5,2.0,0.5773502634161229,2.0,1.0525889537845212,d,Ni,0.096319;0.096319;0.0,0.4689140768997179,2.1613285669145723,d,Ni,0.096319;0.096319;0.0,0.20667027362572404
5325,mp-560549,Au4Se4Cl4O12,1.3674,0.0,1.4300000000000002,0.8660254037844386,1.0,0.7071067811865476,1.0,3.0751384773499435,d,Au,0.0;0.0;0.0,0.14390554865685462,2.9872711504130613,p,Cl,0.662202;0.504212;0.337767,0.11800835991352494
5326,mp-560584,Si6Ag18O21,0.17580000000000018,1.0,0.17580000000000018,0.0,1.0,0.0,1.0,4.23381378126436,d,Ag,0.458851;0.458851;0.364346,0.052161757961801516,3.6861464994204516,d,Ag,0.838176;0.140115;0.343002,0.05120057524591898
5327,mp-560588,Zn2S2,2.0776,1.0,2.0776,0.0,1.0,0.0,1.0,1.89072250170696,s,Zn,0.333333;0.666667;0.500051,0.20986310279712125,1.4345387631248887,p,S,0.666667;0.333333;0.625949,0.380615185529087
5328,mp-560875,K12Ge24O54,,,,,,,,4.8745868456461725,s,Ge,0.0;0.0;0.0,0.02915149080261732,4.086247396185148,p,O,0.071258;0.920386;0.885091,0.030079397352496533
5329,mp-560901,Pd16S16Cl16,0.9784,0.0,1.0268000000000002,0.5,1.0,0.7071067811865476,1.0,3.841038114479443,d,Pd,0.922097;0.795181;0.478456,0.04132464520706003,3.7940264789539135,d,Pd,0.293252;0.474944;0.482348,0.04651178541957245
5330,mp-560986,As8Se16S8N16F48,,,,,,,,3.4287440808144685,p,Se,0.38824;0.855448;0.028068,0.05010158052408669,3.6631910244315886,p,Se,0.295892;0.362642;0.468638,0.035580181335287064
5331,mp-561324,V8P16N8Cl80O8,,,,,,,,,,,,,,,,,
5332,mp-561547,Sr8Si8O24,4.6026,0.0,4.6204,0.7071067811865476,1.0,0.0,1.0,4.273364192290732,s,Sr,0.590906;0.415926;0.841566,0.023363391966123158,3.1501890146319247,p,O,0.169832;0.797967;0.768187,0.07616598180748224
5333,mp-561550,Ag12B4O12,0.8819999999999999,0.0,0.9407,0.7071067811865476,3.0,0.0,1.0,3.943467057022525,d,Ag,0.880554;0.872016;0.37437,0.041336508446551436,3.4538144453714192,d,Ag,0.127984;0.62563;0.119446,0.04746781233610966
5334,mp-5616,Sr8P8O28,5.1125,1.0,5.1125,0.0,1.0,0.0,1.0,3.963070838952648,s,Sr,0.25;0.626062;0.086747,0.03095197070943003,3.2441694550908395,p,O,0.982093;0.416794;0.737946,0.05673250868555955
5335,mp-561682,Cs2Mo6S6,,,,,,,,2.2219395019444983,d,Mo,0.149844;0.977715;0.75,0.1519943512581466,2.225146737161026,d,Mo,0.172129;0.149844;0.25,0.14368189415206106
5336,mp-561703,Au2C2Cl2O2,3.0723,0.0,3.3356,0.0,1.0,0.6782841892517391,4.0,2.265553794675081,p,C,0.121377;0.878623;0.75,0.1706134159138952,1.6954547263208504,p,Cl,0.628082;0.371918;0.25,0.2967859806158002
5337,mp-562220,Co8Sb8C24O24,,,,,,,,3.8039212140278034,p,Sb,0.001068;0.895612;0.105456,0.0574883402695285,3.6420479145790767,d,Co,0.252384;0.612598;0.639785,0.07769876650486507
5338,mp-562541,Cs8Na12Tl4O16,1.4570000000000003,1.0,1.4570000000000003,0.0,1.0,0.0,1.0,3.699508687778741,s,Tl,0.280741;0.162701;0.936625,0.05765765098363852,3.059163170841328,p,O,0.097784;0.330837;0.891833,0.06552558809231812
5339,mp-562661,Na4Co4C16O16,,,,,,,,3.581021748301189,d,Co,0.187683;0.75;0.37736,0.07597138544981533,3.0716466827391566,d,Co,0.187683;0.25;0.12264,0.1478570404882473
5340,mp-562663,Rb4Co4C16O16,3.7651,0.0,3.7721,0.3164219265788264,2.0,0.7543967374191359,2.0,3.561723978514697,d,Co,0.571156;0.6537;0.760752,0.0771709974466178,2.9577494506990964,d,Co,0.6537;0.571156;0.260752,0.15687845931154673
5341,mp-566296,Sn4S32N32Cl16,,,,,,,,4.068590936498728,p,N,0.079227;0.055356;0.957489,0.029113479294095614,4.361706359544186,p,S,0.35852;0.60197;0.704091,0.024306028028275552
5342,mp-567799,Ca56Al4Sb44,,,,,,,,,,,,,,,,,
5343,mp-568804,Hg36Bi8As16Br48,,,,,,,,,,,,,,,,,
5344,mp-569224,Sb4I12,2.2057,0.0,2.2513,0.4375,2.0,0.5,1.0,3.0396088753784447,p,Sb,0.337884;0.047649;0.323987,0.11671654494607807,2.7055544259046562,p,I,0.601839;0.206678;0.820082,0.09753565687749426
5345,mp-569340,Rb8Zn4N48,,,,,,,,,,,,,,,,,
5346,mp-569421,Hg36P20I24,,,,,,,,4.951258587945898,s,Hg,0.172282;0.42967;0.450034,0.02436516148094457,4.212765744967655,p,I,0.008962;0.801656;0.904995,0.04428771230779832
5347,mp-569857,K8P12,1.0327000000000002,0.0,1.0358,0.4040610238817995,2.0,0.3030457573047479,2.0,3.379804289794276,p,P,0.605254;0.894746;0.605254,0.05959432018744646,2.8063714245112568,p,P,0.79917;0.205251;0.346077,0.07797430145366753
5348,mp-569890,Cr6Cl18,1.4598,0.0,1.4733,0.5,3.0,0.4876958250567435,6.0,2.733662242160701,d,Cr,0.888902;0.111098;0.666667,0.13121609394553954,2.5743218096660216,d,Cr,0.222196;0.111098;0.0,0.13853207314609292
5349,mp-570300,Mn4Tl4Cl12,1.9323,0.0,1.9826,0.5,1.0,0.0,1.0,1.7278914896913375,d,Mn,0.25;0.162324;0.946216,0.23446389804437545,2.527994532620641,d,Mn,0.75;0.837676;0.053784,0.15813522800434945
5350,mp-570536,Rb4Ag2Au6I16,0.7559999999999999,0.0,0.7851999999999999,0.7464417195200006,2.0,0.7071067811865476,1.0,2.8544421708303815,d,Au,0.0;0.0;0.0,0.17674707306100582,3.2473992828872937,d,Ag,0.017134;0.982866;0.25,0.0588076670745836
5351,mp-570668,La4Se8,0.2386999999999997,0.0,0.6448,0.8660254037844386,1.0,0.0,1.0,2.7774883736600744,d,La,0.77976;0.872233;0.276456,0.13258755660457994,2.4098599746213862,p,Se,0.17765;0.382761;0.002371,0.18631779410203814
5352,mp-570697,Ca4C8,1.7605,0.0,2.2143,0.0,1.0,0.8660254037844386,1.0,2.796090911085626,d,Ca,0.25;0.75;0.75,0.14048112824541592,2.9322117226080806,p,C,0.091139;0.908861;0.091139,0.08184745060518615
5353,mp-571259,Tl8Zn4N48,,,,,,,,,,,,,,,,,
5354,mp-572625,Cs6Sr2Cu4C14S14N14,,,,,,,,4.098856188518441,p,N,0.235008;0.235008;0.0,0.05445386486554098,2.7153218905623087,d,Cu,0.451456;0.746665;0.0,0.18543540935774067
5355,mp-5730,Ba6B12O24,,,,,,,,4.292111310727799,d,Ba,0.241186;0.528523;0.879494,0.027149181109815658,3.114567822404392,p,O,0.92859;0.499668;0.785726,0.07135056848643098
5356,mp-574485,Cs8Ga4Se10,2.1204,1.0,2.1204,0.0,1.0,0.0,1.0,3.0545160650395715,s,Ga,0.905217;0.086784;0.598771,0.1759393981689851,2.498797587754616,p,Se,0.850402;0.308411;0.964112,0.16119849720627208
5357,mp-574822,Na2C8N6,3.5619,0.0,3.6065,0.0,1.0,0.5,1.0,2.7398475808304905,p,N,0.223733;0.913017;0.124998,0.10589583233348954,2.127976884545283,p,C,0.715284;0.296319;0.707857,0.17747089373376262
5358,mp-5777,Ba1Ti1O3,2.2934,0.0,2.8323,0.8660254037844386,1.0,0.0,1.0,0.5755150676358128,d,Ti,0.475486;0.524514;0.5,0.8760637881434142,1.283314174830655,p,O,0.515468;0.484532;0.0,0.4188656876436192
5359,mp-5811,Cs1Pb1F3,2.9227,1.0,2.9227,0.8660254037844386,1.0,0.8660254037844386,1.0,1.4801149779728615,p,Pb,0.0;0.0;0.0,0.624019349834393,1.5368864412109655,s,Pb,0.0;0.0;0.0,0.3247144918511299
5360,mp-582648,Rb2Re6Br20,,,,,,,,2.534299013322955,d,Re,0.761647;0.761647;0.806025,0.13753363134516589,3.0744801595335165,d,Re,0.186973;0.408542;0.373328,0.09245021821049736
5361,mp-5827,Ca1Ti1O3,1.8272,0.0,2.2682,0.8660254037844386,1.0,0.0,1.0,0.3633845553044911,d,Ti,0.0;0.0;0.0,0.9280330310616756,1.204321782081744,p,O,0.5;0.0;0.0,0.3263952108811178
5362,mp-5840,Li2Sc2O4,,,,,,,,1.045944878553991,d,Sc,0.25;0.75;0.5,0.4610453590694263,1.6314755976677289,p,O,0.272149;0.272149;0.0,0.23578338773087565
5363,mp-5924,Mg2Si2O6,5.774,0.0,5.8965,0.20575240383901425,6.0,0.0,1.0,2.65239852750663,s,Si,0.157903;0.157903;0.157903,0.12140446703048732,1.940460792764484,p,O,0.796564;0.044913;0.437887,0.1619376388611688
5364,mp-6016,Nd4Al4Ge8O28,3.26,0.0,3.5447999999999995,0.7071067811865476,1.0,0.0,1.0,4.311903936756932,s,Ge,0.158052;0.78986;0.950198,0.0359150413645975,3.2515961924701533,p,O,0.11705;0.224322;0.72343,0.07319228537180582
5365,mp-608071,N6O12,0.8947,0.0,0.9165,0.5,6.0,0.0,1.0,3.1291628175478587,p,O,0.358318;0.209415;0.823842,0.053928900944651824,3.0808722190092155,p,O,0.290585;0.648903;0.614427,0.05765479714574695
5366,mp-608146,Gd8S12,0.4598,1.0,0.4598,0.0,1.0,0.0,1.0,1.8542952459832347,f,Gd,0.75;0.995046;0.190995,0.22150548159487385,3.133575234410145,p,S,0.75;0.302855;0.272377,0.08116092764381147
5367,mp-608206,Cs2C4I6N4,3.2547,0.0,3.3434,0.0,1.0,0.5,1.0,3.0985374833853214,p,I,0.593301;0.5;0.675209,0.11045203750792508,1.9315720295828245,p,I,0.747186;0.0;0.0,0.35326270022033124
5368,mp-608357,Mn4Ag4O16,0.6962,0.0,0.7254,0.7426630137013194,2.0,0.5,1.0,2.78407319766158,d,Mn,0.687667;0.403239;0.839461,0.14960336692456214,2.9878596344507486,d,Ag,0.532986;0.914328;0.334858,0.1182073767594554
5369,mp-613652,Pb2Cl2F2,3.5833000000000004,0.0,3.6239,0.7071067811865476,1.0,0.4714045160769865,4.0,1.6452251501833826,p,Pb,0.5;0.0;0.751875,0.3649919242705514,1.833888049065645,p,Cl,0.0;0.0;0.0,0.2283695062915146
5370,mp-619279,In8Pb4S16,1.4161,0.0,1.614999999999999,0.0,1.0,0.5,1.0,3.606745769669654,s,In,0.25;0.062179;0.112177,0.07060076827614911,3.1914641482061605,p,S,0.75;0.620994;0.030071,0.07672869495602756
5371,mp-6208,Ca4Be2Si4O14,4.9879,0.0,5.246,0.6481812190875156,4.0,0.0,1.0,3.670828681666573,d,Ca,0.835567;0.664433;0.514552,0.05988050297852018,2.7005513942512267,p,O,0.664471;0.413226;0.180196,0.09293802508621528
5372,mp-6215,Ag2Hg2As2S6,1.2453000000000003,0.0,1.2745000000000002,0.5,1.0,0.0,1.0,2.8895170757030644,s,Hg,0.729787;0.341329;0.205223,0.14683732326780874,2.624983115150548,d,Ag,0.036267;0.975527;0.244325,0.12956183893127468
5373,mp-6252,Sr2Cu1Te1O6,0.21980000000000025,0.0,0.5720999999999998,0.8299410177335897,2.0,0.4313791705945363,8.0,1.5709873855976242,d,Cu,0.0;0.0;0.0,0.5961389750240188,1.7504763283940976,d,Cu,0.0;0.0;0.0,0.5003113505997471
5374,mp-6319,Na4Mg2Al2F14,,,,,,,,3.3144805342116053,s,Na,0.5;0.5;0.5,0.11333913055283908,2.595812410106155,p,F,0.112434;0.25;0.862434,0.1424635367681927
5375,mp-634,Hg3S3,1.724,0.0,1.7498,0.28571429,2.0,0.0,1.0,2.4787030793393345,p,S,0.454895;0.454895;0.5,0.1439148719612718,1.8239335484148849,p,S,0.454895;0.454895;0.5,0.2631273784509421
5376,mp-634657,Na2H2S2,3.1636,1.0,3.1636,0.0,1.0,0.0,1.0,2.097779228265514,s,S,0.75;0.759252;0.248409,0.1986909118761868,0.8497108082768687,p,S,0.25;0.240748;0.751591,0.4882596658998809
5377,mp-634676,K2H2S2,3.2359,1.0,3.2359,0.0,1.0,0.0,1.0,2.19386516271445,s,S,0.75;0.740577;0.256133,0.2079818867691016,0.9336417825363736,p,S,0.75;0.740577;0.256133,0.4777781415466949
5378,mp-634812,H8O4,5.3276,0.0,5.6269,0.7071067811865476,1.0,0.0,1.0,2.5281834578938787,s,O,0.276165;0.977209;0.925186,0.1537121935341806,1.6821392853155883,p,O,0.723835;0.022791;0.425186,0.2368459206567437
5379,mp-6442,Li2Al2Si8O20,5.3223,0.0,5.3967,0.7516820224462671,2.0,0.0,1.0,3.902136899451504,s,O,0.287891;0.680533;0.590637,0.028914640280727762,3.0459846853652306,p,O,0.5;0.5;0.0,0.0709880160496983
5380,mp-647489,Cd7I14,2.3551,0.0,2.4104,0.11764706,3.0,0.7071067811865476,3.0,3.2795614342856765,s,Cd,0.333333;0.666667;0.464284,0.0755773264550908,2.8623846980648864,p,I,0.0;0.0;0.43069,0.06793380560435287
5381,mp-647556,Tl8Cd3N42,,,,,,,,3.9405595669106654,s,Cd,0.5;0.0;0.5,0.06781023887508753,3.693821567328488,p,N,0.244667;0.933635;0.556156,0.04291409238036612
5382,mp-647557,Zr8Pb8O24,,,,,,,,,,,,,,,,,
5383,mp-647579,Zn16Br32,,,,,,,,,,,,,,,,,
5384,mp-6476,Ag6Se2N2O6,0.5603,0.0,0.6784000000000001,0.7071067811865476,3.0,0.0,1.0,3.421066628471892,d,Ag,0.196667;0.743368;0.07113,0.04358800341690229,2.901255800491498,d,Ag,0.696667;0.57113;0.243368,0.08993833830458965
5385,mp-647708,Bi2Ir6C18O18,,,,,,,,3.6250526278849797,p,Bi,0.05507;0.189628;0.411409,0.09093468353986206,3.3302445169447163,p,Bi,0.05507;0.189628;0.411409,0.1468009748423358
5386,mp-647725,Os20C68O64,,,,,,,,4.054798690927048,p,C,0.824738;0.997872;0.771698,0.0636659995223911,4.255132707706247,d,Os,0.459179;0.95115;0.800421,0.05438987605403567
5387,mp-647727,Re8N8Cl4F36,,,,,,,,2.764812978363614,d,Re,0.591041;0.25;0.221456,0.13818137640967235,3.2634633781301288,p,N,0.026358;0.75;0.004645,0.0786891072777051
5388,mp-647822,Pd12S54N24,,,,,,,,4.551541352919756,p,N,0.233921;0.363836;0.859147,0.02235603513313684,4.065423974761937,d,Pd,0.846888;0.006742;0.2062,0.043218974550308174
5389,mp-647878,Sb4S20N20Cl24,,,,,,,,,,,,,,,,,
5390,mp-647969,Co4Ag4C16O16,,,,,,,,3.5618919628178234,d,Co,0.771038;0.771038;0.718487,0.11121616495752676,3.4340178014328653,d,Co,0.703131;0.296869;0.5,0.12482648311342776
5391,mp-647999,Nb4Cd4O14,1.7069,0.0,1.7569000000000004,0.7071067811865476,3.0,0.0,1.0,2.331661536799092,d,Nb,0.125;0.625;0.625,0.19923081915357024,3.0188221812223253,p,O,0.26695;0.26695;0.73305,0.06291384259399407
5392,mp-648179,Cs3Mn3V4O16,1.4855,0.0,1.5586,0.7071067811865476,1.0,0.7071067811865476,1.0,2.189719357202321,d,Mn,0.5;0.5;0.0,0.4500705220028167,2.8420203608484287,d,Mn,0.991539;0.440069;0.867502,0.1723215366478894
5393,mp-648394,Cr2Co6C32N2O28,,,,,,,,4.055930799994929,d,Co,0.36442;0.246524;0.363591,0.05077290117368622,2.8109420367588323,d,Cr,0.25;0.087085;0.884238,0.2550380106042376
5394,mp-648932,Nb8P4S40,,,,,,,,3.77437252368182,d,Nb,0.068318;0.708232;0.25208,0.07153190118075989,2.8838439505033437,d,Nb,0.068318;0.708232;0.25208,0.11008430907036662
5395,mp-649107,Re2Te14O14F64,,,,,,,,,,,,,,,,,
5396,mp-649177,Re4Te20O24F100,,,,,,,,3.4509395074163294,d,Re,0.462599;0.913051;0.690756,0.12833681989389262,3.1431627535458366,p,O,0.392705;0.930554;0.79389,0.11237109686431944
5397,mp-6493,Ca4Mg4Si4O16,,,,,,,,3.89582644304868,s,Mg,0.0;0.5;0.0,0.03379355147362528,2.91479936807718,p,O,0.272031;0.044693;0.852648,0.06799942091320116
5398,mp-649453,Ca12B4C4N4Cl8,2.1079000000000003,1.0,2.1079000000000003,0.0,1.0,0.0,1.0,3.220218412739756,d,Ca,0.75;0.700652;0.313258,0.07445373072578727,3.0594616592464816,p,C,0.75;0.222673;0.793632,0.10381862105709673
5399,mp-649619,As6Pb10Cl2O18,,,,,,,,3.596450064732009,p,Pb,0.0;0.0;0.020076,0.10220457291659904,3.84720047250932,p,O,0.157593;0.965067;0.222376,0.04055661393113477
5400,mp-649683,Fe4P8O24,2.3833,1.0,2.3833,0.0,1.0,0.0,1.0,1.9122554850006503,d,Fe,0.050816;0.949184;0.25,0.2983033685732285,1.4221168376056417,d,Fe,0.5;0.0;0.0,0.42990266838124985
5401,mp-649756,Ag4As4S24N16O8F24,,,,,,,,3.721299741280624,p,N,0.951663;0.417516;0.908691,0.04610197437085972,3.6182782891614207,d,Ag,0.25;0.0;0.08798,0.10556293335238458
5402,mp-6504,Ba1Mg1C2O6,4.0848,0.0,4.1621,0.0,1.0,0.8660254037844386,1.0,2.160216794669408,p,C,0.760003;0.760003;0.760003,0.2435801306966856,1.840930342399772,p,O,0.389181;0.389181;0.948428,0.1652167116156952
5403,mp-650518,Ca16Y4Fe20O52,,,,,,,,,,,,,,,,,
5404,mp-6564,Sr4Mg2Si4O14,4.4974,0.0,4.7721,0.5,1.0,0.0,1.0,3.7776564294617136,s,Sr,0.833856;0.666144;0.492121,0.0408914064644808,2.7172999867163705,p,O,0.359971;0.140029;0.746464,0.10547530552430404
5405,mp-661,Al2N2,4.0536,1.0,4.0536,0.0,1.0,0.0,1.0,1.7711986893224858,s,N,0.666667;0.333333;0.880713,0.2851091171303147,0.9273024583749788,p,N,0.666667;0.333333;0.880713,0.4733940197488877
5406,mp-669414,Hf8Pb8O24,,,,,,,,,,,,,,,,,
5407,mp-672,Cd2S2,1.1162,1.0,1.1162,0.0,1.0,0.0,1.0,1.9233136126699608,s,Cd,0.333333;0.666667;0.000157,0.20456160455882533,1.327174531761373,p,S,0.666667;0.333333;0.876843,0.4054109575997318
5408,mp-6738,Al12B10O30F6,,,,,,,,4.509297142313587,p,B,0.002351;0.232797;0.75,0.02677666626765441,3.5695081305822023,p,O,0.411319;0.849431;0.552598,0.039752060838234266
5409,mp-690684,Na4B2H8Cl2O8,4.5971,1.0,4.5971,0.0,1.0,0.0,1.0,3.519803159636048,s,Cl,0.5;0.0;0.26044,0.0715431424946044,2.2305588553564824,p,O,0.5;0.660983;0.812283,0.1215460616565523
5410,mp-690687,Ag4H4I2O2F2,1.4591,0.0,1.5317,0.7071067811865476,1.0,0.0,1.0,2.7518739163823556,p,I,0.221258;0.317269;0.504545,0.12383159052955807,2.188735252941994,p,I,0.221258;0.317269;0.504545,0.160415090468664
5411,mp-6922,Si3O6,5.5360000000000005,0.0,5.7266,0.41666667,2.0,0.0,1.0,2.6277153956664314,s,O,0.208281;0.416561;0.5,0.09275458126807977,1.8508735669438807,p,O,0.583439;0.791719;0.166667,0.16563586411434728
5412,mp-6929,Ca2As2O7,3.3366,0.0,3.3454,0.5,1.0,0.0,1.0,2.8248111964373104,s,As,0.773699;0.773699;0.908034,0.13276868383672918,2.0558968949645635,p,O,0.617335;0.617335;0.214048,0.15906823140403953
5413,mp-6948,K2Na2O2,2.1322,0.0,2.2202,0.5,1.0,0.0,1.0,2.2554732841236547,s,K,0.5;0.0;0.366917,0.14449933154939978,0.9713445832419416,p,O,0.0;0.5;0.206966,0.4736507813201661
5414,mp-696788,Co2P8H20O32,3.3954,0.0,3.4132,0.8660254037844386,1.0,0.5,1.0,0.264079480521484,d,Co,0.5;0.5;0.5,0.961562741628294,1.81523445621472,d,Co,0.5;0.5;0.5,0.5615614492760824
5415,mp-696794,Rb4H4Se4O16,3.6478,1.0,3.6478,0.0,1.0,0.0,1.0,3.5067756417734754,s,Se,0.730049;0.958524;0.873885,0.060786141030708674,2.8339162095159702,p,O,0.839637;0.081118;0.969303,0.08235445043202258
5416,mp-696797,H4Se4N4O16,,,,,,,,2.746634713533767,p,O,0.84605;0.092132;0.470105,0.10716745930813264,3.0664211667951737,p,O,0.511083;0.173929;0.831964,0.06456131054958572
5417,mp-696804,Rb2H2S2,3.0844000000000005,1.0,3.0844000000000005,0.0,1.0,0.0,1.0,2.193154218786452,s,S,0.75;0.734783;0.258708,0.1988446194503029,0.9629640826163748,p,S,0.75;0.734783;0.258708,0.4734153631770948
5418,mp-696805,H16S8,4.338,0.0,4.4116,0.6103277807866851,2.0,0.0,1.0,3.4711385018818772,p,S,0.04117;0.75;0.856245,0.0748716409474919,2.270327059745416,p,S,0.04117;0.25;0.643755,0.12250561064152073
5419,mp-696806,Ba2H8Br4O4,4.3465,1.0,4.3465,0.0,1.0,0.0,1.0,3.3215686842885925,s,Ba,0.100855;0.899145;0.75,0.0682528569606129,1.7236942835613096,p,Br,0.688935;0.743082;0.65113,0.2319491700474178
