material_id,full_formula,icsd_ids,band_gap,spacegroup,pretty_formula
mp-571635,Cd12I24,"[42235, 37384]",2.457,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-28248,Cd2I4,[38116],2.4364,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'crystal_system': 'hexagonal', 'hall': 'P 6c -2c'}",CdI2
mp-28123,H14N2F8,[38337],7.4906000000000015,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R3c', 'number': 161, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'R 3 -2""c'}",H7NF4
mp-696998,K12Bi2H6Cl16F8,[39524],4.1881,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'crystal_system': 'hexagonal', 'hall': 'P 6c -2c'}",K6BiH3(Cl2F)4
mp-1205479,K44Sb22F110,[39632],4.7325,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1', 'number': 4, 'point_group': '2', 'crystal_system': 'monoclinic', 'hall': 'P 2yb'}",K2SbF5
mp-29611,B40H64,[40980],5.4263,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pna2_1', 'number': 33, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'P 2c -2n'}",B5H8
mp-697087,Sb2H4N6F12,[41354],0.11569999999999993,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pmc2_1', 'number': 26, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'P 2c -2'}",SbH2(NF2)3
mp-2653,B2N2,"[614869, 614873, 162873, 236994, 41486, 236993, 183257]",5.3629999999999995,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'crystal_system': 'hexagonal', 'hall': 'P 6c -2c'}",BN
mp-2804,La8P16,"[653819, 42015]",0.6304999999999996,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cc', 'number': 9, 'point_group': 'm', 'crystal_system': 'monoclinic', 'hall': 'C -2yc'}",LaP2
mp-571559,Cd10I20,"[42171, 42222]",2.3719,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-571583,Cd10I20,[42172],2.377,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-574663,Cd4I8,[42173],2.4290000000000003,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R3m', 'number': 160, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'R 3 -2""'}",CdI2
mp-1188728,Cd6I12,[42174],2.3742,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R3m', 'number': 160, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'R 3 -2""'}",CdI2
mp-569994,Cd4I8,[42198],2.4124000000000003,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'crystal_system': 'hexagonal', 'hall': 'P 6c -2c'}",CdI2
mp-624400,Cd10I20,"[42203, 108929]",2.3782,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-571578,Cd10I20,"[108930, 42204]",2.3723,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-570089,Cd12I24,[42205],2.4122000000000003,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'crystal_system': 'hexagonal', 'hall': 'P 6c -2c'}",CdI2
mp-680095,Cd20I40,[42206],2.3417,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-570437,Cd3I6,[42207],2.4048000000000003,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-570472,Cd5I10,"[44793, 42209]",2.3081,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-570671,Cd6I12,"[44796, 42210]",2.4445,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-571037,Cd7I14,"[44797, 42211]",2.4173,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-571136,Cd7I14,"[42213, 108925]",2.4293,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-571568,Cd8I16,"[42216, 42408]",2.4195,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-570019,Cd8I16,"[42217, 108921]",2.4216,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-570314,Cd9I18,[42218],2.3776,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-570410,Cd9I18,[42220],2.379,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-571616,Cd10I20,"[42224, 108928]",2.4567,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-571579,Cd10I20,[42225],2.4388,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-571615,Cd10I20,[42226],2.4311,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-680055,Cd11I22,"[42229, 43443]",2.3812,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-570492,Cd13I26,"[108922, 42239]",2.4254,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-680116,Cd14I28,[42240],2.3523,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-680047,Cd14I28,"[42241, 42410]",2.3548,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-680046,Cd14I28,"[42411, 42242]",2.3536,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-680119,Cd15I30,"[108931, 42245]",2.3832,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-680118,Cd15I30,"[42246, 108932]",2.3814,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-582042,Cd15I30,"[108933, 42247]",2.4223,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-680133,Cd17I34,"[42249, 108923]",2.3558000000000003,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-569611,Cd17I34,[42250],2.38,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-582084,Cd18I36,"[42251, 42412]",2.3919,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-570695,Cd6I12,"[44794, 42255]",2.4178,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-570781,Cd6I12,"[42256, 44795]",1.9816000000000005,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-570165,Cd9I18,"[42263, 42409]",2.3906,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-624399,Cd9I18,"[42264, 108926]",2.3811,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-624406,Cd10I20,[42265],2.3498,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-569666,Cd17I34,[42267],2.4072,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-571535,Cd8I16,[42283],2.4194,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-571538,Cd10I20,[42284],2.3663,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-680112,Cd11I22,[42285],2.3482,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-680113,Cd11I22,[42286],2.3441,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-680114,Cd11I22,[42287],2.3553,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-570552,Cd13I26,[42288],2.4742,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-669340,Cd14I28,[42289],2.3451,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-680144,Cd19I38,[42290],2.3419,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-680145,Cd20I40,[42291],2.3355,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-680148,Cd20I40,[42292],2.3384,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-571519,Cd7I14,[42303],2.4175,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-624417,Cd11I22,[42304],2.353,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-624418,Cd11I22,[42305],2.3456,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-571593,Cd12I24,[42306],2.387,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-570610,Cd13I26,[42307],2.4284,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-680146,Cd19I38,[42308],2.3508,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-680153,Cd21I42,[42309],2.3594,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-680163,Cd25I50,[42310],2.3597,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-680196,Cd29I58,[42311],2.3569,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-571646,Cd12I24,[42313],2.3721,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-571607,Cd12I24,[42314],2.3709,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-571516,Cd16I32,[42315],2.464,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-569722,Cd17I34,[42316],2.4077,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-1180551,Li4Be4N4F16,[42462],2.8777,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pna2_1', 'number': 33, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'P 2c -2n'}",LiBeNF4
mp-29721,B12H20,[43253],3.8757,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cmc2_1', 'number': 36, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'C 2c -2'}",B3H5
mp-680111,Cd4I8,[44792],2.3871,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-24093,Cu2H2,[44859],0.7310000000000008,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'crystal_system': 'hexagonal', 'hall': 'P 6c -2c'}",CuH
mp-570082,Cd8I16,[49572],2.4222,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-669357,Cd11I22,[49573],2.3545,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-669358,Cd11I22,[49574],2.3723,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-29515,P2H4F6,"[51680, 406359]",6.4670000000000005,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cmc2_1', 'number': 36, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'C 2c -2'}",PH2F3
mp-5707,Cs2As2F8,"[54852, 413041]",4.6885,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1', 'number': 4, 'point_group': '2', 'crystal_system': 'monoclinic', 'hall': 'P 2yb'}",CsAsF4
mp-560127,K4Mn2F12,"[61275, 60417]",3.3301,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'crystal_system': 'hexagonal', 'hall': 'P 6c -2c'}",K2MnF6
mp-28361,Al4Cd2Cl16,[62037],3.858,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pc', 'number': 7, 'point_group': 'm', 'crystal_system': 'monoclinic', 'hall': 'P -2yc'}",Al2CdCl8
mp-541104,Na2Mn6F20,[62080],1.5530000000000002,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fdd2', 'number': 43, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'F 2 -2d'}",NaMn3F10
mp-541113,Cs12P28,[62259],2.3442000000000003,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P4_1', 'number': 76, 'point_group': '4', 'crystal_system': 'tetragonal', 'hall': 'P 4w'}",Cs3P7
mp-650841,Ga12Br24,[62666],3.3617,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R3c', 'number': 161, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'R 3 -2""c'}",GaBr2
mp-28398,Na20Mn12F56,[62788],1.4714,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pna2_1', 'number': 33, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'P 2c -2n'}",Na5Mn3F14
mp-18511,Nd6F18,[63049],7.8064,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3cm', 'number': 185, 'point_group': '6mm', 'crystal_system': 'hexagonal', 'hall': 'P 6c -2'}",NdF3
mp-1182429,Be8N16F32,[63089],1.7678999999999998,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pna2_1', 'number': 33, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'P 2c -2n'}",Be(NF2)2
mp-28408,K4Tc4Cl12,[63512],1.7152000000000005,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cc', 'number': 9, 'point_group': 'm', 'crystal_system': 'monoclinic', 'hall': 'C -2yc'}",KTcCl3
mp-1197798,H32,[63633],8.2306,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1', 'number': 4, 'point_group': '2', 'crystal_system': 'monoclinic', 'hall': 'P 2yb'}",H2
mp-652621,In40Br56,[65197],2.0735,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cc', 'number': 9, 'point_group': 'm', 'crystal_system': 'monoclinic', 'hall': 'C -2yc'}",In5Br7
mp-730190,H32N8F8,[65695],6.175,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R3c', 'number': 161, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'R 3 -2""c'}",H4NF
mp-28726,K18Y18F72,[66701],6.9098,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3_1', 'number': 144, 'point_group': '3', 'crystal_system': 'trigonal', 'hall': 'P 31'}",KYF4
mp-616204,Ga12Cl28,[67279],4.144,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pna2_1', 'number': 33, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'P 2c -2n'}",Ga3Cl7
mp-8880,Al2P2,"[190421, 67770]",2.0228,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'crystal_system': 'hexagonal', 'hall': 'P 6c -2c'}",AlP
mp-8881,Al2As2,"[67771, 190419]",1.6862000000000004,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'crystal_system': 'hexagonal', 'hall': 'P 6c -2c'}",AlAs
mp-8882,Ga2P2,"[67772, 190425]",1.2984,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'crystal_system': 'hexagonal', 'hall': 'P 6c -2c'}",GaP
mp-8883,Ga2As2,"[190423, 67773]",0.1924999999999999,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'crystal_system': 'hexagonal', 'hall': 'P 6c -2c'}",GaAs
mp-560570,Rb2Na1Al6F21,[68555],7.0043000000000015,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2', 'number': 5, 'point_group': '2', 'crystal_system': 'monoclinic', 'hall': 'C 2y'}",Rb2NaAl6F21
mp-28680,K6Ga6Br24,[69651],3.5772000000000004,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R3c', 'number': 161, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'R 3 -2""c'}",KGaBr4
mp-654372,K48Co24Cl96,[71304],0.8275000000000001,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cc', 'number': 9, 'point_group': 'm', 'crystal_system': 'monoclinic', 'hall': 'C -2yc'}",K2CoCl4
mp-28792,P4N3Cl11,[71913],2.6579,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R3', 'number': 146, 'point_group': '3', 'crystal_system': 'trigonal', 'hall': 'R 3'}",P4N3Cl11
mp-568854,Cs6Re6Br6Cl18,[74840],1.1778,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Ama2', 'number': 40, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'A 2 -2a'}",CsReBrCl3
mp-28889,Hg20Sb8I24,[74921],1.4026,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pna2_1', 'number': 33, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'P 2c -2n'}",Hg5(SbI3)2
mp-556103,Cs18Ga12F54,[75365],5.8609,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3cm', 'number': 185, 'point_group': '6mm', 'crystal_system': 'hexagonal', 'hall': 'P 6c -2'}",Cs3Ga2F9
mp-29033,P3Br1Cl14,[80214],1.602,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4', 'number': 79, 'point_group': '4', 'crystal_system': 'tetragonal', 'hall': 'I 4'}",P3BrCl14
mp-571242,Rb8Co4Cl16,[87517],0.7313999999999999,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pna2_1', 'number': 33, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'P 2c -2n'}",Rb2CoCl4
mp-29783,B40H72,[88519],5.9612,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P4_1', 'number': 76, 'point_group': '4', 'crystal_system': 'tetragonal', 'hall': 'P 4w'}",B5H9
mp-643759,Ga2H6N2F6,[89503],5.317,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Aem2', 'number': 39, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'A 2 -2c'}",GaH3NF3
mp-29895,Rb12Bi8I36,[90170],2.4206,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pc', 'number': 7, 'point_group': 'm', 'crystal_system': 'monoclinic', 'hall': 'P -2yc'}",Rb3Bi2I9
mp-29904,Sb2Xe4F18,[90622],2.0247999999999995,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cc', 'number': 9, 'point_group': 'm', 'crystal_system': 'monoclinic', 'hall': 'C -2yc'}",SbXe2F9
mp-569525,Na1Li5N2,[92314],0.3468,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm', 'number': 6, 'point_group': 'm', 'crystal_system': 'monoclinic', 'hall': 'P -2y'}",NaLi5N2
mp-30159,Au2Br2F12,[93481],1.9743,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1', 'number': 4, 'point_group': '2', 'crystal_system': 'monoclinic', 'hall': 'P 2yb'}",AuBrF6
mp-644223,Li2B2H8,"[95208, 245569]",6.7570999999999986,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'crystal_system': 'hexagonal', 'hall': 'P 6c -2c'}",LiBH4
mp-1954,P3N5,"[95782, 411857]",2.6467,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Imm2', 'number': 44, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'I 2 -2'}",P3N5
mp-1202807,Al2H24N6F12,[96591],5.886,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Aea2', 'number': 41, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'A 2 -2ac'}",AlH12(NF2)3
mp-9575,Li2Be2Sb2,"[616318, 100114]",0.9076000000000004,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'crystal_system': 'hexagonal', 'hall': 'P 6c -2c'}",LiBeSb
mp-29246,Cd4P6Cl2,[100818],1.3257,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cc', 'number': 9, 'point_group': 'm', 'crystal_system': 'monoclinic', 'hall': 'C -2yc'}",Cd2P3Cl
mp-570511,Cd5I10,[108915],2.3745000000000003,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-570559,Cd5I10,[108916],2.417,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
mp-570882,Cd6I12,[108917],2.4174,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3m1', 'number': 156, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'P 3 -2""'}",CdI2
