Band gap,Band gap-units,Band gap-conditions,Band gap-methods,Band gap-dataType,Band gap energy (E$_g^{expt}$),Band gap energy (E$_g^{expt}$)-units,Band gap energy (E$_g^{expt}$)-dataType,Band gap energy (E$_g^{GW}$),Band gap energy (E$_g^{GW}$)-units,Band gap energy (E$_g^{GW}$)-methods,Band gap energy (E$_g^{DFT+U}$),Band gap energy (E$_g^{DFT+U}$)-units,Band gap energy (E$_g^{DFT+U}$)-methods,chemicalFormula,references,Crystallinity,Structure,Crystal structure
0.23,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,P1As1,[{'doi': '10.1063/1.3253115'}],Amorphous,,
5.88,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Perpendicular to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Al1N1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.75,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Pt1S2,[{'doi': '10.1063/1.3253115'}],,,
6,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sc2O3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.7,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Perpendicular to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sn1O2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.4,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Estimated'},EXPERIMENTAL,,,,,,,,,,Ba1Te1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.67,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ag2Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.28,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Zr1S3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.75,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Electroreflection'},EXPERIMENTAL,,,,,,,,,,Ga1P1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.42,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Ga1As1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.2,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Se,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.744,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '1.5'}], 'units': 'K'}]",{'name': 'Magnetoabsorption'},EXPERIMENTAL,,,,,,,,,,Ge,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.15,eV,"{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,In2Te3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.05,eV,"{'name': 'Temperature', 'scalars': [{'value': '873'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,La2O3,[{'doi': '10.1063/1.3253115'}],,,
0.6,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '297'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Hg1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.01,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '20'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Se,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.15,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Hg1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.3,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Dy1B6,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.73,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,As2Se3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.04,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Cu2Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.165,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '35'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Si,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.33,eV,,{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Hg1I2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.1,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Re1S2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.042,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Electroreflection'},EXPERIMENTAL,,,,,,,,,,Ge0.93Si0.07,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.56,eV,"{'name': 'Temperature', 'scalars': [{'value': '523'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Zr1O2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
4.45,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Hg1Cl2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.38,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Ga1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
4.4,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mn1I2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.18,eV,"{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Ag2Se1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.22,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zn3Sb2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.44,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ag1N3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.9,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,As2Te3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
5,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,As2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
3.82,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,S,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.2,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Si1C1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.58,eV,,{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,As2Te3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.13,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Al1As1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.191,eV,"{'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Pb1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.19,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Cd1I2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
5,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Si3N4,[{'doi': '10.1063/1.3253115'}],,,
0.2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Bi2Te3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.97,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Sn1Se2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.45,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,In1p1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
3.1,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Al2Se3,[{'doi': '10.1063/1.3253115'}],,,
0.59,eV,"{'name': 'Temperature', 'scalars': [{'value': '250'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Tl2S1,[{'doi': '10.1063/1.3253115'}],,,
0.409,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '20'}], 'units': 'K'}]",{'name': 'Magnetoabsorption'},EXPERIMENTAL,,,,,,,,,,In1As1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.88,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '4.7'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Tl1I1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.14,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Se,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.42,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,As1Se1,[{'doi': '10.1063/1.3253115'}],Amorphous,,
1.594,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G15 to G1'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '20'}], 'units': 'K'}]",{'name': 'Electroreflection'},EXPERIMENTAL,,,,,,,,,,Cd1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.3,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Ti2S3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.1,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Ta1S2,[{'doi': '10.1063/1.3253115'}],,,
2.37,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Hg2I2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.9,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Hf1S2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.1,eV,"{'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,V2O3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.582,eV,"{'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Cd1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.31,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '85'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mg2Sn1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.865,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Cd1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.007,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Bi0.92Sb0.08,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.009,eV,"{'name': 'Temperature', 'scalars': [{'value': '273'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Sb0.605As0.395,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.73,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Tl1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.18,eV,"{'name': 'Temperature', 'scalars': [{'value': '373'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Hg1O1,[{'doi': '10.1063/1.3253115'}],,,
1.36,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Tl1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.7,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mn1O1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.5,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zn1Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.9,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Estimated'},EXPERIMENTAL,,,,,,,,,,K2Te1,[{'doi': '10.1063/1.3253115'}],,,
0.61,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to A axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zn1Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.012,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Bi0.9Sb0.1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.18,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Si1Te2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.51,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Cu1P2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.84,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Cu2S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
5.93,eV,"{'name': 'Temperature', 'scalars': [{'value': '55'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Na1I1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.226,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ag1Cl1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
6.05,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G15 to G1'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Rb1I1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.9,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Os1As2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.42,eV,"{'name': 'Temperature', 'scalars': [{'value': '293'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.1,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Mg2Pb1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Ru1Se2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.33,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga2Te3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Cr2O3,[{'doi': '10.1063/1.3253115'}],,,
0.7,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Mn1O2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.33,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,P,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.1,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,K3Sb1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.14,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Bi2Te3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
5.65,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Mg1F2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.53,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Cd3As2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.365,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '403'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,As2S3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.828,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,In2Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.065,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.85,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga2S3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.22,eV,"{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ag1Cl1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Pb1Br2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.6,eV,"{'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ba1Se1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
3.75,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,In2O3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
4.76,eV,"{'name': 'Temperature', 'scalars': [{'value': '113'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sr1S1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.98,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Se,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.69,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Eu1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.68,eV,"{'name': 'Temperature', 'scalars': [{'value': '150'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Zn1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.5,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Rh1S3,[{'doi': '10.1063/1.3253115'}],,,
1.1,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Te1I1,[{'doi': '10.1063/1.3253115'}],,,
9.9,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mn1F2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.7,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Cs3Bi1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
3.4,eV,,{'name': 'Estimated'},EXPERIMENTAL,,,,,,,,,,B1N1,[{'doi': '10.1063/1.3253115'}],,,
3.87,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Perpendicular to C axis'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Zn1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.6,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Estimated'},EXPERIMENTAL,,,,,,,,,,Mg2Si1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
8.97,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G15 to G1'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Na1Cl1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.518,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '55'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1As1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.59,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to B axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zn1Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
