,jarvis_bg_tbmbj,jarvis_bg_opt,jarvis_spillage
13108,,,
13109,,,
13110,,,
13111,,,
13112,,,
13113,,,
13114,,,
13115,,,
13116,,2.0921,
13117,,,
13118,,,
13119,,,
13120,,,
13121,,,
13122,,,
13123,,,
13124,,,
13125,,,
13126,,,
13127,,,
13128,,,
13129,3.6058,2.5862,
13130,6.5787,4.8895,
13131,,,
13132,,,
13133,,,
13134,4.6482,3.3618,
13135,,,
13136,,,
13137,,,
13138,,,
13139,,,
13140,,,
13141,,,
13142,,,
13143,,,
13144,,,
13145,,,
13146,,,
13147,,,
13148,,,
13149,,,
13150,,,
13151,,,
13152,,,
13153,,3.2117,
13154,,,
13155,,,
13156,,,
13157,,,
13158,,,
13159,,,
13160,,,
13161,,,
13162,,,
13163,,,
13164,,,
13165,,,
13166,,,
13167,,,
13168,,,
13169,,,
13170,,,
13171,,1.9569,
13172,,,
13173,,,
13174,,,
13175,7.5862,5.7382,
13176,,,
13177,,,
13178,,,
13179,,,
13180,,,
13181,,,
13182,,,
13183,,,
13184,,,
13185,,,
13186,,,
13187,,,
13188,,,
13189,,,
13190,,,
13191,,,
13192,,,
13193,11.737,6.4579,
13194,,,
13195,,,
13196,,,
13197,,,
13198,,,
13199,,,
13200,,,
13201,,,
13202,,,
13203,,,
13204,,,
13205,3.4469,2.5941,
13206,,,
13207,,,
13208,,,
13209,,,
13210,,,
13211,,,
13212,,,
13213,,,
13214,,,
13215,,,
13216,,,
13217,,,
13218,,,
13219,,,
13220,,,
13221,,,
13222,,1.733,
13223,,,
13224,,,
13225,,,
13226,,,
13227,,,
13228,,,
13229,,,
13230,,,
13231,,,
13232,,,
13233,,,
13234,,,
13235,,,
13236,,,
13237,,0.3265,
13238,,,
13239,1.1074,0.8451,
13240,,,
13241,,,
13242,,1.0743,
13243,,,
13244,,1.1862,
13245,,,
13246,,,
13247,,,
13248,,,
13249,,,
13250,,,
13251,,,
13252,,,
13253,,,
13254,,,
13255,,,
13256,2.7847,1.9264,
13257,,,
13258,,,
13259,,,
13260,,,
13261,,,
13262,,,
13263,,,
13264,,,
13265,,,
13266,10.748,6.3378,
13267,2.2356,1.8923,
13268,,,
13269,,,
13270,,,
13271,,,
13272,,0.955,
13273,,1.5325,
13274,,,
13275,,,
13276,,0.8281,
13277,,,
13278,,,
13279,,,
13280,,,
13281,,,
13282,,,
13283,,,
13284,,,
13285,,,
13286,,,
13287,,,
13288,,,
13289,,,
13290,,,
13291,,,
13292,,,
13293,,,
13294,,,
13295,,,
13296,,,
13297,,,
13298,,,
13299,,,
13300,,,
13301,,,
13302,,,
13303,,,
13304,,,
13305,,,
13306,,,
13307,,,
13308,,,
13309,2.3496,1.8314,
13310,,,
13311,,,
13312,,,
13313,0.6844,0.5493,
13314,,,
13315,,,
13316,,,
13317,,,
13318,,,
13319,,,
13320,,,
13321,,,
13322,,,
13323,,,
13324,,,
13325,,,
13326,,,
13327,,,
13328,,,
13329,,,
13330,,,
13331,1.7053,1.3454,
13332,,,
13333,,,
13334,,0.6548,
13335,,0.8395,
13336,,,
13337,,,
13338,,,
13339,,0.5870000000000001,
13340,,,
13341,,,
13342,,5.4426,
13343,,,
13344,,,
13345,,,
13346,,,
13347,,,
13348,,,
13349,,,
13350,,,
13351,,,
13352,,,
13353,,,
13354,3.6647,2.1391,
13355,,,
13356,,,
13357,,,
13358,,,
13359,,,
13360,,,
13361,,,
13362,,,
13363,,0.9965,
13364,,,
13365,,,
13366,2.6801,1.4492,
13367,,,
13368,2.0618,1.7283,
13369,,,
13370,,,
13371,4.1271,2.7249,
13372,,,
13373,4.4948,4.0091,
13374,,,
13375,,,
13376,,,
13377,3.7193,3.1721,
13378,,,
13379,,,
13380,,,
13381,,,
13382,,,
13383,,,
13384,,,
13385,,,
13386,,,
13387,,,
13388,,,
13389,,,
13390,,,
13391,,,
13392,,3.7098,
13393,,,
13394,,,
13395,,,
13396,,,
13397,,,
13398,,,
13399,,,
13400,,,
13401,,,
13402,,,
13403,,,
13404,,,
13405,,,
13406,,,
13407,,,
13408,,,
13409,,,
13410,,,
13411,,,
13412,2.8626,2.6121,
13413,,,
13414,,,
13415,,,
13416,,,
13417,,,
13418,,,
13419,,,
13420,,,
13421,,,
13422,,,
13423,,,
13424,,,
13425,,,
13426,,,
13427,,,
13428,,,
13429,,,
13430,,,
13431,,,
13432,,,
13433,,,
13434,,,
13435,,,
13436,,,
13437,,,
13438,,,
13439,,,
13440,,,
13441,,,
13442,,,
13443,,,
13444,4.1912,3.5619,
13445,,,
13446,,,
13447,,,
13448,,,
13449,,,
13450,,,
13451,,,
13452,,,
13453,,,
13454,,,
13455,,,
13456,,,
13457,,,
13458,,,
13459,,,
13460,,2.5568,
13461,,,
13462,,,
13463,,,
13464,,,
13465,,,
13466,,,
13467,,,
13468,,,
13469,,,
13470,,,
13471,,,
13472,,,
13473,,,
13474,,,
13475,,,
13476,,,
13477,6.4562,5.317,
13478,,,
13479,,,
13480,,,
13481,,,
13482,,,
13483,,,
13484,2.8023,1.306,
13485,,,
13486,,,
13487,,,
13488,,,
13489,,,
13490,,,
13491,,,
13492,,,
13493,,,
13494,,,
13495,,,
13496,,,
13497,,,
13498,,,
13499,,,
13500,,,
13501,,2.9269,
13502,,4.2332,
13503,,,
13504,,1.7591,
13505,,,
13506,,3.5516,
13507,,,
13508,,,
13509,5.4384,4.2159,
13510,,,
13511,,,
13512,,,
13513,,,
13514,,,
13515,,,
13516,,3.5436,
13517,,,
13518,,,
13519,,,
13520,,,
13521,2.7181,1.4385,
13522,,,
13523,,,
13524,,,
13525,,,
13526,,,
13527,,,
13528,,,
13529,,,
13530,,2.3897,
13531,,,
13532,,,
13533,,,
13534,,2.2658,
13535,,,
13536,,2.1405,
13537,,,
13538,,,
13539,,,
13540,,,
13541,,,
13542,,,
13543,,,
13544,,,
13545,,1.3425,
13546,7.6177,4.5334,
13547,,,
13548,,,
13549,,,
13550,,,
13551,,,
13552,,,
13553,,1.5748,
13554,,,
13555,,,
13556,,,
13557,,,
13558,1.2411,1.1736,
13559,,,
13560,,,
13561,,,
13562,,,
13563,,,
13564,,,
13565,,,
13566,,,
13567,,,
13568,,,
13569,,,
13570,,,
13571,,,
13572,,,
13573,,,
13574,,,
13575,,,
13576,,,
13577,,,
13578,,,
13579,0.1442,2.1302,
13580,,,
13581,,,
13582,,,
13583,,,
13584,,,
13585,,,
13586,,,
13587,,,
13588,3.3982,2.9146,
13589,,,
13590,,,
13591,2.7694,1.8761,
13592,,,
13593,,,
13594,,,
13595,,,
13596,,,
13597,,,
13598,,0.195,
13599,,,
13600,,,
13601,,,
13602,4.2506,3.1902,
13603,,,
13604,,,
13605,3.3978,1.8538,
13606,,,
13607,,,
13608,,,
13609,,,
13610,,,
13611,,,
13612,,,
13613,,,
13614,,,
13615,,,
13616,1.6338,1.0995,
13617,,,
13618,,,
13619,3.9353,2.5743,
13620,,,
13621,,,
13622,,,
13623,,,
13624,,4.0271,
13625,,0.3976,
13626,,,
13627,3.5965,2.097,
13628,,,
13629,,,
13630,,,
13631,,,
13632,,,
13633,,,
13634,,,
13635,2.8529,2.0407,
13636,,,
13637,,,
13638,,,
13639,,,
13640,,,
13641,,,
13642,,,
13643,,2.3609999999999998,
13644,,,
13645,,,
13646,,,
13647,,,
13648,,,
13649,,,
13650,2.1974,1.7884,
13651,,,
13652,,,
13653,,,
13654,,,
13655,,,
13656,,,
13657,4.2983,3.2876,
13658,,,
13659,,,
13660,2.1892,1.8491,
13661,,,
13662,,2.0919,
13663,7.1108,5.519,
13664,,,
13665,,0.4357,
13666,,,
13667,3.7495,2.5907,
13668,,,
13669,,,
13670,,,
13671,,0.4109,
13672,,,
13673,,,
13674,4.6446,3.0407,
13675,,,
13676,,,
13677,,,
13678,,,
13679,,,
13680,,,
13681,,,
13682,,,
13683,,,
13684,,,
13685,,,
13686,,,
13687,,,
13688,,,
13689,,,
13690,,,
13691,,,
13692,,,
13693,,,
13694,4.2716,3.8016,
13695,,3.7337,
13696,,,
13697,,,
13698,,5.2754,
13699,,,
13700,,,
13701,,,
13702,,,
13703,,,
13704,,3.3028,
13705,,,
13706,,,
13707,,,
13708,,,
13709,,,
13710,7.9945,5.3249,
13711,,,
13712,2.5815,1.801,
13713,10.9939,7.6846,
13714,,,
13715,2.6798,2.0196,
13716,,,
13717,,,
13718,3.8402,2.7221,
13719,,,
13720,,,
13721,,,
13722,,,
13723,,,
13724,,,
13725,,,
13726,,,
13727,,,
13728,3.0398,1.8161,
13729,,,
13730,,,
13731,,4.1682,
13732,,,
13733,,,
13734,,,
13735,,,
13736,,,
13737,,,
13738,,,
13739,,2.8786,
13740,,,
13741,,,
13742,,,
13743,,,
13744,,,
13745,,,
13746,,,
13747,4.1144,2.6687,
13748,,5.7911,
13749,,,
13750,,,
13751,,,
13752,,,
13753,,,
13754,,,
13755,,,
13756,,,
13757,,,
13758,,,
13759,,,
13760,,,
13761,,,
13762,5.7006,2.8808,
13763,,,
13764,,,
13765,,,
13766,,3.7539,
13767,,,
13768,,,
13769,,,
13770,,,
13771,,,
13772,,,
13773,,,
13774,6.9324,5.1039,
13775,,,
13776,,5.1285,
13777,10.7276,7.297999999999999,
13778,,,
13779,,8.1746,
13780,,,
13781,,,
13782,,,
13783,,,
13784,5.1734,3.4512,
13785,2.838,1.9328,
13786,,,
13787,,,
13788,,,
13789,,,
13790,,,
13791,,1.5707,
13792,,,
13793,,,
13794,,,
13795,,,
13796,,2.3679,
13797,,,
13798,,,
13799,,,
13800,,,
13801,,,
13802,,,
13803,,,
13804,,,
13805,,,
13806,,5.3535,
13807,,,
13808,,,
13809,1.1814,1.1511,
13810,,1.2927,
13811,,,
13812,,,
13813,2.1254,1.4762,
13814,,,
13815,6.0005,4.1012,
13816,,,
13817,,,
13818,,,
13819,4.9826,3.4689,
13820,,0.4785,
13821,,,
13822,,,
13823,,,
13824,,,
13825,,,
13826,6.2933,4.7458,
13827,,,
13828,,,
13829,6.4736,4.1078,
13830,,,
13831,,,
13832,,,
13833,,,
13834,,,
13835,,,
13836,,,
13837,,1.1188,
13838,6.84,5.4437,
13839,,,
13840,,,
13841,,,
13842,,,
13843,,,
13844,,,
13845,,0.4248,
13846,,,
13847,,,
13848,,,
13849,,,
13850,,,
13851,,0.0226,
13852,,,
13853,,,
13854,,,
13855,,,
13856,,,
13857,6.4655,4.1272,
13858,,,
13859,,,
13860,,,
13861,,,
13862,,,
13863,,,
13864,,,
13865,,,
13866,,,
13867,,,
13868,,,
13869,,,
13870,,,
13871,,,
13872,,,
13873,,,
13874,,,
13875,,,
13876,,,
13877,,,
13878,,,
13879,,,
13880,,,
13881,,,
13882,,,
13883,,,
13884,,,
13885,,,
13886,9.8719,8.0868,
13887,,,
13888,,,
13889,,,
13890,,,
13891,,,
13892,,,
13893,,,
13894,,,
13895,,,
13896,,,
13897,,,
13898,,1.5489,
13899,,,
13900,,,
13901,,,
13902,,,
13903,,,
13904,,,
13905,,,
13906,,,
13907,2.0989,1.6615,
13908,,,
13909,,,
13910,,,
13911,,,
13912,,,
13913,2.7517,2.2956,
13914,,0.3546,0.014
13915,,5.7018,
13916,,,
13917,,,
13918,,,
13919,,,
13920,,,
13921,,,
13922,,,
13923,,,
13924,,,
13925,5.3568,3.6742,
13926,,,
13927,,,
13928,,,
13929,,,
13930,,,
13931,,6.3879,
13932,,,
13933,,,
13934,,,
13935,,,
13936,,,
13937,,,
13938,,,
13939,,,
13940,,,
13941,,,
13942,,,
13943,,,
13944,,,
13945,,,
13946,,,
13947,,,
13948,,,
13949,,,
13950,,,
13951,,,
13952,,,
13953,,,
13954,,,
13955,,,
13956,,,
13957,9.1437,5.5882,
13958,,,
13959,,,
13960,,,
13961,,,
13962,,,
13963,,,
13964,,,
13965,,,
13966,,,
13967,,,
13968,2.5027,1.9741,
13969,,,
13970,,,
13971,,,
13972,1.8579,0.5479,0.009000000000000001
13973,,,
13974,,,
13975,,,
13976,,,
13977,,,
13978,,,
13979,,,
13980,,,
13981,,,
13982,,0.3753,
13983,,,
13984,,,
13985,,,
13986,,0.34299999999999997,
13987,,,
13988,,,
13989,,,
13990,,,
13991,,,
13992,,,
13993,,,
13994,,,
13995,,,
13996,,,
13997,,,
13998,,,
13999,,,
14000,,,
14001,,,
14002,,,
14003,,,
14004,,,
14005,,0.9582,
14006,,,
14007,,,
14008,,,
14009,,,
14010,2.7818,1.2405,
14011,,,
14012,,,
14013,,,
14014,,,
14015,,,
14016,,,
14017,,,
14018,,,
14019,,,
14020,,,
14021,,,
14022,,,
14023,,,
14024,,,
14025,,,
14026,,,
14027,,,
14028,,,
14029,,,
14030,,,
14031,,,
14032,,,
14033,,,
14034,,,
14035,,,
14036,,,
14037,,0.8085,
14038,1.6484,1.3901,
14039,3.1415,2.2519,
14040,,,
14041,,,
14042,,,
14043,,,
14044,3.4085,2.4545,
14045,,,
14046,,,
14047,,,
14048,,1.8045,
14049,,,
14050,,,
14051,3.4561,2.2634,
14052,,,
14053,,,
14054,,,
14055,4.4462,3.3369,
14056,6.0306,3.7582,
14057,2.3128,1.4646,
14058,,,
14059,3.3196,2.1079,
14060,5.4522,4.2108,
14061,,,
14062,,,
14063,,,
14064,,,
14065,,,
14066,3.3464,2.1419,
14067,,,
14068,3.3729,2.1894,
14069,10.8271,7.257999999999999,
14070,,,
14071,,3.4721,
14072,,,
14073,,,
14074,,0.9683,
14075,,,
14076,,2.1992,
14077,,,
14078,,,
14079,0.6221,0.4338,0.032
14080,,,
14081,,1.1,
14082,,4.0339,
14083,,,
14084,1.0773,1.1971,
14085,1.67,0.9902,
14086,3.3959,2.1911,
14087,,,
14088,,,
14089,2.0996,1.0453,
14090,,,
14091,,0.2664,
14092,,0.5926,
14093,2.946,2.2148,
14094,0.9511,0.6015,0.192
14095,,,
14096,,,
14097,,,
14098,,,
14099,3.1402,2.2591,
14100,,,
14101,2.819,2.0599,
14102,,,
14103,,1.3581,
14104,,,
14105,,2.1622,
14106,,0.4446,
14107,3.1392,2.2491,
14108,,,
14109,,,
14110,,,
14111,,,
14112,1.7229,1.1361,
14113,,,
14114,,2.1632,
14115,,,
14116,,,
14117,,,
14118,,,
14119,,,
14120,,,
14121,,,
14122,,,
14123,,4.2167,
14124,,,
14125,,,
14126,3.0143,1.8735,
14127,,,
14128,,,
14129,6.0037,4.4030000000000005,
14130,,2.4362,
14131,1.3143,0.6488,
14132,2.2141,1.7618,
14133,5.9994,4.5264,
14134,,,
14135,,,
14136,,,
14137,0.6452,0.4534,0.122
14138,,,
14139,,,
14140,1.1484,0.6477,
14141,,,
14142,,,
14143,,,
14144,,,
14145,,,
14146,6.4477,4.6497,
14147,,,
14148,,,
14149,,,
14150,,,
14151,4.4225,3.4256,
14152,,,
14153,,,
14154,3.1517,2.3818,
14155,,,
14156,,,
14157,,,
14158,,,
14159,,,
14160,2.7025,1.26,
14161,,0.3824,0.279
14162,,,
14163,,,
14164,,,
14165,2.6363,1.8756,
14166,,,
14167,,,
14168,,,
14169,,,
14170,,,
14171,,,
14172,,,
14173,,,
14174,,,
14175,,,
14176,,,
14177,,,
14178,,,
14179,,,
14180,,,
14181,,,
14182,,,
14183,,,
14184,,,
14185,,,
14186,4.0315,3.0639999999999996,
14187,,,
14188,,,
14189,,,
14190,,,
14191,,,
14192,,3.839,
14193,,,
14194,,6.4093,
14195,,,
14196,,,
14197,,,
14198,,,
14199,1.0028,0.385,0.059
14200,,,
14201,,,
14202,,,
14203,,,
14204,2.0998,0.8508,
14205,,,
14206,,,
14207,,,
14208,0.4728,0.1141,0.003
14209,,,
14210,,,
14211,1.7914,1.3076,
14212,,,
14213,,,
14214,1.7606,0.9143,
14215,,,
14216,,,
14217,,,
14218,4.5709,3.7593,
14219,,,
14220,,,
14221,,,
14222,13.6528,8.7123,
14223,1.2249,0.8066,
14224,,,
14225,5.4397,4.254,
14226,3.0187,1.7328,
14227,0.7988,0.5456,
14228,,,
14229,,1.2408,
14230,,,
14231,,,
14232,,,
14233,,4.4611,
14234,3.1016,2.3889,
14235,1.8838,1.472,
14236,,1.6406,
14237,,,
14238,2.1171,0.7009,
14239,2.6056,1.7421,
14240,,,
14241,5.2516,4.5579,
14242,,,
14243,4.7057,3.7808,
14244,,,
14245,,1.6332,
14246,,,
14247,3.4345,2.6895,
14248,,,
14249,,,
14250,,0.8012,
14251,2.3389,0.9325,
14252,3.2428,2.204,
14253,,,
14254,,,
14255,,,
14256,,,
14257,,,
14258,,,
14259,,,
14260,,,
14261,1.0145,0.8202,0.682
14262,,,
14263,,,
14264,,,
14265,,,
14266,,,
14267,0.8706,0.5181,
14268,3.3005,2.4897,
14269,,,
14270,,6.3466,
14271,,,
14272,,,
14273,,,
14274,3.9692,2.2793,
14275,,1.651,
14276,,,
14277,2.8992,1.703,
14278,,,
14279,,,
14280,,,
14281,,,
14282,,,
14283,,,
14284,,,
14285,,,
14286,,,
14287,0.6693,0.5345,
14288,,,
14289,5.8154,0.9443,
14290,,,
14291,,2.9845,
14292,,,
14293,,,
14294,,,
14295,,,
14296,,,
14297,,,
14298,,,
14299,,2.2005,
14300,,,
14301,9.1605,7.0725,
14302,,1.2199,
14303,,,
14304,,,
14305,,1.7699,
14306,0.6013,0.3696,0.198
14307,,,
14308,,2.5217,
14309,,,
14310,,,
14311,,,
14312,,,
14313,2.8484,2.0665,
14314,,,
14315,,,
14316,,,
14317,,,
14318,3.0232,2.273,
14319,,,
14320,1.9644,0.6886,
14321,7.331,5.5938,
14322,,0.6111,
14323,,,
14324,,,
14325,,,
14326,,,
14327,,,
14328,,,
14329,,,
14330,,,
14331,,,
14332,2.1011,1.107,
14333,,,
14334,0.8974,0.7193,1.179
14335,,,
14336,,,
14337,,,
14338,,,
14339,,,
14340,,,
14341,,,
14342,,,
14343,,,
14344,,,
14345,,,
14346,,,
14347,,,
14348,,,
14349,,,
14350,,0.4378,
14351,,,
14352,,,
14353,,,
14354,,,
14355,,,
14356,,,
14357,,,
14358,,,
14359,,,
14360,,,
14361,,,
14362,,,
14363,,,
14364,,,
14365,,,
14366,,,
14367,0.7614,0.2685,
14368,,,
14369,,,
14370,,,
14371,,,
14372,,,
14373,2.2005,0.6784,
14374,,,
14375,,,
14376,3.0482,2.2078,
14377,,,
14378,,,
14379,,,
14380,2.4009,1.4723,
14381,,,
14382,3.2251,2.5269,
14383,,,
14384,,4.7732,
14385,,0.2687,
14386,,0.6584,
14387,,,
14388,2.213,0.9829,
14389,,,
14390,,,
14391,,2.9224,
14392,,,
14393,,,
14394,,2.0517,
14395,,,
14396,,,
14397,,,
14398,,,
14399,3.9448,3.4439,
14400,,,
14401,,,
14402,,,
14403,,,
14404,,,
14405,,0.5929,
14406,,0.1107,
14407,,,
14408,,,
14409,,,
14410,,,
14411,,,
14412,2.12,1.5278,
14413,,,
14414,,,
14415,,,
14416,2.7725,2.2895,
14417,,,
14418,,1.6557,
14419,,,
14420,3.8526,3.495,
14421,,1.3235,
14422,,,
14423,,,
14424,,,
14425,,,
14426,,2.0035,
14427,,,
14428,,,
14429,,,
14430,,0.3103,
14431,,,
14432,,,
14433,,,
14434,,,
14435,,0.8734,
14436,,,
14437,,,
14438,,5.4626,
14439,,,
14440,,,
14441,,,
14442,,,
14443,,,
14444,,,
14445,2.1706,1.2966,
14446,,,
14447,,,
14448,,,
14449,,,
14450,,,
14451,,,
14452,,,
14453,2.9003,1.8636,
14454,,,
14455,,,
14456,,,
14457,,,
14458,2.5156,1.8402,
14459,1.581,1.4321,
14460,2.0881,0.9509,
14461,,,
14462,,,
14463,,,
14464,,,
14465,,,
14466,,,
14467,,,
14468,1.7690000000000001,1.2882,
14469,,,
14470,,,
14471,,,
14472,,0.6834,
14473,,,
14474,,,
14475,,,
14476,,,
14477,2.1563,1.6771,
14478,,,
14479,,,
14480,,4.7087,
14481,,,
14482,1.0516,0.9902,
14483,,,
14484,0.7645,0.693,
14485,,,
14486,,2.2566,
14487,,,
14488,,,
14489,,,
14490,,,
14491,,,
14492,,1.3617,
14493,,,
14494,,0.8167,
14495,6.0305,3.7105,
14496,,,
14497,3.7963,2.7242,
14498,3.9363,2.65,
14499,5.4823,3.8222,
14500,,,
14501,,1.6135,
14502,2.6845,1.9995,
14503,2.6676,1.5392,
14504,,0.4794,
14505,,,
14506,,2.431,
14507,2.2331,1.5835,
14508,,,
14509,,,
14510,,,
14511,,,
14512,,,
14513,,,
14514,,,
14515,,0.7317,
14516,,,
14517,,,
14518,,,
14519,8.4224,6.2225,
14520,0.8847,0.2729,0.155
14521,,,
14522,,,
14523,,,
14524,4.9442,4.0996,
14525,,,
14526,,,
14527,0.6367,0.5671,0.047
14528,,,
14529,,,
14530,,,
14531,,,
14532,,,
14533,,,
14534,,,
14535,,,
14536,,,
14537,1.4738,1.0535,
14538,0.0032,0.3371,
14539,,,
14540,0.9322,0.4018,0.006999999999999999
14541,,,
14542,,,
14543,,,
14544,,,
14545,,1.4933,
14546,,,
14547,,,
14548,,,
14549,,,
14550,,,
14551,,,
14552,,,
14553,,0.4805,0.515
14554,,,
14555,,2.3726,
14556,4.9603,3.094,
14557,,,
14558,,2.2194,
14559,,,
14560,,,
14561,,0.424,
14562,,,
14563,3.3672,2.175,
14564,,,
14565,4.0525,3.0909,
14566,3.6825,2.8307,
14567,0.8975,0.3072,4.032
14568,,,
14569,,,
14570,,,
14571,,,
14572,,,
14573,,,
14574,,,
14575,,,
14576,,,
14577,,2.1825,
14578,,,
14579,,,
14580,,0.3286,
14581,,1.0289,
14582,,,
14583,,,
14584,,,
14585,,1.0346,
14586,,,
14587,,,
14588,,,
14589,,1.2981,
14590,,,
14591,,,
14592,,,
14593,,,
14594,,,
14595,,,
14596,,,
14597,3.0571,1.6481,
14598,,,
14599,,1.8706,
14600,,,
14601,,,
14602,,1.1022,
14603,2.2441,1.8722,
14604,,2.2008,
14605,,,
14606,,,
14607,2.9362,1.8893,
14608,,,
14609,,,
14610,,,
14611,,,
14612,,,
14613,,,
14614,,2.0067,
14615,1.1056,0.5344,2.677
14616,,,
14617,3.7113,2.3104,
14618,,,
14619,,,
14620,,1.1372,
14621,,,
14622,3.2708,3.1754,
14623,,,
14624,,,
14625,,,
14626,,,
14627,,,
14628,1.8489,0.9275,
14629,3.6023,2.5424,
14630,8.2875,5.626,
14631,,,
14632,,,
14633,,0.5178,
14634,,,
14635,,,
14636,,0.9852,
14637,,,
14638,2.5145,0.7891,
14639,,,
14640,,,
14641,,,
14642,,,
14643,1.6649,1.0346,
14644,2.4359,1.9625,
14645,2.7763,1.9753,
14646,1.0399,0.5592,0.108
14647,,,
14648,1.2865,0.3559,0.004
14649,2.8564,1.4447,
14650,0.47100000000000003,0.1609,
14651,13.993,1.5058,
14652,1.1383,0.3621,0.038
14653,,,
14654,,5.6828,
14655,,,
14656,,,
14657,,,
14658,,,
14659,5.03,3.655,
14660,,,
14661,1.5308,0.8794,
14662,3.4145,2.2435,
14663,,,
14664,,,
14665,,,
14666,,,
14667,3.3658,2.1706,
14668,,,
14669,,,
14670,1.0321,0.7098,
14671,,,
14672,,,
14673,,,
14674,,,
14675,,,
14676,,,
14677,,,
14678,8.0744,6.1472,
14679,,,
14680,,,
14681,,,
14682,,,
14683,,,
14684,,,
14685,5.2841,4.0395,
14686,,,
14687,,0.1566,
14688,,,
14689,,,
14690,,,
14691,,,
14692,0.2283,0.6807,
14693,,,
14694,,,
14695,,,
14696,0.1608,0.1564,
14697,,,
14698,,,
14699,,,
14700,,,
14701,,,
14702,,,
14703,1.9358,1.0572,
14704,,,
14705,,,
14706,,,
14707,,0.28300000000000003,
14708,,,
14709,,,
14710,,,
14711,,,
14712,,,
14713,,2.1862,
14714,,2.8523,
14715,,,
14716,,,
14717,,,
14718,,,
14719,,,
14720,,,
14721,,0.214,
14722,3.0156,2.1985,
14723,,,
14724,2.8847,0.9234,
14725,,,
14726,,,
14727,3.3734,2.1719999999999997,
14728,3.7283,1.7499,
14729,,,
14730,,,
14731,,,
14732,,,
14733,,,
14734,,,
14735,0.9377,0.5218,0.016
14736,8.7581,6.6755,
14737,,,
14738,,2.8278,
14739,,,
14740,,,
14741,,,
14742,,,
14743,,,
14744,,,
14745,,2.1976,
14746,7.1223,4.6411,
14747,,,
14748,,,
14749,,,
14750,,0.6599,
14751,,,
14752,2.6201,1.6257,
14753,,,
14754,1.0976,1.0014,
14755,,,
14756,,,
14757,,,
14758,,4.1256,
14759,3.0186,1.9942,
14760,,,
14761,2.1417,0.4749,0.005
14762,,,
14763,0.9313,0.6021,0.407
14764,,,
14765,,,
14766,,,
14767,,,
14768,4.7704,4.0393,
14769,1.8542,0.777,
14770,6.8366,4.3437,
14771,,,
14772,,,
14773,,,
14774,,,
14775,7.513999999999999,5.0662,
14776,,,
14777,0.9736,0.4932,0.8390000000000001
14778,5.9679,4.5534,
14779,,,
14780,,2.4399,
14781,,,
14782,1.8413,0.5924,0.08199999999999999
14783,1.9468,1.2858,
14784,1.7412,0.7537,
14785,,,
14786,2.8144,1.5964,
14787,,1.0585,
14788,,,
14789,,,
14790,,,
14791,,,
14792,,,
14793,,,
14794,,1.6207,
14795,,,
14796,3.3933,2.1882,
14797,,,
14798,,,
14799,,,
14800,,,
14801,3.4168,2.4676,
14802,,1.3385,
14803,,1.9938,
14804,3.3939,2.1957,
14805,0.9985,0.8065,
14806,,0.6127,
14807,,,
14808,,,
14809,2.9054,2.1187,
14810,,,
14811,,,
14812,,,
14813,,,
14814,,,
14815,,,
14816,,,
14817,,,
14818,8.3512,5.9282,
14819,3.53,2.2528,
14820,,,
14821,5.8447,4.5494,
14822,,1.1793,
14823,,,
14824,,,
14825,,,
14826,,,
14827,,,
14828,,,
14829,,,
14830,,,
14831,,,
14832,2.2346,1.057,
14833,3.4244,2.2104,
14834,,,
14835,,,
14836,,,
14837,,2.1848,
14838,,,
14839,6.6913,4.7384,
14840,,1.7428,
14841,,,
14842,,,
14843,,,
14844,,,
14845,,,
14846,,,
14847,,,
14848,6.0209,3.9192,
14849,,,
14850,,0.2132,0.119
14851,2.8810000000000002,1.7526,
14852,,,
14853,,,
14854,1.9827,1.6597,
14855,,,
14856,,,
14857,3.0031,1.8995,
14858,,,
14859,,0.3524,
14860,,,
14861,,3.4961,
14862,,2.451,
14863,,,
14864,,1.1664,
14865,,,
14866,,,
14867,,,
14868,,,
14869,,,
14870,1.5254,0.5795,
14871,6.5702,4.4719,
14872,,,
14873,,,
14874,,,
14875,,,
14876,,,
14877,,,
14878,,,
14879,8.6564,6.3864,
14880,,,
14881,,4.8104,
14882,,0.7174,
14883,,,
14884,,6.5484,
14885,,,
14886,1.2602,0.5171,
14887,3.2464,2.1751,
14888,2.8863,2.676,
14889,,,
14890,,,
14891,,,
14892,,,
14893,1.9291,1.5128,
14894,,1.0794,
14895,2.1494,0.8067,0.004
14896,,,
14897,,,
14898,,,
14899,,1.7343,
14900,,,
14901,,,
14902,,,
14903,,,
14904,,,
14905,,,
14906,,,
14907,,,
14908,,2.1929,
14909,,,
14910,2.2651,0.4764,
14911,,2.2081,
14912,,,
14913,,,
14914,,,
14915,,2.1901,
14916,,2.1541,
14917,,2.1790000000000003,
14918,,,
14919,0.8533,0.8161,
14920,,,
14921,,0.2957,0.154
14922,,,
14923,1.8414,1.5928,
14924,2.7681,1.4122,
14925,,,
14926,,2.1882,
14927,3.2215,2.1843,
14928,,,
14929,,,
14930,,,
14931,,,
14932,,,
14933,,,
14934,3.432,2.2086,
14935,,2.1953,
14936,,,
14937,,,
14938,,,
14939,,,
14940,,,
14941,,,
14942,,,
14943,,,
14944,,,
14945,,2.3251,
14946,6.6556,5.084,
14947,,,
14948,,,
14949,,,
14950,,,
14951,6.9684,5.5402,
14952,,,
14953,,,
14954,3.7094,2.7672,
